WFO_ID,Vernacular,Devnagari,Transliteration,ScientificName,NamepublishedIn
wfo-0001007197,रातो ऐँसेलु  (Rato ainselu),रातो ऐँसेलु ,Rato ainselu,,
wfo-0000983438,"गोरु ऐँसेलु, बिपेन काँडा  (Goru ainselu, Bipen kanda)","गोरु ऐँसेलु, बिपेन काँडा ","Goru ainselu, Bipen kanda",,
wfo-0000985801,चाँदे ऐँसेलु  (Chande ainselu),चाँदे ऐँसेलु ,Chande ainselu,,
wfo-0000995956,ऐँसेलु  (Ainselu),ऐँसेलु ,Ainselu,,
wfo-0001017696,ठूलो ऐँसेलु  (Thulo ainselu),ठूलो ऐँसेलु ,Thulo ainselu,,
wfo-1000007586,जङ्गली स्याउ  (Jangali syau),जङ्गली स्याउ ,Jangali syau,,
wfo-1000007600,जङ्गली स्याउ  (Jangali syau),जङ्गली स्याउ ,Jangali syau,,
wfo-0001013044,बाख्रे झार  (Bakhre jhar),बाख्रे झार ,Bakhre jhar,,
wfo-0000996557,बझार  (Bajhar),बझार ,Bajhar,,
wfo-0000996811,"पान्डा, पानस  (Panda, Panas)","पान्डा, पानस ","Panda, Panas",,
wfo-0001015954,सेतो खरेटो  (Seto khareto),सेतो खरेटो ,Seto khareto,,
wfo-0001016808,झिल्लेटी  (Jhilleti),झिल्लेटी ,Jhilleti,,
wfo-0000663803,"गुऐली, मदिलो  (Guyeli, Madilo)","गुऐली, मदिलो ","Guyeli, Madilo",,
wfo-0000663809,काल गेडी  (Kal gedi),काल गेडी ,Kal gedi,,
wfo-0000663963,गुऐली  (Guyeli),गुऐली ,Guyeli,,
wfo-0000723747,"डाले चुक, चुगो  (Dale chuk, Chugo)","डाले चुक, चुगो ","Dale chuk, Chugo",,
wfo-0001046529,"भुईं चुक, सेर्के  (Bhuin chuk, Serke)","भुईं चुक, सेर्के ","Bhuin chuk, Serke",,
wfo-0000564135,मुसे लरी  (Muse lari),मुसे लरी ,Muse lari,,
wfo-0000708307,भट्वासी  (Bhatwasee),भट्वासी ,Bhatwasee,,
wfo-0001131352,बाँगी काठ  (Bangi kath),बाँगी काठ ,Bangi kath,,
wfo-0001131431,चिल्ले काठ  (Chille kath),चिल्ले काठ ,Chille kath,,
wfo-0001131395,"काँडे पैँयु, भालु काँडा  (Kande paiyun, Bhalu kanda)","काँडे पैँयु, भालु काँडा ","Kande paiyun, Bhalu kanda",,
wfo-0000418397,सनरजोम  (Sanarjom),सनरजोम ,Sanarjom,,
wfo-0001131514,हाडे बयर  (Hade bayar),हाडे बयर ,Hade bayar,,
wfo-0000430322,"अगुजे बयर, बयर  (Aguje bayar, Bayar)","अगुजे बयर, बयर ","Aguje bayar, Bayar",,
wfo-0000430243,बयर  (Bayar),बयर ,Bayar,,
wfo-0001130884,"बोक्सी बयर, औले बयर  (Boksi bayar, Aule bayar)","बोक्सी बयर, औले बयर ","Boksi bayar, Aule bayar",,
wfo-0001130885,"काँटे बयर, हर्राया बयर  (Kante bayar, Harraya bayar)","काँटे बयर, हर्राया बयर ","Kante bayar, Harraya bayar",,
wfo-0000430400,वन बयर  (Ban bayar),वन बयर ,Ban bayar,,
wfo-0000724298,"चेप्टे पाङ्ग्रो, चिल, सानो पाङग्रो  (Chepte pangro, Chil, Sano pangro)","चेप्टे पाङ्ग्रो, चिल, सानो पाङग्रो ","Chepte pangro, Chil, Sano pangro",,
wfo-0001244107,कुम्लिया  (Kumliya),कुम्लिया ,Kumliya,,
wfo-0001249752,चम्लायो  (Chamlayo),चम्लायो ,Chamlayo,,
wfo-0001284765,धमिना  (Dhamina),धमिना ,Dhamina,,
wfo-0000584001,"भाङ, गाँजा  (Bhang, Ganja)","भाङ, गाँजा ","Bhang, Ganja",,
wfo-0000593422,खरी  (Khari),खरी ,Khari,,
wfo-0000593783,खरी  (Khari),खरी ,Khari,,
wfo-0000457782,खाक्सी  (Khaksi),खाक्सी ,Khaksi,,
wfo-0000457758,"मदिसे खरी, कुयेल  (Madise khari, Kuyel)","मदिसे खरी, कुयेल ","Madise khari, Kuyel",,
wfo-0000550454,लटहर  (Latahar),लटहर ,Latahar,,
wfo-0000550516,बढहर  (Badahar),बढहर ,Badahar,,
wfo-0000687376,पारस पिपल  (Paras pipal),पारस पिपल ,Paras pipal,,
wfo-0000687425,"तिमिला, निमारो, अँजिर  (Timila, Nimaro, Anjeer)","तिमिला, निमारो, अँजिर ","Timila, Nimaro, Anjeer",,
wfo-0000687501,बर  (Bar),बर ,Bar,,
wfo-0000687511,"समी, स्वामी  (Sami, Swami)","समी, स्वामी ","Sami, Swami",,
wfo-0000688442,पकर  (Pakar),पकर ,Pakar,,
wfo-0000688478,पाखुरी  (Pakhuri),पाखुरी ,Pakhuri,,
wfo-0000688642,दुधे लहरा  (Dudhe lahara),दुधे लहरा ,Dudhe lahara,,
wfo-0000688681,"खरसेटो, खस्रेटो  (Kharseto, Khasreto)","खरसेटो, खस्रेटो ","Kharseto, Khasreto",,
wfo-0000688701,"खस्रेटो, ठोट्ने, कोठाया डुम्री  (Khasreto, Thotne, Kothaya dumri)","खस्रेटो, ठोट्ने, कोठाया डुम्री ","Khasreto, Thotne, Kothaya dumri",,
wfo-0000688954,काब्रो  (Kabro),काब्रो ,Kabro,,
wfo-0000689298,जामु  (Jamu),जामु ,Jamu,,
wfo-0000689436,दुधिलो  (Dudhilo),दुधिलो ,Dudhilo,,
wfo-0000689613,"बेडु, निमारो  (Bedu, Nimaro)","बेडु, निमारो ","Bedu, Nimaro",,
wfo-0000689977,"डुम्री, गुलर  (Dumri, Gular)","डुम्री, गुलर ","Dumri, Gular",,
wfo-0000690026,पिपल  (Pipal),पिपल ,Pipal,,
wfo-0000690150,"पहरे पिपल, काठे पिपल  (Pahare pipal, Kathe pipal)","पहरे पिपल, काठे पिपल ","Pahare pipal, Kathe pipal",,
wfo-0000690200,"वन तिमिला, काठे डुम्री  (Ban timila, Kathe dumri)","वन तिमिला, काठे डुम्री ","Ban timila, Kathe dumri",,
wfo-0000690282,"खनायो, खन्यु  (Khanayo, Khanyu)","खनायो, खन्यु ","Khanayo, Khanyu",,
wfo-0000690461,"बेडुलो, आँखा पकुवा  (Bedulo, Ankha pakuwa)","बेडुलो, आँखा पकुवा ","Bedulo, Ankha pakuwa",,
wfo-0000690839,काब्रो  (Kabro),काब्रो ,Kabro,,
wfo-0000448071,"डमरु, डम्बरे काँडा  (Damaru, Dambare kanda)","डमरु, डम्बरे काँडा ","Damaru, Dambare kanda",,
wfo-0001084995,"किम्बु, सानो किम्बु  (Kimbu, Sano kimbu)","किम्बु, सानो किम्बु ","Kimbu, Sano kimbu",,
wfo-0001245087,किम्बु  (Kimbu),किम्बु ,Kimbu,,
wfo-0001084898,"कालो काफल, किम्बु  (Kalo kaphal, Kimbu)","कालो काफल, किम्बु ","Kalo kaphal, Kimbu",,
wfo-0001230839,खाक्सी  (Khaksi),खाक्सी ,Khaksi,,
wfo-0001227716,काम्ले  (Kamle),काम्ले ,Kamle,,
wfo-1200028369,काम्ले  (Kamle),काम्ले ,Kamle,,
wfo-0000567808,भरौँ  (Bharaun),भरौँ ,Bharaun,,
wfo-0001384902,गर्गलो  (Gargalo),गर्गलो ,Gargalo,,
wfo-0000599300,पाप्ले  (Paple),पाप्ले ,Paple,,
wfo-0000638905,तुुसारे  (Tusare),तुुसारे ,Tusare,,
wfo-0000638911,"तुुसारे, दार  (Tusare, Dar)","तुुसारे, दार ","Tusare, Dar",,
wfo-0000641057,"मोरँगे, मरिँगे  (Morange, Maringe)","मोरँगे, मरिँगे ","Morange, Maringe",,
wfo-0000665707,लिपे झार  (Lipe jhar),लिपे झार ,Lipe jhar,,
wfo-0000665958,सानो गग्लेटो  (Sano gagleto),सानो गग्लेटो ,Sano gagleto,,
