taxonID,vernacularName,identifier,source,language,,,,,,,,,,,,,,,
wfo-0000449295,Tree mallow,5E77D8D7-B57B-4332-AC29-EA50591CDD31,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000449395,"Island mallow, malva rosa",FDC57B8E-633B-4721-AF35-5A008FE7DE8B,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000449199,"Musk-mallow, mauve musquée",C67B0EE8-C5A2-460A-B6EC-B8CB58B57A5D,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000449218,"Common mallow, cheeses, mauve négligée",FF93C83F-0FE4-489E-92EF-19DC23CD1310,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000449449,Bull mallow,01224544-B203-4F25-B62D-6B9EDF9E6166,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000449230,"Small-flowered mallow, mauve parviflore",E323F119-E6DD-4D12-9369-BF559E2C0447,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001286623,Cretan or smaller tree mallow,ED1582B1-D87D-4546-A637-34F9D11A1976,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000449525,"Dwarf mallow, mauve à feuilles rondes",453DF609-0B07-4BA9-A134-96E4C9143D8F,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000449636,"High or garden mallow, mauve des bois",3A867083-876F-4E51-ADB0-ADD8EC1BBC97,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000449601,"Whorled or clustered or Chinese or curled mallow, mauve verticillée",195E976B-B7A2-4AC9-B43A-9D148BBA7834,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-4000022985,"False mallow [Genus <i>Malva</i> and Latin <i>-astrum</i>, incomplete resemblance]",EB412BFD-8B5C-4687-B42D-D62309425393,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000449442,American false mallow,9D28C1FF-AA9B-495D-A4F7-C3D1FDB154AD,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001076662,Texas false mallow,3EA73325-3AD9-4F03-B1C0-0DF89EA2A165,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001076753,Sonoran Desert false mallow,C4E96241-F028-471F-BBEA-D4B07FD4E5F1,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000449489,Caribbean false mallow,6B50FC99-E21C-4AFE-8D03-CE39C35339B4,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000449486,Common false mallow,38A7739C-7FB6-4C98-96EE-8B254BA462EB,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000449461,Hispid false mallow,2D86F4B9-8CF5-4153-A2D5-4300500F17C8,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-4000022986,"Turk’s-cap [Latin, <i>malva</i> mallow, and <i>viscidus</i>, sticky, alluding to sap]",2C209973-676E-4887-8FF1-F3FD2460277F,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-4000022987,"Alkali mallow [generic name <i>Malva</i> and Latin <i>-ella</i>, diminutive]",84376D61-FB72-4E1E-9D1B-09991651AC1E,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000450632,"Dollar-weed, oreja de ratón, scurfy sida",EB1FC737-0A22-4751-8F30-AAF317878AAE,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-4000023970,"[Country name Mexico and Latin <i>malva</i>, mallow]",D2C9E79E-684D-4BF8-88D0-FB71591C0511,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-4000024525,"[Latin <i>modiolus</i>, wheel hub, alluding to fruit shape]",3AFC129F-48FC-4FDD-9D9A-06F5364940D7,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000450540,Carolina bristlemallow,B8122E0D-B442-40D9-89D1-2A93DEC431E5,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-4000025318,"[Greek <i>napaea</i>, wood nymph, alluding to woodland habitat)",3B754F4E-44A9-4139-9F40-66FBFF640456,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-4000007567,"Fern bush, desert sweet [Genus <i>Chamaebatia</i> and Latin -<i>aria</i>, connection, alluding to resemblance]",E7E9F9D7-CC04-4AB3-9B38-A8430EBF0B2E,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-4000035793,"False spiraea, sorbaire [Genus <i>Sorbus</i> and Latin -<i>aria</i>, possession, alluding to similar leaves]",07863631-16AC-405D-A6CF-2A36D01CD6CC,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001013016,Sorbaire à feuilles de sorbier,39E8FE09-95DB-4EBC-8C3B-77CF285095F5,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0000984624,Giant false spiraea,F195CF7E-4112-4E31-BC21-E894E1347375,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-4000036101,"Spirée [Greek <i>speira</i>, to become spiral, alluding to flexile branches being suitable for wreathing into garlands]",0FCAFD01-A8B7-451C-BB23-9436AE6FBE96,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0000985576,"Narrow-leaf, eastern, or white meadowsweet, spirée blanche",ECA53B69-8960-42CB-AAC1-749433E7C490,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0000997542,"Bridewort, willowleaf meadowsweet",14292713-C684-4FFD-B9F1-82F0C6168152,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001018913,"Hardhack, steeplebush, spirée tomenteuse{Attr:<b>E F W</b>}",58522C8C-A960-4E1C-A8CB-4EC7EE86286D,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0000988781,"Shinyleaf meadowsweet, dwarf spiraea",3D01DC56-5B6E-4BDB-824E-363E2C943C77,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001008059,Virginia or West Virginia spiraea,D1CFDEDA-BD73-4D06-8641-F22EB02AC12C,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001003630,Shiny-leaf spiraea,3D63F2FB-F2E6-46E8-A6B0-B2C4018B7531,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001015370,Alaska or Beauverd's spiraea,3681F554-6192-4B50-8708-4646989BED19,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0000985407,"Douglas’ or rose spiraea, western hardhack",69E9842A-F9B7-4FD7-B78E-E48807080DBA,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001015318,Bridal-wreath spiraea,7924A9B1-249D-4BDE-AE68-68C6F6049059,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0000985820,Thunberg’s meadowsweet,D71DE85C-8037-4C7D-8F57-05BD2D292EBF,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001006197,Germander meadowsweet,6B12E22B-569B-4880-B9BA-68745710F46A,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001016819,Reeve’s spiraea or meadowsweet,284CB9DC-2694-48AB-8115-45252EBD9CE6,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001008609,Japanese spiraea,8179F9EC-64DF-4FB3-B755-75EABA5B1343,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-4000028982,"Rock-spiraea [Greek <i>petros</i>, rock, and <i>phyton</i>, plant, alluding to habitat]",90AFC5FA-CA08-489B-A012-D8902AA7FBEF,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0000985828,Olympic mountain rockmat,4EC83E0E-CBED-445F-BAB2-3E1F10AFF0A6,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001004577,Chelan rockmat,1649FCDC-8067-4B28-9106-8C274B66AAF7,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001013550,"One-flower kelseya or spiraea, alpine laurel",CB591036-CD48-4D74-B2A1-ECB6EF872B8B,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-4000018087,"[Greek <i>holos</i>, whole, and <i>diskos</i>, disc, alluding to entire floral disc]",DB4437A3-DCEF-4733-9C1F-880A8A9D559D,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001131717,"Ocean-spray, cream- or foam-bush",1DB391F4-2069-4D8C-B406-5D471CA9B72A,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0000988840,Rock spiraea,81C35364-F6AC-4807-AC15-5A097712A49F,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001013556,Partridge foot,03A88748-14E8-43BC-8A10-18DF62468FD8,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-4000003199,"Goat’s-beard, bride’s-feathers, barbe-de-bouc [Greek <i>arunkos</i>, goat’s beard, alluding to showy fingerlike clusters forming feathery flowers]",653374CF-2981-4A36-9744-0535BC8D4404,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-4000015649,"Indian physic [For Arnold Gillen, seventeenth-century German botanist and physician]",1A660D9E-CBDE-4C16-A53C-DDE5ECCD6E58,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0000994912,"American ipecac, Indian physic",E17A900B-EB17-4F1E-BF74-6D2E7CB99632,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001013824,Bowman’s root,4717CB6F-ED67-4788-8A11-5807027F3DE5,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001008106,Arizona rosewood,C6FA8AA9-0280-419E-96AD-CB1A1500E23C,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-4000013800,"Loquat [Greek <i>erion</i>, wool, and <i>botrys</i>, bunch of grapes, alluding to woolly inflorescences]",733A62B3-AE30-4623-82B8-111CEEA17C3C,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-4000035797,"Mountain ash, rowan, whitebeam, sorbier, alisier [Latin name for service tree, <i>S. domestica</i> Linnaeus]",1510369A-8D0B-408E-9CBC-70B1DD6B701E,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0000998680,Wild service tree,E0CFF2B3-0D20-46B0-816C-B0F4A6B1A74F,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0000989906,Swedish whitebeam,E797377F-6EA4-44CE-8701-37F8F232BB25,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001015070,"American mountain ash, sorbier d’Amérique",33F673A2-AC49-4474-AACD-7C7D0C355A43,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001015078,California mountain ash,82DE0C42-35ED-4303-8B31-1ED2786703EC,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0000985933,Rocky Mountain or Cascade or Greene's mountain ash,AAF35987-CB88-42F3-B4C9-522AFD4D7B1E,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001077097,Glade mallow,F1C592BF-8A43-4FD1-837B-D795484D3525,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-4000028361,"[For José Antonio Pavón, 1754–1844, Spanish physician and botanist]",F13D5A82-C784-410B-B427-9818E56829A9,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000474550,Pale or pink pavonia,02D6F2BF-0553-4A76-9922-AD0C3ED7DAC6,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077098,"Rose or Wright’s pavonia, Texas rock rose",DB34864A-A133-465F-AC31-F7B82C77460E,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000473779,Mangrove mallow,AC1C916C-DF3A-4C19-8FC9-A40384CA1097,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077099,Gingerbush,B1230375-F91E-4B20-BD5D-CDFD31F7E756,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-4000031325,"[Greek <i>pseud-</i>, false, and genus <i>Abutilon</i>]",D93B094D-BD9F-427B-88C0-F5B2CCDE2749,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-4000033145,"[Greek <i>rhynchos</i>, beak, and generic name <i>Sida</i>, alluding to beaked mericarps]",531DA18B-3CE8-4D2D-801B-68C986071B86,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001078030,"Beaked sida, buffpetal",06D813BA-BDA3-4E01-9BDE-BA8DA196E11B,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-4000035304,"Fanpetals, wireweed [Greek <i>side</i>, name used by Theophrastos for plants now called <i>Nymphaea alba</i> Linnaeus]",48D0C299-800B-4564-864B-C8798D297046,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000496718,"Creeping sida, hierba del buen día, axocatzín",A8055E1C-3459-4B82-8547-30B311A90961,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000496947,West Indian sida,12F2C217-597C-4011-AFFE-8AE8CA0232DB,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000501732,"Bracted or fringed or salmon sida, huinar",C5E54C3A-A61C-4C15-97BF-BEB4A1E208AB,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000501705,Great-leaved sida,856BFBF9-C0F6-4A12-88E5-F470827D8D29,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077101,Elliott’s sida,8546F685-80D7-4D4E-8DE7-F2998C7D9EB7,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000501595,Sticky sida,A78B8E4B-9384-4FE5-BCCF-CE93E776A076,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077104,Virginia mallow,3D1BA6CD-5F59-4E2F-AB03-5FF8365D5E83,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077106,Lindheimer’s sida,DB2FAB91-25FF-4EB2-8BEB-C026F4D0BD5D,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001244414,Long-stalked sida,DD6739CA-3541-4391-B64B-02D985E3881B,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077109,New Mexico sida,7D970994-47E7-4A25-A255-9C058D867294,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000505344,"Flatstem sida, Brazilian wire-weed",A83385BE-073D-4E2F-BE1D-AB5A2760171B,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000505360,"Arrowleaf sida, axocatzín, Cuba jute, escobilla, huinar",4D045F93-2AB4-4256-AA9A-DCA28FAC34A1,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001076997,Redleaf sida,DC780356-3621-4D0E-8A3C-3457FAB4F58F,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000505247,"Brazilian sida, moth fanpetals",6298634D-6903-4EEF-B0FA-51387B78B4BA,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000505218,"False or Indian or prickly mallow, prickly sida",510133FE-D404-45A8-BD33-55C9A26C2DC2,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077110,"Noseburn-leaf sida, earleaf fanpetals",21CF2E0D-BC95-4B1B-B02B-8F0EDD661340,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000505472,"Broom weed, escobilla, southern sida, common wire-weed",73741825-F0E8-469E-9824-3F765BB1424D,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000505486,"Bristly sida, tropical fanpetals",1D72D236-7263-46DC-B36B-E05F27E849D7,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-4000035306,"Checkerbloom, checker mallow [Generic names <i>Sida</i> and <i>Alcea</i>, alluding to resemblances]",224F77C8-CF81-4FF4-BD8F-35339965FBD9,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077732,Vernal-pool or annual or hog-walla checkerbloom,1AF7CC33-0747-401B-8929-0228D9EB2122,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077112,Meadow checkerbloom,35F4ACB4-53AC-4CF4-B691-F8950C6B49A4,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077113,White checkerbloom,04115393-BBF0-47E7-899B-7AAA0C3CCE8E,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001286629,Redding checkerbloom,145E6F16-C069-45F9-80D7-CDDDBB23B2B8,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000505511,Owens Valley checkerbloom,4F276BBF-2708-4995-B940-3ADFCDB260CC,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077115,Cusick’s checkerbloom,B1403AAA-6BB3-4F02-95CA-B9C40E151D8C,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077116,Fringed checkerbloom,F896609D-E6E8-4EBE-BAB0-86775273151F,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001268646,Del Norte checkerbloom,DDBC9BA4-556C-4B2A-97C1-3D9ACF3F4012,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000745781,Giant checkerbloom,EBCCB796-1B6C-4EEF-98DC-291C4EC194F6,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077117,Waxy checkerbloom,D60F325A-12CD-486E-88CF-52BCE70415AF,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077118,Hartweg’s checkerbloom,B5152393-49C1-4CF4-9073-8BFD323490E1,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000505507,Henderson’s checkerbloom,378120E2-8149-49BE-87A3-4AA09BF17CD1,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077733,Hickman’s checkerbloom,2989810A-501C-4A36-891A-E2F7685A4D84,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077120,Parish’s checkerbloom,882BB15A-8827-4407-9381-2FE2140A04D5,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077121,Hairy checkerbloom,35A0A966-2FE8-48E7-9419-0305618C373A,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077122,Bristly-stemmed checkerbloom,0B6E5DD0-CC62-40EA-AD19-1F9402495E29,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000505516,Keck’s checkerbloom,B1346003-D37A-4605-B0B1-61FA141043AA,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077123,Maple-leaved checkerbloom,01BAFBEA-EFD3-4EBD-9E0F-29EEA1BA3D32,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077124,California checkerbloom,B3028E55-17DD-479E-9FFE-676426989A3F,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077126,Chaparral checkerbloom,E9497593-5D6F-42A7-9FD1-5AD6367605DF,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077128,Cut-leaf checkerbloom,35EECB37-7074-4EC3-A2F1-F7F40B9C5FCE,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077129,Nelson’s checkerbloom,EA1DDF56-9CB3-4FA1-8A17-AC97004668FA,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077130,New Mexico or salt-spring checkerbloom,2E1A467A-2B6C-49DA-875E-FEA148B919DB,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077663,Oregon checkerbloom,0262FCCF-F16C-4377-9898-4799C790CF1A,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077136,Meadow checkerbloom,AFDCB1A0-C87E-47FB-84BF-069E7EE2BAB8,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077137,Spiked or spicate checkerbloom,9FA5E0CE-C9ED-4724-9351-64A36E80ABCD,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-4000003109,"Chokeberry [Greek <i>Aria</i>, name for whitebeam (formerly a species of <i>Sorbus</i>), alluding to resemblance to chokeberry fruit]",AB914DC0-19CA-44A9-A391-5248B0F50625,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001018304,Black chokeberry,108BD687-4280-4043-90E8-CD987205A72E,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001006234,Willow-leaved cotoneaster,73A3DCAD-B416-4F9F-8DD8-E317AD602F00,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001250168,Crisp’s cotoneaster,17230F67-890E-41D8-A871-21956945356C,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0000984289,Cream-flowered or late or Parney's cotoneaster,989A2D85-3AC4-4042-890E-85667C0D68F5,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001004048,Silverleaf cotoneaster,1B3A0CC3-DF2D-44D6-ABEB-C369A32F97BC,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0000988084,Vested or woolly cotoneaster,B04BE0D9-BE5A-4B74-A25A-ACF46B91CE90,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001018327,Tree cotoneaster,ED273EFC-D7B9-49B6-B785-CCD0D1E7FE68,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0000987426,Gamble’s cotoneaster,9634F923-6BAB-4E1A-8544-D6F7DF1F5692,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001017163,Magnificent cotoneaster,9C0273E7-14BC-4095-8008-565656F513BD,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001017171,One-stoned cotoneaster,D49B139A-D794-40A2-A725-D884AB6373C1,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001018335,McLaren's cotoneaster,1D4DF159-4A26-4FBE-B2A1-9E24C715C817,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001008855,Necklace or winter-green cotoneaster,1E355606-B005-42F9-8F0B-2AF084C38246,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001017174,Earthquake cotoneaster,5A2A663D-B5CE-47B4-AEAD-D516C33817DF,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0000999681,Entire-leaved cotoneaster,0E0815E0-037B-4175-940D-C00A95AF4DC4,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001015916,Yunnan cotoneaster,8F5108E0-8A5D-4106-BD36-29717274EF2F,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001011673,Bearberry cotoneaster,3277DDF2-6BB6-4ABA-96B8-AD3D5558C2C6,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001002295,Creeping cotoneaster,61D9B36C-AB96-42B7-AA45-D14DC0B40DFE,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001016341,Prostrate or purple-flowered cotoneaster,3DC8B46C-2F11-4A2A-A5B1-B32203068E5B,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001018371,Hjelmqvist’s cotoneaster,05EC3DA0-8947-4C30-88F6-F8049BDBF4DF,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001017658,Taiping cotoneaster,4A021870-CE7B-4D95-BDB0-7F151FF11CC1,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001018368,Bullate cotoneaster,3457EA4C-03E6-45B4-9FE6-83AB2DAA3FC5,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001002348,Tengyueh cotoneaster,70150A82-8729-4D29-B0EB-76424DEE7462,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001015046,Franchet’s cotoneaster,C176F236-0965-48FC-81CB-05FB5E92691B,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001005203,Truncate-leaved or Cangshan cotoneaster,BFD3C0CE-625B-4943-AE21-880717164503,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001002473,Stern’s cotoneaster,61C5C4A2-0E6F-4A97-B97B-7804017BD65B,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0000991195,Orange-drop cotoneaster,B287C29D-1620-4A35-AF16-B2502868C67E,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001014299,Chinese firethorn,97271F59-8741-4746-BF79-B96EC78E8AAF,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001014300,Taiwan firethorn,5059E928-1A64-483A-9F22-DADF1B28B783,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-4000022982,"Apple, pommier [Latin <i>malus</i>, apple tree]",5C989E02-CD1E-40BD-BC22-556CCEB9BF03,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001013576,Prairie or Iowa or western crabapple,E0C5410E-002E-4C23-BD50-205AED9194DB,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001013560,Southern or narrow-leaved crabapple,404952D6-4B4C-4B20-B716-EEF80FAB79B0,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001013565,"American or sweet or fragrant crabapple, garland tree",CBD9E614-CF01-44ED-9D6B-1EE1AE68841E,,,,,,,,,,,,,,2015-06-27,,,2015-06-27
wfo-0001077138,Kenwood Marsh checkerbloom,3A5DB526-4569-4371-AAE9-74478A067DAE,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077139,Bird-foot checkerbloom,B265486D-7A67-4D55-8322-F201D4855645,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077140,Big Tree checkerbloom,9798F569-8D02-4670-A4AB-F18FBBEBC143,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077141,Sierra checkerbloom,A6511BEA-77DB-4696-83D2-C1A4A5E097E5,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077142,Butte County checkerbloom,9FED1843-58E5-4334-8FB7-ACA1B5F8B4A1,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077143,Bristly-fruited or Edgewood checkerbloom,E7F7CA2A-4E6F-4398-8CFB-E929C0072C82,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001286630,Southern checkerbloom,394FA120-45F4-4B0F-86AD-3DABBBC65E4D,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077953,Scadden Flat checkerbloom,9EC3EFB6-BBBB-46A8-87DE-3F31F9FD8601,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077144,Virgate or rose checkerbloom,A6EB84B1-56FF-461C-8A69-EAB292D183E5,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-4000035309,"[Generic name <i>Sida</i> and Latin <i>-astrum</i>, resembling]",37FF4B5B-9041-4A95-9B64-9E770F9AF9C3,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000505497,Cadillo liso,33D1FF98-3FD4-467A-AFF3-5E2590003321,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-4000035951,"Globemallow [Greek <i>sphaera</i>, sphere, and <i>alkea</i>, mallow, alluding to arrangement of mericarps in a spherical head]",BD6233DA-53C5-4FE7-BF8D-6CFDCEDE3FEB,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077145,Apricot mallow,35BEF2D8-6DBD-4E51-A002-92C6DC380E1E,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0000505409,Copper or narrow-leaved globemallow,EC36F812-F623-4A93-BB02-69D09565BB16,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
wfo-0001077150,Tufted globemallow,67EE502A-9A3C-4C0D-90EF-D31D44E9FE89,,,,,,,,,,,,,,2016-04-12,,,2016-04-12
