WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,rights,license
wfo-0000337494,<i>Aechmea blanchetiana</i> grows as an epiphyte on trees and shrubs in mangrove and fresh water wetlands as well as very wet coppices.,habitat,EN,Ethan Freid,,,2024-05-22,Ethan Freid,ref-0000337494.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000338850,"<i>Alpinia zerumbet</i> in Human Altered environments (yards, gardens, farms).",habitat,EN,Ethan Freid,,,2024-05-22,Ethan Freid,ref-0000338850.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000429969,"<i>Zamia furfuracea</i> grows Human Altered environments (yards, gardens, house plants).",habitat,EN,Ethan Freid,,,2024-05-22,Ethan Freid,ref-0000429969.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000528483,<i>Alternanthera brasiliana</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2024-05-22,Ethan Freid,ref-0000528483.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000528554,"<i>Alternanthera ficoidea</i> grows in Human Altered environments (yards, gardens and disturbed areas).",habitat,EN,Ethan Freid,,,2024-05-22,Ethan Freid,ref-0000528554.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000550425,"<i>Artocarpus altilis</i> grows in Human Altered environments (gardens, farms, yards.",habitat,EN,Ethan Freid,,,2024-05-22,Ethan Freid,ref-0000550425.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000551830,<i>Asclepias tuberosa</i> grows in Human Altered environments (yards and old fields especially those that remain wet).,habitat,EN,Ethan Freid,,,2024-05-22,Ethan Freid,ref-0000551830.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000555958,<i>triplex cristata</i> grows in saline areas along the coast or edges of Dunes and Mangrove flats.,habitat,EN,Ethan Freid,,,2024-05-22,Ethan Freid,ref-0000555958.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000754134,<i>Agave angustifolia<i> occurs Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2024-05-22,Ethan Freid,ref-0000754134.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000792931,<i>Adonidia merrillii</i> grows in Human Altered environments (yards and gardens) as well as Dry Broadleaf Evergreen Formations- Forests/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2024-05-22,Ethan Freid,ref-0000792931.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000823015,"<i>Anredera vesicaria</i> grows in Human Altered environments (farms, fields, disturbed areas).",habitat,EN,Ethan Freid,,,2024-05-22,Ethan Freid,ref-0000823015.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000850932,"<i>Arundo donax</i> grows in Human Altered environments (waste areas, abandoned fields, old farms) especially those that are wet at least part of the year.",habitat,EN,Ethan Freid,,,2024-05-22,Ethan Freid,ref-0000850932.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000943132,<i>Allamanda blanchetii</i> grows in Human Altered environments (yards and roadsides).,habitat,EN,Ethan Freid,,,2024-05-22,Ethan Freid,ref-0000943132.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000950668,<i>Acalypha hispida</i> grows Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2024-05-22,Ethan Freid,ref-0000950668.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000021604,"<i>Youngia japonica</i> grows in Human Altered environments (yards, gardens, fields, waste areas, roadsides).",habitat,EN,Ethan Freid,,,2024-05-23,Ethan Freid,ref-0000021604.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000173754,"<i>Acacia auriculiformis</i> grows in Human Altered environments (yards, abandoned fields, roadsides). It has escaped into Pine Woodlands.",habitat,EN,Ethan Freid,,,2024-05-23,Ethan Freid,ref-0000173754.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000178440,<i>Sesbania sericea</i> grows in wet low-lying areas and edges of salt/brackish ponds as well as in Human Altered environments.,habitat,EN,Ethan Freid,,,2024-05-23,Ethan Freid,ref-0000178440.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000179858,<i>Sesbania herbacea</i> grows in wet low-lying areas and edges of ponds in Human Altered environments.,habitat,EN,Ethan Freid,,,2024-05-23,Ethan Freid,ref-0000179858.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000182273,"<i>Vachellia farnesiana</i> grows in Human Altered environments (yards, abandoned fields, roadsides).  It has escaped into the edges of Pine Woodlands and Dry Broadleaf Evergreen Formations – Forests/Shrublands.",habitat,EN,Ethan Freid,,,2024-05-23,Ethan Freid,ref-0000182273.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000315010,"<i>Stachytarpheta urticifolia</i> grows in Human Altered environments (yards, gardens, abandoned areas).",habitat,EN,Ethan Freid,,,2024-05-23,Ethan Freid,ref-0000315010.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000316663,<i>Stenostomum lucidum</i> grows in Dry Broadleaf Evergreen Formation- Forest/Woodland/Shrubland/(coppice/scrublands).,habitat,EN,Ethan Freid,,,2024-05-23,Ethan Freid,ref-0000316663.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000326329,<i>Tolumnia bahamensis</i> grows in coastal Dry Broadleaf Evergreen Formation – Shrublands and Pine Woodlands.,habitat,EN,Ethan Freid,,,2024-05-23,Ethan Freid,ref-0000326329.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000415750,<i>Utricularia cornuta</i> grows in Fresh Water Wetlands.,habitat,EN,Ethan Freid,,,2024-05-23,Ethan Freid,ref-0000415750.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000433977,<i>Stenandrium droseroides</i> grows in Pine Woodlands in rocky open areas and in open areas of Dry Broadleaf Evergreen Formations – Forests/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2024-05-23,Ethan Freid,ref-0000433977.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000456304,"<i>Trichostigma octandrum</i> grows in Human Altered environments (yards, waste areas, abandoned fields).",habitat,EN,Ethan Freid,,,2024-05-23,Ethan Freid,ref-0000456304.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000502260,"<i>Stigmaphyllon ellipticum</i> grows in Human Altered environments (yards, gardens, abandoned areas).",habitat,EN,Ethan Freid,,,2024-05-23,Ethan Freid,ref-0000502260.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000779994,"<i>Tecomaria capensis</i> occurs in Human Altered environments (yards, gardens, abandoned fields and waste areas).",habitat,EN,Ethan Freid,,,2024-05-23,Ethan Freid,ref-0000779994.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001031795,"<i>Solanum torvum</i> grows in Human Altered environments (yards, gardens, farms).",habitat,EN,Ethan Freid,,,2024-05-23,Ethan Freid,ref-0001031795.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001251112,<i>Tradescantia zebrina</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2024-05-23,Ethan Freid,ref-0001251112.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001284776,"<i>Vachellia nilotica</i> grows in Human Altered environments (yards, abandoned fields, roadsides).  It has escaped into the edges of Pine Woodlands and Dry Broadleaf Evergreen Formations – Forests/Shrublands.",habitat,EN,Ethan Freid,,,2024-05-23,Ethan Freid,ref-0001284776.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000280069,<i>Polyscias guilfoylei</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2024-05-24,Ethan Freid,ref-0000280069.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000464211,<i>Russelia equisetiformis</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2024-05-24,Ethan Freid,ref-0000464211.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000473619,"<i>Pseudabutilon umbellatum</i> grows in Human Altered environments (yards, disturbed areas, old fields) and sandy areas.",habitat,EN,Ethan Freid,,,2024-05-24,Ethan Freid,ref-0000473619.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000486544,"<i>Plantago major</i> grows in Human Altered environments (yards, fields, disturbed areas, abandoned fields).",habitat,EN,Ethan Freid,,,2024-05-24,Ethan Freid,ref-0000486544.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000486603,"<i>Plantago lanceolata</i> grows in Human Altered environments (yards, fields, disturbed areas, abandoned fields, roadsides).",habitat,EN,Ethan Freid,,,2024-05-24,Ethan Freid,ref-0000486603.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000501039,"<i>Pontederia crassipes</i> grows in Human Altered environments (yards, gardens, ponds) but does escape into Fresh Water Wetlands.",habitat,EN,Ethan Freid,,,2024-05-24,Ethan Freid,ref-0000501039.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001109293,"<i>Pteris longifolia</i> grows on the walls of sink holes, rocky walls, and crevices.",habitat,EN,Ethan Freid,,,2024-05-24,Ethan Freid,ref-0001109293.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001356738,<i>Pseuderanthemum maculatum</i> grows in Human- Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2024-05-24,Ethan Freid,ref-0001356738.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001423901,"<i>Plectrocarpa arborea</i> grows in Human Altered environments (yards, gardens, arboretum).",habitat,EN,Ethan Freid,,,2024-05-24,Ethan Freid,ref-0001423901.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001425557,"<i>Pleopeltis marginata</I. grows as an epiphyte on trees, in sinkholes, in wet shady areas in Dry Broadleaf Evergreen Formation – Forests (coppice).",habitat,EN,Ethan Freid,,,2024-05-24,Ethan Freid,ref-0001425557.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000768270,<i>Furcraea hexapetala</i> grows in Human Altered environments (yards and gardens) in the Bahamas. In its native habitat it grows in a Dry Broadleaf Evergreen Formation – Shrublands.,habitat,EN,Ethan Freid,,,2025-09-26,Ethan Freid,ref-0000768270.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000164126,<i>Cassia javanica</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2025-09-30,Ethan Freid,ref-0000164126.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000615212,"<i>Colubrina asiatica</i> grows in Human Altered environments (yards, gardens, abandoned lots).",habitat,EN,Ethan Freid,,,2025-09-30,Ethan Freid,ref-0000615212.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000184288,"<i>Neltuma juliflora</i> grows in Human Altered environments (roadsides, yards) in the Lucayan Archipelago.  In its native habitat in occurs in Dry Broadleaf Evergreen Formations – Forests/Shrublands.",habitat,EN,Ethan Freid,,,2025-10-01,Ethan Freid,ref-0000184288.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000178454,<i>Chamaecrista caribaea</i> var. <i>lucayana</i> grows in Dry Broadleaf Evergreen Formation-Shrubland (scrublands) and Pine Woodlands.,habitat,EN,Ethan Freid,,,2026-01-16,Ethan Freid,ref-0000178454.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000379355,<i>Nama jamaicensis</i> grows in Human Altered environments.,habitat,EN,Ethan Freid,,,2026-01-17,Ethan Freid,ref-0000379355.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000682800,<i>Euploca procumbens</i> grows in open flats and low areas and depressions that are ephemeral Fresh Water Wetlands.,habitat,EN,Ethan Freid,,,2026-01-17,Ethan Freid,ref-0000682800.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001297200,"<i>Cuscuta campestris</i> grows on plants in <i>Sabal palmetto</i> Woodlands, and other types of ephemeral Fresh Water areas.",habitat,EN,Ethan Freid,,,2026-01-25,Ethan Freid,ref-0001297200.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000017704,"<i>Emilia sonchifolia</i> grows in Human Altered environments such as yards, roadsides and abandoned fields.",habitat,EN,Ethan Freid,,,2026-01-26,Ethan Freid,ref-0000017704.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000116399,"<i>Eupatorium capillifolium</i> grows in Pine Woodlands, coastal Dry Broadleaf Evergreen Formations – Shrublands and Human Altered environments.",habitat,EN,Ethan Freid,,,2026-01-26,Ethan Freid,ref-0000116399.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000373464,<i>Cyperus flavescens</i> grows in and around the edges of Fresh Water Wetlands.,habitat,EN,Ethan Freid,,,2026-01-26,Ethan Freid,ref-0000373464.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000747940,<i>Ipomoea nil</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2026-01-26,Ethan Freid,ref-0000747940.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001297241,<i>Evolvulus sericeus</i> grows in Pine Woodlands and <i>Sabal palmetto</i> Woodlands.,habitat,EN,Ethan Freid,,,2026-01-26,Ethan Freid,ref-0001297241.02,,
wfo-0001297260,<i>Ipomoea sagittata</i> grows in and around the edges salt flats and mangroves.,habitat,EN,Ethan Freid,,,2026-01-26,Ethan Freid,ref-0001297260.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000040173,"<i>Erechtites hieracifolia</i> grows in Human Altered environments such as yards, roadsides and abandoned fields.",habitat,EN,Ethan Freid,,,2026-01-27,Ethan Freid,ref-0000040173.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000671074,<i>Hypoxis wrightii</i> grows in wet areas of Pine Woodlands with flowers emerging after fires.,habitat,EN,Ethan Freid,,,2026-01-27,Ethan Freid,ref-0000671074.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000718525,<i>Heliotropium diffusum</i> grows in open rocky and sandy flats and Dry Broadleaf Evergreen Formation – Shrublands/Dwarf Shrublands.,habitat,EN,Ethan Freid,,,2026-01-28,Ethan Freid,ref-0000718525.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000718773,<i>Heliotropium nanum</i> grows in open flats and coastal sandy locations and along roadsides.,habitat,EN,Ethan Freid,,,2026-01-28,Ethan Freid,ref-0000718773.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000729281,"<i>Ilex cassine</i> grows in Pine Woodlands, <i>Sabal palmetto</i> Woodlands, and Dry Broadleaf Evergreen Formations – Woodland/Shrublands (Scrublands) often near wetlands.",habitat,EN,Ethan Freid,,,2026-01-28,Ethan Freid,ref-0000729281.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000865220,"<i>Echinochloa colona</i> grows in Human Altered environments (waste areas, abandoned fields, old farms) especially those that are wet at least part of the year.",habitat,EN,Ethan Freid,,,2026-01-28,Ethan Freid,ref-0000865220.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000865236,"<i>Echinochloa crus-galli</i> grows in Human Altered environments (waste areas, abandoned fields, old farms) especially those that are wet at least part of the year.",habitat,EN,Ethan Freid,,,2026-01-28,Ethan Freid,ref-0000865236.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001032983,<i>Ilex nitida</i> var. <i>repanda</i> grows in Pine Woodlands and Dry Broadleaf Evergreen Formations – Woodland/Shrublands (Scrublands) often near wetlands.,habitat,EN,Ethan Freid,,,2026-01-28,Ethan Freid,ref-0001032983.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001078442,<i>Ilex krugiana</i> grows in Pine Woodlands and Dry Broadleaf Evergreen Formations – Woodland/Shrublands (Scrublands) often near wetlands.,habitat,EN,Ethan Freid,,,2026-01-28,Ethan Freid,ref-0001078442.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000224450,<i>Lemna obscura</i> grows in Fresh Water Wetlands and in slow moving streams/rivers.,habitat,EN,Ethan Freid,,,2026-01-30,Ethan Freid,ref-0000224450.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000961297,<i>Euphorbia centunculoides</i> grows behind Dunes in sandy coastal areas.,habitat,EN,Ethan Freid,,,2026-01-30,Ethan Freid,ref-0000961297.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000964275,<i>Euphorbia pulcherrima</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2026-01-30,Ethan Freid,ref-0000964275.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000964288,<i>Euphorbia punicea</i> grows in Human Altered environments (yards and gardens) in the Bahamas.,habitat,EN,Ethan Freid,,,2026-01-30,Ethan Freid,ref-0000964288.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001102221,<i>Metastelma bahamense</i> grows in coastal Dry Broadleaf Evergreen Formations – Forests/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2026-01-30,Ethan Freid,ref-0001102221.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001102223,"<i>Metastelma blodgetti</i> grows near Fresh and Saltwater Wetlands as well as Dry Broadleaf Evergreen Formation – Shrublands, Pine Woodlands, Dunes Rocky Shores, and along roadsides.",habitat,EN,Ethan Freid,,,2026-01-30,Ethan Freid,ref-0001102223.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000402993,<i>Eleocharis bahamensis</i> grows in Fresh Water wetlands.,habitat,EN,Ethan Freid,,,2026-02-02,Ethan Freid,ref-0000402993.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-1200008287,<i>Myrcia chytraculia var. pauciflora</i> grows in Dry Broadleaf Evergreen Formation – Forest/Shrublands (coppice and scrublands). ,habitat,EN,Ethan Freid,,,2026-02-11,Ethan Freid,ref-1200008287.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000337770,<i>Aechmea mariae-reginae</i> grows terrestrially in the Bahamas in Human Altered environments (yards and gardens).  In its native habitat it is an epiphyte on trees and shrubs.,habitat,EN,Ethan Freid,,,2026-02-13,Ethan Freid,ref-0000337770.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000213330,<i>Bauhinia variegata</i> grows in Human Altered environments (yards and gardens) as well as edges of Pine Woodlands and Dry Broadleaf Evergreen Formations – Forests/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2026-02-16,Ethan Freid,ref-0000213330.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000557405,"<i>Averrhoa carambola</i> grows in Human Altered environments (yards, gardens, farms).",habitat,EN,Ethan Freid,,,2026-02-16,Ethan Freid,ref-0000557405.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000560242,"<i>Barleria cristata</i> grows in Human Altered environments (yards, gardens).",habitat,EN,Ethan Freid,,,2026-02-16,Ethan Freid,ref-0000560242.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000566873,"<i>Blighia sapida</i> grows in Human Altered environments (yards, gardens, farms).",habitat,EN,Ethan Freid,,,2026-02-16,Ethan Freid,ref-0000566873.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000774825,"<i>Barringtonia asiatica</i>  occurs in Human Altered environments (yard, gardens, and farms).",habitat,EN,Ethan Freid,,,2026-02-16,Ethan Freid,ref-0000774825.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000163802,<i>Cassia fistula</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0000163802.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000170496,<i>Desmodium glabrum</i>  grows in Human Altered environments (yards and abandoned fields) and the edges of Dry Broadleaf Evergreen Formations (coppice).,habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0000170496.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000172030,<i>Dalbergia ecastaphyllum</i> grows in Dry Broadleaf Evergreen Formations – Forests/Shrublands (coppice) near coastlines often near Dunes and Mangroves.,habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0000172030.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000173553,"<i>Calliandra haematocephala</i> grows in Human Altered environments such as yards, gardens, road side planting, etc.",habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0000173553.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000176313,<i>Caesalpinia reticulata</i>  grows in Dry Broadleaf Evergreen Formations – Shrublands and Pine Woodlands.,habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0000176313.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000210927,"<i>Crotalaria spectabilis</i>  grows in Human Altered environments (old fields, yards roadsides) and along the edges of Pine Woodlands.",habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0000210927.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000210930,"<i>Crotalaria retusa</i> grows in Human Altered environments (old fields, yards roadsides).",habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0000210930.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000389411,"<i>Dioscorea bulbifera</i> grows in Human Altered environments (farms, waste areas, abandoned fields).",habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0000389411.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000584001,"<i>Cannabis sativa</i> grows in Human Altered environments (yards, gardens) and in remote areas.",habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0000584001.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000590675,"<i>Casuarina glauca</i> grows in Human Altered Environments including yards, roadsides and cleared fields.",habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0000590675.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000606737,<i>Cissus quadrangularis</i>  grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0000606737.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000611317,"<i>Cleome gynandra</i> grows in Human Altered environments (yards, gardens, abandoned fields, nurseries).",habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0000611317.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000626342,<i>Crossandra infundibuliformis</i> grows in Human- Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0000626342.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000764243,"<i>Cordyline fruticosa</i> grows in Human Altered environments (gardens, yards).",habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0000764243.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000765906,"<i>Dracaena reflexa</i> grows in Human Altered environments (gardens, yards)",habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0000765906.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000767775,<i>Callicarpa americana</i> grows in Dry Broadleaf Evergreen Shrublands (coppice/scrublands) as well as Pine Woodlands.,habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0000767775.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000880458,"<i>Clerodendrum chinense</i> grows in Human Altered environments (yards, gardens, disturbed/cleared areas).",habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0000880458.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001019746,<i>Brugmansia x. candida</i>  grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0001019746.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001020453,<i>Cestrum diurnum</i> grows in Human Altered environments (yards and gardens) but is known to have escaped cultivation into disturbed areas and roadsides.,habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0001020453.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001020728,<i>Cestrum nocturnum</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0001020728.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001424432,"<i>Distimake tuberosus</i> grows in Human Altered environments (roadsides, abandoned fields, waste areas).",habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0001424432.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001424455,"<i>Distimake quinquefolius</i> grows in Human Altered environments (roadsides, abandoned fields, waste areas).",habitat,EN,Ethan Freid,,,2026-02-17,Ethan Freid,ref-0001424455.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000665043,<i>Elaeodendron xylocarpum</i>  grows in Dry Broadleaf Evergreen Formations – Woodland/Shrublands (Scrublands) often near wetlands.,habitat,EN,Ethan Freid,,,2026-02-18,Ethan Freid,ref-0000665043.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000680076,"<i>Erythroxylum reticulatum</i> grows primarily as an understory species in Dry Broadleaf Evergreen Formation-Forests/Shrublands (coppice), Pine Woodlands, and near Fresh Water Wetlands.",habitat,EN,Ethan Freid,,,2026-02-18,Ethan Freid,ref-0000680076.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000687276,<i>Ficus americana</i>  grows in Dry Broadleaf Evergreen Formations – Forests/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2026-02-18,Ethan Freid,ref-0000687276.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000689922,"<i>Ficus pumila</i> grows on walls in Human Altered environments (yards, gardens, homes).",habitat,EN,Ethan Freid,,,2026-02-18,Ethan Freid,ref-0000689922.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000690026,"<i>Ficus religiosa</i> grows in Human Altered environments (yards, gardens, inside homes).",habitat,EN,Ethan Freid,,,2026-02-18,Ethan Freid,ref-0000690026.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000710677,<i>Guaiacum officinale</i> grows in limestone based Dry Broadleaf Evergreen Formations in both coastal and interior habitats.,habitat,EN,Ethan Freid,,,2026-02-18,Ethan Freid,ref-0000710677.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000723020,<i>Hibiscus sabdariffa</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2026-02-18,Ethan Freid,ref-0000723020.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000726617,"<i>Hydrocotyle umbellata</i> grows in wet Human Altered environments (waste areas, yards, seeps, roadsides).",habitat,EN,Ethan Freid,,,2026-02-18,Ethan Freid,ref-0000726617.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000925655,"<i>Flacourtia indica</i> grows in Human Altered environments (yards, gardens. farms).",habitat,EN,Ethan Freid,,,2026-02-18,Ethan Freid,ref-0000925655.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000963015,"<i>Euphorbia leucocephala</i> grows in Human Altered environments (yards, gardens abandoned fields, nurseries).",habitat,EN,Ethan Freid,,,2026-02-18,Ethan Freid,ref-0000963015.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000963364,<i>Euphorbia milii</i>  grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2026-02-18,Ethan Freid,ref-0000963364.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001067827,"<i>Hydrocotyle hirsuta</i> grows in Human Altered environments (waste areas, lawns, seeps, roadsides).",habitat,EN,Ethan Freid,,,2026-02-18,Ethan Freid,ref-0001067827.02,Leon Levy Native Plant Preserve.,All rights Preserved
