WFO_ID,Vernacular,Devnagari,Transliteration,ScientificName,NamepublishedIn,rights,license,bibliographicCitation,compiler
wfo-0000639977,"निर्मसी, निरबिषी  (Nirmasi, Nirbisi)","निर्मसी, निरबिषी ","Nirmasi, Nirbisi",Delphinium denudatum Wall. ex Hook.f. & Thomson,Fl. Brit. India 1: 49. 1855.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000640138,मुडुलो  (Mudulo),मुडुलो ,Mudulo,Delphinium grandiflorum L.,Sp. Pl. 1: 531. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000640192,अतिस  (Atis),अतिस ,Atis,Delphinium himalayae Munz,J. Arnold Arbor. 49: 145. 1968.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000640244,छारकाँग  (Chharkang: Tibetan),छारकाँग ,Chharkang: Tibetan,Delphinium kamaonense Huth,Bull. Herb. Boissier 1(6): 333. 1893.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000640689,"बिख, विषादी घाँस  (Bikh, Bishadi ghans)","बिख, विषादी घाँस ","Bikh, Bishadi ghans",Delphinium scabriflorum D.Don,Mem. Wern. Nat. Hist. Soc. 3: 412. 1821.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000640895,मौरे मुलो  (Maure mulo),मौरे मुलो ,Maure mulo,Delphinium vestitum Wall. ex Royle,Ill. Bot. Himal. Mts. 55. 1834.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001423611,"कङ्ग्राते, हात्ती पाइले  (Kangrate, Hatti paile)","कङ्ग्राते, हात्ती पाइले ","Kangrate, Hatti paile",Eriocapitella rivularis (Buch.-Ham. ex DC.) Christenh. & Byng,Global Fl. 4: 75. 2018. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000674278,"कपतासे, मौरे मुलो  (Kaptase, Maure mulo)","कपतासे, मौरे मुलो ","Kaptase, Maure mulo",Eriocapitella vitifolia (Buch.-Ham. ex DC.) Nakai,J. Jap. Bot. 17: 269. 1941. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001129905,युमो देउ जिन  (Yumo deu jin: Amchi),युमो देउ जिन ,Yumo deu jin: Amchi,Paraquilegia microphylla (Royle) J.R.Drumm. & Hutch.,Bull. Misc. Inform. Kew 1920(5): 157. 1920.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000461572,चु(रुक्पा  (Chu-rukpa: Amchi),चु(रुक्पा ,Chu-rukpa: Amchi,Ranunculus brotherusii Freyn,Bull. Herb. Boissier 6: 885. 1898.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1200030243,"ब्रिमोर म्हेन्दो, नक्कोरे झार  (Brimor mhendo, Nakkore jhar)","ब्रिमोर म्हेन्दो, नक्कोरे झार ","Brimor mhendo, Nakkore jhar",Ranunculus diffusus DC.,Prodr. 1: 38. 1824. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001233612,तिते पूmल  (Tite phool),तिते पूmल ,Tite phool,Ranunculus hirtellus Royle ,Ill. Bot. Himal. Mts. 53. 1834.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000463300,नक्कोरे  (Nakkore),नक्कोरे ,Nakkore,Ranunculus sceleratus L.,Sp. Pl. 1: 551. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001130479,दाम्पाते  (Dampate),दाम्पाते ,Dampate,Thalictrum chelidonii DC.,Prodr. 1: 11. 1824. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001129326,नगोतिन चागक्युृ  (Nagotin chagkyu: Tibetan),नगोतिन चागक्युृ ,Nagotin chagkyu: Tibetan,Thalictrum cultratum Wall.,Pl. Asiat. Rar. 2: 26. 1831.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001130468,च्याकसेप  (Chyaksep: Tibetan),च्याकसेप ,Chyaksep: Tibetan,Thalictrum elegans Wall. ex Royle,Ill. Bot. Himal. Mts. 51. 1834.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000454083,नगोतिन  (Nagotin: Tibetan),नगोतिन ,Nagotin: Tibetan,Thalictrum foetidum L.,Sp. Pl. 1: 545. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000454082,दाम्पाते  (Dampate),दाम्पाते ,Dampate,Thalictrum foliolosum DC.,Syst. Nat. 1: 175. 1817.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001129571,गुह्य पाती  (Guhya pati),गुह्य पाती ,Guhya pati,Thalictrum javanicum Blume,Bijdr. Fl. Ned. Ind. 1: 2. 1825.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001133395,कोदे खबदे  (Kode khabade),कोदे खबदे ,Kode khabade,Meliosma dilleniifolia (Wall. ex Wight & Arn.) Walp.,Repert. Bot. Syst. 1: 423. 1842. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001133418,कोदे खबदे  (Kode khabade),कोदे खबदे ,Kode khabade,Meliosma simplicifolia (Roxb.) Walp.,Repert. Bot. Syst. 1: 423. 1842. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000382378,रातो कमल  (Rato kamal),रातो कमल ,Rato kamal,Nelumbo nucifera Gaertn.,Fruct. Sem. Pl. 1: 73. 1788.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001107159,बाँदरे  (Bandare),बाँदरे ,Bandare,Helicia nilagirica Bedd.,"Madras J. Lit. Sci., ser. 3, 1: 56. 1864. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000733924,"फितिफिया, पतापे  (Fitiphiya, Patape: Tamang)","फितिफिया, पतापे ","Fitiphiya, Patape: Tamang",Sarcococca coriacea Sweet,Hort. Brit. 491. 1826.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000733925,"चिल्ले काठ, तेलपारो  (Chille kath, Telparo)","चिल्ले काठ, तेलपारो ","Chille kath, Telparo",Sarcococca hookeriana Baill.,Monogr. Buxac. 53. 1859.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000733930,फितिफिया  (Fitiphiya),फितिफिया ,Fitiphiya,Sarcococca saligna Müll.Arg.,Prodr. 16(1): 11. 1869.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000647564,"पाँच फल, राम फल  (Panch phal, Ram phal)","पाँच फल, राम फल ","Panch phal, Ram phal",Dillenia indica L.,Sp. Pl. 1: 535. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000647615,"टाटरी, राम फल  (Tatari, Ram phal)","टाटरी, राम फल ","Tatari, Ram phal",Dillenia pentagyna Roxb.,"Pl. Coromandel 1(1): 21, t. 20. 1795.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000480544,"चन्द्र, सुँगुरे औँले  (Chandra, Sungure aunle)","चन्द्र, सुँगुरे औँले ","Chandra, Sungure aunle",Paeonia emodi Wall. ex Royle,Ill. Bot. Himal. Mts. 57. 1834.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000684361,पिप्ली  (Pipli),पिप्ली ,Pipli,Exbucklandia populnea (R.Br. ex Griff.) R.W.Br.,J. Wash. Acad. Sci. 36: 348. 1946. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001044227,"रकचन, चन्दर  (Rakchan, Chandar)","रकचन, चन्दर ","Rakchan, Chandar",Daphniphyllum himalense (Benth.) Müll.Arg.,Prodr. 16(1): 4. 1869. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001234082,मसिनो किम्बु  (Masino kimbu),मसिनो किम्बु ,Masino kimbu,Ribes alpestre Wall. ex Decne.,"Voy. Inde 4(1): 64, pl. 75. 1841.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001136482,"काँटा दाख, खमार  (Kanta dakh, Khamar)","काँटा दाख, खमार ","Kanta dakh, Khamar",Ribes himalense Royle ex Decne.,"Voy. Inde 4(Bot.): 66, pl. 77. 1844.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001228160,"टाँफु, केम्बु  (Tanfu, Kembu)","टाँफु, केम्बु ","Tanfu, Kembu",Ribes glaciale Wall. ex Roxb.,Fl. Ind. 2: 513. 1824. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001136482,"काँटा दाख, खमार  (Kanta dakh, Khamar)","काँटा दाख, खमार ","Kanta dakh, Khamar",Ribes himalense Royle ex Decne.,"Voy. Inde 4(Bot.): 66, pl. 77. 1844.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000405122,टोन मालु  (Ton malu: Gurung),टोन मालु ,Ton malu: Gurung,Ribes orientale Desf.,Hist. Arbr. France 2: 88. 1809.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001234140,टाँफु  (Tanfu),टाँफु ,Tanfu,Ribes takare D.Don ,Prod. Fl. Nepal.: 208. 1825,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000552878,"बुढो ओखती, ठूलो औषधी  (Budho okhati, Thulo ausadhi)","बुढो ओखती, ठूलो औषधी ","Budho okhati, Thulo ausadhi",Astilbe rivularis Buch.-Ham. ex D.Don,Prodr. Fl. Nepal. 211. 1825. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000564222,पाखानवेद  (Pakhanved),पाखानवेद ,Pakhanved,Bergenia ciliata (Haw.) Sternb.,Revis. Saxifrag. Suppl. 2: 2. 1831.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000564245,सिम्ताडी  (Simtadi),सिम्ताडी ,Simtadi,Bergenia pacumbis (Buch.-Ham. ex D.Don) C.Y.Wu & J.T.Pan,Acta Phytotax. Sin. 26(2): 126. 1988. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000564246,लि–गा–दुर  (Li-ga-dur: Tibetan),लि–गा–दुर ,Li-ga-dur: Tibetan,Bergenia purpurascens (Hook.f. & Thomson) Engl.,Bot. Zeitung (Berlin) 26: 841. 1868. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000603926,याकिमा  (Yakima: Tibetan),याकिमा ,Yakima: Tibetan,Chrysosplenium carnosum Hook.f. & Thomson,"J. Proc. Linn. Soc., Bot. 2: 73. 1857. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
