Wfo,General
wfo-0001029152,"Solanum lucens is probably related to S. falconense from the Sierra San Luis in the state of Falcón, Venezuela. Characters shared between the two species are discussed with the latter. Solanum lucens is easily distinguished from S. falconense by its glabrous leaves and pale green berries borne on erect pedicels. The fragrance of the flowers of S. lucens (citronella fide Tillett et al. 761-25) is unusual in the section. The flowers of S. lucens seem to open synchronously, with an entire branch or plant being in bud, flower, or fruit at the same time, a character shared with S. gratum and S. plowmanii. "
wfo-0001027384,"Solanum daphnophyllum is an anomalous species in the S. nudum species group. It is probably most closely related to S. restingae of coastal Bahia, Brazil. Solanum daphnophyllum is unusual in section Geminata in growing in dry, deciduous semi-tropical forest. It is common where it occurs (Nee, pers. comm.). Peruvian material from around Macchu Picchu with more elongate infloresences with more widely spaced pedicel scars cited by Knapp (2002) as S. daphnophyllum is now recognized as S. sumacaspi S. Knapp (Knapp, 2005). The inflorescence in Solanum daphnophyllum is not strictly leaf-opposed as is the case in most species of section Geminata. The inflorescences appear to be short shoots that are borne terminally (as all inflorescences in Solanum), but are later overtopped by the continued growth of axillary shoots, thus they are lateral in flower and fruit, but not always (see S. sessile group for a similar situation)."
wfo-0001030882,"Solanum roblense is very similar in appearance and is probably closely related to S. ramonense, another montane Costa Rican species. Solanum roblense is easily distinguished from S. ramonense by its larger flowers, longer, thinner anthers with a terminal thickened portion, and by its narrower leaves. The calyx of S. roblense is truncate in bud, in flower the lobes become short deltoid, and in fruit are woody and accrescent, while the calyx lobes of S. ramonense are long-triangular in bud and flower, and shrivel and break off in fruit."
wfo-0001029938,"Solanum nitidum is a common component of high elevation areas in Peru and Bolivia, and it is also commonly grown in household gardens for its medicinal properties. It is most closely related to S. muenscheri of Guatemala and S Mexico, differing from that species in its red berries and its Andean distribution. Pubescence is quite variable in S. nitidum, but many intermediates exist and there appears to be no geographical component to the variation. Broad repand leaves are found in young plants of S. nitidum, and leaf shape is quite variable across the species range. Polymorphism for flower colour exists in S. nitidum, with some populations consisting of only plants with white flowers, while others are of mixed white and purple flowered plants. White-flowered plants are much rarer than those with purple flowers. This colour polymorphism is common in the spiny solanums and does occur throughout the genus. "
wfo-0001026440,"Solanum axillifolium most closely resembles S. atitlanum, both species having dendritic-echinoid hairs, axillary leaves and thin-textured calyces which enclose the corollas until anthesis. It is distinguished from that species by its more conspicuous axillary leaves on mature plants, large, white corollas, longer anthers and greenish-yellow tomentum on young stems."
wfo-0001030093,"Solanum oppositifolium is most closely related to S. confertiseriatum of western Ecuador and Peru (see Knapp, 1991b). It differs from that species however in its Amazonian distribution, smaller leaves and inflorescences, and in its probably andromonoecious (rather than dioecious) breeding system. These sister taxa may have speciated allopatrically (Knapp, 1991b). Solanum oppositifolium is a widespread and variable species, and the following are some its more well marked geographical races. 1) Plants from central and southern Peru and adjacent Brazil have simple inflorescences and pubescent berries. The leaf undersides of plants from these populations dry a pale, golden brown. Ruiz and Pavón's type specimen of Solanum oppositifolium came from among these populations. 2) In the inundated forests of the Amazon basin, plants often have long, branched inflorescences, glabrous berries, and usually leathery, larger leaves. This race has been called Solanum schizopodium (an adult plant) and S. viliflorum (a tiny plant with its first inflorescence). Vásquez (1997) misidentified Iquitos plants of this race as S. confertiseriatum, which only occurs on the western slopes of the Andes. 3) A higher elevation, isolated race on the slopes of the Guyana sandstone plateau has simple inflorescences, glabrous berries, and usually leathery leaves. This form is relatively limited in distribution and has been called Solanum puberuloba.  Many other forms more local in distribution could be described. It would be counterproductive to provide formal names for this mosaic of variation, as even these well marked geographic races are not easily delimitable entities. Specimens exist that bridge all the gaps and a complex pattern of variation exists in which several geographical norms appear."
wfo-0001029552,"Solanum microleprodes is closely related to S. xanthophaeum and S. malletii, both of the Amazonian slopes. It shares with those species a dense indument of branched trichomes and swollen calyx tube base in fruit. The trichomes of S. microleprodes are tree-like or echinoid, with short, congested branches, while those of the two South American species are loosely dendritic. D'Arcy's var. felicis from Chiriquí province has more loosely branched trichomes than material from Darien and Colombia, but specimens from Herrera and Veraguas are intermediate in this character."
wfo-0001028339,"Solanum heleonastes is closely related to S. robustifrons of eastern Peru and adjacent Brazil, differing from that species in its longer calyx lobes, smaller leaves, and generally more pubescent young stems and leaves. Solanum heleonastes is usually a small tree (but occasionally a shrub), and S. robustifrons is a small shrub or treelet growing in the understory of dense forest at middle elevations. Solanum heleonastes is one of the few species of Solanum section Geminata growing in swamp forest and is apparently quite common in areas where it is found."
wfo-0001027248,"Solanum cornifolium is morphologically quite similar to S. laevigatum (S. arboreum species group), also of Colombia, but differs from it in its non-barbate vein axils and denser, more greyish pubescence. The berry pubescence polymorphism is present at both local and regional scales, with specimens not clearly dividing into regional sets. "
wfo-0001031684,"Solanum tenuiflagellatum is most closely related to Solanum leptorhachis of western Ecuador, sharing with that species an extremely elongate inflorescence, flowers with the petals held planar at anthesis, and pedicels that in fruit are nearly four times their length at anthesis. Solanum tenuiflagellatum is easily distinguished from S. leptorhachis by its much longer inflorescences, copious leaf pubescence, acuminate calyx lobes which are recurved at anthesis, and greenish flowers. The inflorescences of S. tenuiflagellatum are the longest in the S. confine species group, and also in the section. They are thread-like and often become tangled in the leaves of the branches below them. Solanum tenuiflagellatum has only been collected a few times despite its striking inflorescence morphology. Where it does occur, often several plants are found in the area, but it seems to have a rather patchy distribution over its geographical range."
wfo-0001031225,"Solanum sieberi is most closely related to S. imberbe of Panama, coastal Colombia, and Venezuela, but differs from that species in its elliptic, geminate leaves, flowers with the petals strongly reflexed at anthesis, and its fruiting pedicels with a conspicuous rhomboidal swelling at the apex. Solanum sieberi is polymorphic for the prescence of uniseriate trichomes, which if present, are on all parts of the plant. This is reflected in the large number of names given to this species by Pittier (many of which are only on herbarium annotation labels); most of these ""taxa"" are merely pubescence variations. Populations of the species from adjacent areas differ in only this character, and I do not consider this a particularly informative character in this species. The flowers of S. sieberi have a sweet scent, and the plants flower profusely, attracting a number of small generalist bees (see Table IX in Knapp, 2002). The habitat of S. sieberi is most commonly near seeps and other wet places in otherwise rather dry habitats. In Parque Nacional Morrocoy, Venezuela, the plants grew at the edges of roads in ditches of standing water and at the edges of mangrove swamps, beyond the reach of salt water. "
wfo-0001030661,"Solanum pubigerum is extremely similar to S. aligerum, with which it broadly overlaps in central Mexico and Central America. The two species can be very difficult to distinguish, but S. pubigerum has simple trichomes all along the midrib, rather than dendritic trichomes concentrated in the veins axils or over the entire lamina. Flowers are smaller in S. pubigerum with the calyx lobes deltate rather than quadrate (this can be difficult to see), and the berries of S. pubigerum are also smaller and usually red when ripe (although label data conflict on this point, so some variation may exist). The leaves of S. pubigerum are in general broader than those of S. aligerum, but not consistently so, and although leaf size in both these species is quite variable, specimens of S. pubigerum have been collected with very small or very large leaves, probably due to habitat conditions. The stems of S. pubigerum are never winged from the decurrent leaf bases, but those of S. aligerum are often prominently winged, with the wings persisting in quite old stems. In general the two species appear to not occupy the same forest types where their ranges overlap. "
wfo-0001026357,"Solanum asperum is a lowland species of northern and eastern coastal South America, sporadically ranging into lowland areas of Central America. It can be distinguished by its persistent ferruginous pubescence of porrect-stellate and multangulate, short-stalked hairs with fewer than 12 lateral rays and its pubescent ovary and lower style. The leaves of herbarium specimens are generally rough to the touch on the upper surfaces. "
wfo-0001031401,"Solanum stenophyllum is one of the most easily recognised members of the Solanum nitidum species group, with its strongly discolorous leaves that are bright yellow beneath. It is most closely related to S. cutervanum and S. ruizii, differing from those species in its winged stems and glabrous styles. In N central Ecuador, near Quito, populations of S. stenophyllum often have white flowers and occasionally pubescent styles. The leaf pubescence of these plants also appears a brighter shade of yellow when dry than that of other populations. This geographical variant has been called S. neriifolium Bitter. These plants are otherwise identical to the rest of the species range, so these populations are not accorded species status. A few collections of S. stenophyllum are nearly glabrous and superficially similar to S. imbaburense. These plants, however, always have at least some echinoid trichomes and appear to be rare regional variants."
wfo-0001030445,"Solanum placitum is distinguished by its large leaves with acuminate apices; leaves below with ferruginous tomentum along the veins, thus making the venation noticeably prominent; long flowering pedicels; large flower buds; and long styles. There are several specimens of Solanum placitum that are somewhat problematical and are difficult to separate from the Bolivian species S. conglobatum. Further, S. fulgens (from central Peru) has been considered a synonym of S. placitum (Nee, 1999). The former is known only from the type collection, which limits understanding of the relationship between the two species. Further collecting and analysis of specimens from western Amazonia may lead to modifications of species boundaries within sect. Brevantherum."
wfo-0001031881,"Solanum triste is related to S. turgidum of higher elevations on the Paria peninsula (Sucre, Venezuela), from which it differs in its white flowers, pubescent leaves, longer fruiting pedicels, and second growth habitat (see Knapp, 1991b). Solanum triste is a rank second growth weed, and grows in large stands at the edges of pastures. The leaves are quite foetid smelling, and this characteristic is reflected in the common name of this plant in Venezuela. Near Cumanacoa, Venezuela, the leaves of S. triste are fed upon by the larvae of the ithomiine butterfly Pteronymia latilla (see Table XI in Knapp, 2002). These caterpillars were quite common where I collected them, and defoliated plants of S. triste. "
wfo-0001030624,"Solanum pseudoquina has long been known as S. inaequale Vell., but the epithet pseudoquina has priority (see above and Carauta, 1973 for dates of publication of Florae fluminensis). Solanum pseudoquina is closely related to a rare species of southeastern Brazil, S. reitzii, with which it shares dimorphic anthers with small, round pores. This character state is found only in these two species. Solanum pseudoquina is easily distinguished from S. reitzii by its larger flowers, glabrous stems, leaves with pubescence only in the axils of the main lateral veins beneath, and the pale yellow venation of dry material. Solanum pseudoquina is common in southeastern Brazil. It grows to be a large treelet and is often locally common where it occurs. In São Paulo, St. Hilaire reported the use of the bark of Solanum pseudoquina as a febrifuge, hence the specific epithet. A chemical extract of the bark revealed a high percentage of a bitter substance (""principe amer de nature purement végétale..1/12""), which was not further analyzed (St. Hilaire, 1825). Two other species of the S. nudum species group (S. nudum in Colombia and S. spirale in Laos) are also reported to be used as febrifuges. Chemical analyses may reveal characters to further support the unity of this difficult group. "
wfo-0001030914,"In the cladogram of the sessile species group, Solanum rovirosanum is part of a trichotomy in the oppositifolium subclade (Knapp, 1991b). Solanum rovirosanum itself has no automorphies suggesting it is close to the stem. Species such as this have been hypothesized as ancestral species in some groups (see Kitching et al., 1998), but are more commonly refered to as stem species (Forey, 1992) or have recently been termed plesiospecies (Olmstead, 1995). Fruit pubescence varies geographically in Solanum rovirosanum, with populations from Mexico and Guatemala having pubescent ovaries and berries, and populations from Costa Rica and Panama having glabrous ovaries and berries. The significance of this character is not yet understood. The same type of polymorphism occurs in S. sessile of the Amazon basin. Material with glabrous berries has been called S. brenesii. The two races are otherwise not different from one another. The more easterly populations (i.e. Costa Rica, Panama and Colombia) of S. rovirosanum may be specifically distinct, but further field study is necessary, particularly in the northern part of the species range. In Costa Rica, Solanum rovirosanum grows in both primary and secondary forest, and the two forms are quite different morphologically and are often identified as different species. The primary forest plants, growing under closed canopy, have large, obovate leaves, and often have simple inflorescences. Those plants from pasture edges have smaller, often elliptic, rather coriaceous leaves, and larger, usually branched inflorescences. These differences are striking at first glance, but upon closer examination, the two forms are obviously the same species. Forest and secondary growth plants are visited by different bees, and bloom at different times in the site where I studied them (Monteverde, see Knapp 1986a). Secondary growth plants are visited primarily by Melipona spp., and forest plants by bumble bees (see Table IX in Knapp, 2002). The peaks of flowering time differ for the two forms, but the populations studied were at the extremes of an elevation and aridity gradient, so this is perhaps not surprising. Plants between the two study populations are perhaps in bloom in the intervening interval, thus maintaining gene flow in this species; however the situation may merit closer investigation."
wfo-0001030004,"Solanum oblongifolium is a very common shrub at middle to high elevations and usually grows in open places along roadsides or pastures. It is most closely related to S. venosum, with which it is sympatric in at least part of its range. Solanum oblongifolium differs from S. venosum in its transparent trichomes which are always dendritic, never tree-like as are those of the stems of S. venosum. The flowers of S. oblongifolium are borne in very large inflorescences, however these are often not collected as they are difficult to press. The petals are quite waxy and the flowers have a sweet fragrance, unusual in the section (but see S. validinervium in the amblophyllum group and S. corumbense in the leucocarpon group). Leaf base morphology varies considerably throughout the range of Solanum oblongifolium and has no obvious geographical component. Leaves vary from petiolate with the petioles to 3 cm long to sessile with the leaf bases somewhat auriculate. In these latter plants, the leaf base has been termed ""crotaloid"", because when dry it resembles a rattlesnake's tail (see S. crotalobasis Bitter, a synonym of S. maturecalvans Bitter of the nigricans group, named for its similar leaf bases). Plants from northern Peru are generally larger than those from the rest of the species range. They have been called var. soukupii Macbride. Some hybridization may occur between Solanum hypaleurotrichum and S. oblongifolium in Ecuador. Specimens of this type are listed with S. hypaleurotrichum (see above) and are generally closer to S. hypaleurotrichum in overall morphology than to S. oblongifolium, but possess abaxial leaf surface trichomes that are intermediate between the two species. "
wfo-0001026230,"Solanum anisophyllum is related to S. arboreum, and differs from it in its long-acuminate calyx lobes and smaller flowers. The long-acuminate calyx lobes are superficially similar to those of S. tanysepalum from montane coastal Venezuela. The two species are not closely related within the group and can be easily distinguished by other characters. Solanum anisophyllum has elongate inflorescences with small flowers and closely spaced pedicel scars and orbiculate minor leaves, whereas S. tanysepalum has sessile inflorescences with larger, fleshy flowers and elliptic minor leaves. Solanum anisophyllum is a shrub of primary forest and is a sparse species (Rabinowitz, 1981) with few individuals in any given population. I have selected the specimen at G as the lectotype of S. anisophyllum as the Morton photograph (see above) of it is widely distributed and it was one of two (the other at AWH) cited in the original description."
wfo-0001030007,"Solanum oblongum is closely related to S. lindenii of Peru and Bolivia, but differs from that species in its pubescent ovaries, longer, thinner trichomes, and in its pubescent calyces and inflorescences. Solanum oblongum, although locally common where I have collected it, has not been collected very often. It is apparently of relatively restricted distribution in central Peru along small streams and rivers at middle elevations."
wfo-0001030048,"Solanum ochrophyllum is one of the most distinctive species of section Geminata with its bicolored leaves and closely and densely matted pubescence on the abaxial leaf surfaces. Plants are quite similar to those of S. maturecalvans, but the density of trichomes on the lower leaf surfaces and the non-geminate sympodia are clear differentiating features. "
wfo-0001027627,"Solanum dolichosepalum can be recognized easily by its velvety, ovate acuminate leaves; its generally small, short pedunculate inflorescences; the caudate calyx lobes; and the stelliform to pentagonal stelliform, lavender corollas. It appears to be related to S. ovalifolium, with which it shares much of its range. The latter species has less velvety vestiture, larger inflorescences, relatively slender pedicels, and less prominent calyx lobes. The calyx lobes of S. rudepannum sometimes are long and almost caudate like those of S. dolichosepalum, but the corollas of S. rudepannum are always white and the inflorescence is larger. "
wfo-0001030943,"Solanum ruizii is certainly one of the most spectacular members of the Solanum nitidum species group with its large, deep purple flowers. All of the specimens of this species characterize it as being very showy. Label data on Woytkowski 147 (F) state that S. ruizii is ‘very common up to 3600 m.a.s level. Sometimes, growing in open places, attains considerable height and forms trees’. Solanum ruizii has not been collected since the early part of the 20th century, but large-scale habitat destruction probably accounts for this. Collections of this species come from slightly drier areas than typical ‘ceja de la montaña’ vegetation in which other members of this group occur. These drier areas are characterized by extensive expanses of high elevation grassland or ‘pajonal’. Solanum ruizii can be distinguished from its closest relative S. cutervanum by flower size and by the number of seeds in the berries (ca. 30 versus only 7-8 in S. cutervanum). Mature fruits of S. ruizii are not known."
wfo-1000031017,"According to its morphology, S. bohsii is a member of the Solanum sessile species group (sensu Knapp 1991; 2002b) with difoliate and geminate sympodial units, large leaves and large branched inflorescences and ovoid-reniform seeds. It is easily distinguished from the other species in the group by its large leaves up to 45  cm long and the secondary veins strongly parallel in mature leaves. Solanum bohsii is morphologically similar to S. chlamydogynum from Venezuela with which it shares the winged stems, the fleshy large flowers with cucullate lobes and the presence of trichomes in both leaf surfaces. However, trichomes of S. bohsii are simple or, at most, furcate, translucent and less abundant compared to S. chlamydogynum which has dendritic ochraceous trichomes. Furthermore, inflorescence peduncles are less pubescent in S. bohsii, while densely pubescent with ochraceous trichomes in S. chlamydogynum. Solanum bohsii has distinctive mature fruits in dry material with a network-like pericarp, resembling the venation of leaves. From the other species in the Solanum sessile species group, it is easily recognised either by the pubescence, the winged stems, the large leaves or the large flowers with cucullate lobes (see Knapp 1991; 2002b)"
wfo-0001027834,"Solanum erianthum is an extremely common felty white shrub, occurring in disturbed areas worldwide and could be characterised as an invasive species. The leaves are strongly foetid smelling, and the fruits are held high above the leaves. They are most likely distributed by bats. The corollas are usually white with lobes having greenish midveins but are reportedly yellow or yellowish orange on some specimens from China. Solanum erianthum is native in Central America and the Caribbean but is widely introduced and naturalised in tropical and subtropical areas around the world. Solanum erianthum is very similar morphologically to S. hazenii (with which it occurs sympatrically in its native range) but differs from that species in its bud bases that are not markedly swollen and in its tomentose ovary (and berry). It differs from S. umbellatum, with which it is also sympatric, in its echinoid or dendritic-echinoid trichomes, S. umbellatum has porrect stellate trichomes that are often long-stalked and in general has a more floccose appearance, especially on the new growth. Solanum erianthum is one of two widely distributed and often invasive species of the Brevantherum group, the other is S. mauritianum, which differs from S. erianthum in its orbicular buds, and velutinous or lanate pubescence of long-stalked trichomes. Solanum mauritianum usually also has numerous small, axillary leaves and uniformly purple corollas or purple corollas with a broad white midvein stripe, but not always.
"
wfo-0001028502,"Solanum hypaleurotrichum can be difficult to distinguish from S. oblongifolium and S. venosum at a superficial glance. It differs from those species in its long-petiolate, usually somewhat smaller leaves, smaller fruits on elongate fruiting pedicels, and in its trichome morphology. The branches of the inflorescence in S. hypaleurotrichum are usually longer and there are fewer of them than in S. oblongifolium. The trichomes of S. hypaleurotrichum are distinctive and are somewhat intermediate between dendritic and arachnoid in structure. They are generally beige colored and their density varies considerably. In some specimens of S. hypaleurotrichum the trichomes of the abaxial leaf surfaces are densely matted and arachnoid (see above). This probably represents an extreme in intraspecific variation, but may be indicative of hybridization with S. oblongifolium."
wfo-0001027019,"Solanum chlamydogynum is a distinctive species, with its densely pubescent leaf undersides and large waxy flowers. It is quite common along roadsides near Caracas. The winged stems of S. chlamydogynum are striking and the wings are persistent on quite large stems (fide Nee 17319). Solanum chlamydogynum was described by Bitter as in section Anthoresis due to the presence of branched trichomes. It clearly belongs in the S. sessile species group, as its shares all the synapomorphies of the group (see Knapp, 1991b). Solanum chlamydogynum is most closely related to S. triste with which it shares branched trichomes, white edged calyx lobes and seeds with incrassate margins. Solanum chlamydogynum is always found at higher elevations and in wetter habitats than is S. triste. "
wfo-0001028228,"Solanum gratum is related to S. plowmanii of the western Andean slopes in Peru. It shares with that species thick, fleshy leaves that dry golden brown, fleshy flowers that apparently open synchronously, and fruiting pedicels deflexed from the weight of the berry. The bark of both species is pale and shiny. The leaves of S. gratum are distinctive and make this species easy to recognize on herbarium sheets. They are thick and relatively coriaceous, and dry a rich golden brown. The undersides dry with a golden tinge. The thick leaves that dry a golden brown are similar to those of S. goniocaulon, but the pale shiny bark and non-angled stems make S. gratum easy to distinguish from that species. The plate of S. gratum in the Flora del Avila (Steyermark & Huber, 1978) shows many flowers open synchronously. When in flower S. gratum must be a conspicuous plant. It is not common, even in Parque Nacional El Avila, where it has been collected most often. Most collections are of flowering plants."
wfo-0001026267,"Solanum aphyodendron is most similar and probably closely related to S. trichoneuron of southern Bolivia and Argentina, from which it differs in its larger flowers, shorter inflorescences, and somewhat larger berries. Solanum aphyodendron is a common species of roadsides throughout Central America and northern South America and it often forms large monospecific stands in open areas. Material from Central America, Colombia and Venezuela is quite uniform. Variability in pubescence increases in Peruvian and Bolivian specimens, with some specimens having shorter trichomes on the calyx lobes and denser tufts of trichomes in the vein axils. In Monteverde de Puntarenas, Costa Rica, Solanum aphyodendron blooms at irregular intervals throughout the year (Knapp, 1986a). Data from herbarium specimens and observations of this species in Panama and Ecuador indicate that its flowering behavior is very much the same throughout its range. At Monteverde, S. aphyodendron is pollinated by meliponine bees, primarily by Melipona fasciata (Knapp, 1986a). The occurrence of large monospecific stands of S. aphyodendron combined with the foraging behavior of Melipona produces high fruit set in this species. The fruits are eaten by small frugivorous bats and disappear soon after they become ripe. Solanum aphyodendron has long been confused with S. nudum, to which it is somewhat closely related, but differs in habitat, flower size and pubescence of flower parts, and in the color and texture of the bark of older stems. Solanum nudum occurs in low elevation thickets, sometimes on beach strands, and has dark brown bark and glabrous, globose buds. The bark color remains consistent even on herbarium sheets, with S. aphyodendron being pale white or greenish and S. nudum being dark brown or black."
wfo-0001029989,"Solanum nutans is a variable species, particularly with respect to pubescence. Specimens from Peru (including the type) are densely yellow pubescent, while those from Ecuador and Colombia tend to be less densely pubescent and the trichomes are more matted and brownish-red in color. The trichomes of S. nutans are distinctive and distinguish it from all other species in this group. Trichomes of the stems and leaves are dendritic, with very short, congested branches. They approach the echinoid trichomes of S. microleprodes, but are more elongate and highly branched. "
wfo-0001029089,"Solanum lindenii is closely related to S. oblongum but differs from that species in its resinous new growth and inflorescences, and in its indument (when present) of mostly branched trichomes. These two species both have fleshy flowers with the petals planar at anthesis, globose, fleshy buds, berries borne on erect fruiting pedicels, and tiny, flattened seeds. The variation in degree of pubescence in S. lindenii is extraordinary, but specimens of all intermediates between the two extremes are found. Solanum lindenii is the name that was applied to the glabrous members of the species, while S. psidiifolium was applied to the pubescent individuals. In Bolivia, both extremes of pubescence are found, but in Peru plants usually have a sparse indument of branched trichomes. The inheritance of trichome type and density in S. lindenii is of interest, as is the pattern of trichome ontogeny."
wfo-0001028975,"Solanum lasiocladum is quite similar to S. malacothrix, from Guerrero in western Mexico. It shares with that species the dense indument of uniseriate trichomes, but differs in its larger minor leaves, longer inflorescences, long-petiolate leaves, and larger flowers. The summit of the Serranía de Turimiriquire has only been ascended by botanists a few times, and twice S. lasiocladum has been collected, but no mention of its local abundance is made on either label. The Serranía de Turimiquire is isolated and is often covered with clouds."
wfo-0001027302,"Solanum crispum is one of the most variable and is the most southerly species of the Solanum nitidum species group, occurring to 43 degrees S latitude. It also has a huge elevational range, occurring from sea level to nearly 3000 m in a wide variety of habitats. Two pubescence forms occur throughout the range of S. crispum: glabrous plants have traditionally been called S. crispum and pubescent ones S. congestiflorum. Specimens of intermediate pubescence are rare, but the new growth of glabrous plants is always dendritic-pubescent. In a cladistic analysis (Knapp, 1989) the two forms were treated as separate, but were strongly resolved as sister taxa. Pubescence may have to do with habitat, but this effect ahs not been studied in any detail. The pubescent form often has larger, more repand leaves than does the glabrous form. This raises the intriguing possibility that the pubescent form is paedomorphic, retaining the shape and indument of juvenile leaves. Medicinal uses of Solanum crispum have been recorded for over two centuries, beginning with Ruiz & Pavón in Flora Peruviana in 1977, where the plant was reported to be used as a febrifuge. It has been reported as used against the fevers called ‘congo’ and ‘chavalongo’. Solanum crispum has been cultivated in the United Kingdom since the early part of the 19th century. Specimens were introduced to Kew Gardens from the island of Chiloé (Chile) by Mr. Anderson (Hooker, 1844) and a variety still in cultivation today was developed at the Glasnevin Botanic Gardens in Dublin. Solanum crispum is usually classed as a climber, but this is due to its lanky habit in the British climate. It does not possess twining stems, petioles or tendrils of a true climber."
wfo-0001026706,"Solanum bullatum is not clearly related to the other species of sect. Brevantherum. Its rather furfuraceous pubescence allies it with sect. Anthoresis while its accrescent calyces and glabrate upper leaf surfaces place it close to S. leucodendron and other species in sect. Lepidotum. Indeed, Dunal (1852) regarded his S. macropus (based on S. bullatum Vell.) as a member of sect. Lepidotum. S. bullatum provides evidence for the close relationship of sections Brevantherum, Anthoresis, and Lepidotum. It is characterized by young branches and peduncles sulcate; stem hairs partly dendritic, nearly furfuraceous; leaves coriaceous, glabrate above; calyx accrescent in fruit; rays of hairs often variously twisted."
wfo-0001028980,"Solanum lasiopodium is most closely related to S. nudum, a widespread species of northern South America and the Caribbean. It is very like the high elevation race of S. nudum (S. tovarense), but differs from that set of specimens in its much larger, fleshier flowers, pubescent new growth and calyx lobes, and its ovoid buds with the corolla soon exserted from the calyx lobes. Solanum lasiopodium may be an geographical isolate of its more widely distributed relative S. nudum."
wfo-0001028529,"Solanum imberbe is most similar to S. sieberi of coastal Colombia and Venezuela, particularly to the glabrous populations of that species. It differs from S. sieberi in its non-geminate, usually completely glabrous narrowly elliptic to lanceolate leaves, flowers with the corolla lobes only somewhat reflexed at anthesis, and its corky fruiting pedicels without conspicuous apical swellings. Solanum imberbe is also distinct in habitat from S. sieberi, growing in river courses. Like other solanums growing in these situations, S. imberbe has narrow leaves, and is subject to periodic inundation. Leaf shape is quite variable in S. imberbe. Plants from central Panama have obovate to oblanceolate leaves, but further east in Panama and in northern South America plants have narrowly lanceolate to even linear leaves. The narrowest leaves are found on plants from Zulia state, Venezuela, these being the eastern-most populations of the species. Flower and fruit morphology are constant throughout the species range."
wfo-0001032232,"Solanum unifoliatum is very similar to S. longevirgatum of high elevation Cordillera Occidental, but differs from that species in its lack of pubescence. It is probably most closely related to S. cyclophyllum and S. triplinervium, both of the Chocó floristic province. A habitat note on Gentry & Fallen 17585 indicates that the vegetation where S. unifoliatum occurs (""wet forest on grey sand"") is very like that of Amazonian white sand regions. Only two flowers are present on the type specimen, and one of these is apparently short-styled. Andromonoecy has not been demonstrated in section Geminata, but this is one of the many species with short and long-styled flowers. The large numbers of fruit set on each inflorescence of S. unifoliatum seems to indicate that the species is not andromonoecious (see Whalen & Costich, 1986), but further work is clearly needed."
wfo-0001032194,"Solanum umbelliferum and its close relative S. wallacei are among the most easily recognised species of the Dulcamaroid clade in being woody shrubs or subshrubs that do not climb with twining petioles with rotate purple (rarely white) corollas with prominent almost ruffled interpetalar tissue. Only S. flaccidum and S. laxum of southern Brazil (S. laxum also in widespread cultivation) have corollas with very short lobes that are almost rotate, but both those species have white flowers and are vines that climb with their petioles. Solanum viscosissimum, also of southern Brazil, shares densely glandular pubescence with S. umbelliferum (at least some populations; see below), but it is a vine with white flowers. The flowers of S. umbelliferum have two green spots that are edged with white at the base of each petal lobe underneath the anthers. This character is shared with S. dulcamara, S. lyratum, S. septemlobum and S. pittosporifolium, with which S. umbelliferum is closely related according to DNA sequence data (L. Bohs, unpublished). Those four species are all herbaceous or slightly woody vines, climbing by twining petioles, and have stellate corollas (except S. septemlobum with a more pentagonal corolla and consistently lobed leaves). The green spots have variously been interpreted as “pseudonectaries” and pollinator attractants (Buchmann et al. 1977, also see above under S. dulcamara)."
wfo-0001030733,"Solanum quebradense is superficially very similar and probably closely related to S. callianthum of high elevation Colombia. The uniseriate pubescence shared by these two taxa differs from the more common matted pubescence found in other members of the S. nigricans species group. Solanum quebradense can be distinguished from S. callianthum by its simple rather than dendritic pubescence, narrower leaves, glabrous ovaries and smaller, less fleshy flowers. Fruits of Knapp & Mallet 6778 were very pale green in color."
wfo-0001027258,"Solanum corumbense is closely related to S. leucocarpon, a widespread species of Central and South America. Characters in common are the swollen calyx in flower and fruit and apiculate calyx lobes. When I originally described S. tumescens it was from largely glabrous Bolivian specimens. Since that time many specimens of intermediate pubescence have been collected (e.g. Nee & Solomon 36658) and it is clear the two taxa are synonymous. Pubescence in S. corumbense is extremely variable across the species range, as it is in S. leucocarpon (see above), and may to some extent be related to the dryness of the habitat. As with many of the species in this group, S. corumbense is superficially similar to species of Solanum section Pachyphylla (Cyphomandra, also see Bohs, 1994). The close affinities of this group may lie with either section Pachyphylla or with section Cyphomandropsis, but this idea remains to be tested."
wfo-0001030182,"Historical evidence suggests that Solanum paludosum is a species with origins in northeastern Brazil. The oldest collections are from 1830-1832 (Blanchet 641; Salzmann s.n., 382) from Bahia. Later collections form further north in Brazil and the Guianas are scarcer, the oldest (Schomburgk 1260) is from 1843. The species as delimited here is relatively homogenous, and can be recognised by its rusty indument of porrect stellate trichomes and repand or subrepand leaves that are strongly discolorous; dark green and glabrescent on the upper surface and yellow to rusty and tomentose on the lower surface. The infloresences are few-flowered and the flowers are deeply parted, purple and to 4 cm in diameter. Juvenile plants are densely pubescent with sessile stellate trichomes with an elongate multicellular midpoint to 5 mm, while in adult plants the stellate trichomes have reduced, 1-celled midpoints. Plants from the north and south coastal regions of Brazil are uniform in having ovate, angulate leaf blades that are repand or subrepand. In the north of Brazil in inland areas plants are more variable, with great leaf variability even in a single collection (e.g., Ule 7693); leaves can be ovate to elliptic and repand to entire. In Venezuela and the Guianas, leaves are ovate and entire or elliptic and narrower, with rusty-red or yellow indument and a smaller calyx with shorter lobes than in Brazilian material. "
