Wfo,Vercular
wfo-0001019999,"Common names: Bahamas: Bird pepper (Long Island, Richey 98-355), Pepper bush (Bimini, Howard & Howard 10055); Boliva: Ají (Pando, Beck et al. 19150); Brazil: Pimenta-de-mesa, Pimenta-peito-de-moça, Pimenta-ova-de-tamuata (Pereira et al. 2011), Pimenta açaí (Amapá, Pereira & Severino 1853), Pimenta chumbinho (Amapá, Pereira et al. 1807), Pimenta de cheiro vermelha (Amapá, Pereira et al. 1747), Pimenta ova de aruanã (Amapá, Pereira et al. 1867); Colombia: Ají (Amazonas, Henao & Padd 168; Guainía, Espina et al. 191; Huila, Llanos & Camacho 1827; Valle del Cauca, Cuatrecasas 22800), Ajicito (Valle del Cauca, Cuatrecasas 22800), Ajijito (Valle del Cauca, Lehmann 4730), Cimarrón (Bolívar, Killip & Smith 14251), Ají chilca (Guainía, Augusto 4847), Ají chiquito (Norte de Santander, Carvajalino & Díaz 11; Santander, Tochoy & Garzón 675), Ají chirel (Antioquia, Santa María 733), Ají chivato (Meta, García Barriga 5056; Valle del Cauca, Duque Jaramillo 4083-A), Ají guagua (Bolívar, Espina 577), Ají pajarito (Antioquia, Barkley & Gutiérrez V. 1776; Caldas, Galán & Cárdenas 12; Norte de Santander, Garganta F. s.n.), Ají perfumado (Amazonas, Henao 169), Ají picante (Bolívar, Killip & Smith 14534; Norte de Santander, Garganta F. 818), Ahipique (Valle del Cauca, Dryander 2178), Ají pimienta (Bolívar, Romero Castañeda 9255; Santander, Betancur et al. 10158), Ají pique (Cundinamarca, Dumont et al. 43; Nariño, de Benavides 4693, Valle del Cauca, Soukup 1851), Ají piquicho (Huila, Buendía S. 2), Ají del monte (Atlántico, Bro. Elías 1461), Aji amarillo de culebra (Amazonas, Henao & Z?uec 247), Ají ojo de charapa (Amazonas, Henao & Kuiru 173), Ají ojo de sapo (Amazonas, Henao 170), Chicha e gato (Santander, Tochoy & Garzón 675), Pimiento (Norte de Santander, Carvajalino & Díaz 11); Costa Rica: Chile, Chile congo, Chiltepe (Bohs 2015); Cuba: Ají guaguao (La Habana, García Cañizares 127; Villa Clara, Luna 356); Dominican Republic: Ají (Altagracia, Zanoni & Mejía 17077 A), Ajicito montecino (Azua, Zanoni et al. 22115; Monte Cristi, Valeur 476; Santiago, Valeur 275); Ecuador: Ají (Napo, Alarcón 102), Veneno de perro (Esmeraldas, Freire & Ruales 2931); El Salvador: Chiltepe (Ahuachapán, Standley 19872; Sonsonate, Calderón 1658), Chile de zope (Ahuachapán, Standley 19872; La Unión, Standley 20689), Chile chocolate pequeño (San Salvador, Calderón 1197); Guadeloupe: Piment Moka (Basse-Terre, Duss 3575), Piment grives (Basse-Terre, Duss 3681); Guatemala: Chiltepe, chile chiltepe (Chimaltenango, Porter 1299; Chuiquimula, Kufer 99; Huehuetenango, Steyermark 51277), Chiltep, chile de monte (Huehuetenango, Steyermark 51364), Chile de montaña (Huehuetenango, Steyermark 51277); Honduras: Chilpepe (Atlantida, Standley 54485), Chiltepe (Morazán, Standley 26254), Chiltepin (Atlantida, Standley 53628), Chile bravo (Atlantida, Standley 53392); Jamaica: Bird pepper (Kingston, Harris 10051; Saint Mary, Yuncker 18460); Leeward Islands: Piment café (Duss 149); Martinica: Piment rond, Piment sauvage (Duss 349); Mexico: Chile (Colima, Eyerdanm & Beetle 8720; Hidalgo, Blanco-Macías 1559; Puebla, Villalobos C. & Guerrero 182; Veracruz, Olivares Hernández 1), Chigundo (Oaxaca, Torres et al. 199), Chilegole (Oaxaca, Salas M. et al. 1851), Chilepepina (Baja California, Carter 4921), Chiletepin (Puebla, Sarukhán et al. 3581), Chilillo (Oaxaca, González Olivares 494), Chilpalla (Veracruz, Martínez C. 1287), Chilpitín (Baja California, León de Luz 2019; Coahuila, Wendt & Riskind 1611), Chiltapin (Chihuahua, Gentry 949 & 1541), Chiltepín (Puebla, Bye et al. 16386; Sonora, Reina G. 1012; Veracruz, Cortés 552), Chiltipen (Chihuahua, Bye Jr. 1875, Sonora, Joyal 1815), Chiltipin (Tamaulipas, Nee 32699; Veracruz, Acosta et al. 39), Chipilin (Chiapas, Calzada et al. 3990), Chirripitín (Michoacán, Madrigal Sánchez 4875), Pinchitle (Veracruz, Nee 1986), Piquín (Querétaro, Martínez Torres 57; San Luis Potosí, Edwards 592; Veracruz, Vázquez 611), Quipín (Querétaro, Martínez Torres 57), Tempenchile (Chiapas, Arcos Vernet 40), Tempinchile (Chiapas, Trujillo Eslava 75), Tepechile (Chiapas, Calzada et al. 9679), Chile bola (Veracruz, Nee 1986), Chile congo (Chiapas, Castillo C. et al. 4136), Chile chichalaco (Guerrero, Guízar Nolazco & Pimentel B. 2884), Chile chiguado (Oaxaca, Nava Zafra et al. 1812), Chile chilpalla (Veracruz, Ibarra Manríquez 3616), Chile Gole (Oaxaca, Vásquez & Ortega 865), Chiltepin grande (Puebla, Villalobos C. & Guerrero 205), Chile maxito (Campeche, Ramírez A. 57), Chile piquín (Chihuahua, Torres C. & Tenorio L. 3751; Veracruz, Nee 1986), Chile de árbol (Veracruz, Ortega T. 88), Chile de bolita (Veracruz, Martínez C. 2011), Chile Amash, chile mashito (Tabasco, Orozco-Segovia 368), Chile amachito (Tabasco, Guadarrama et al. 865), Chile chigol (Oaxaca, Gopar Vásquez 122), Chile garbanzo (Tabasco, Escolastico 165), Chile gordo (Veracruz, Castillo C. et al. 214), Chile machito (Tabasco, Ortega O. 870), Chile Pekin (Veracruz, Calzada 5577), Chili pequin (Sinaloa, Ferris & Mexia 5130), Chile piquín (Campeche, Alvaro M. 397; Nueva León, Cano s.n.; S. L. Potosí, Gómez-Lorence 877; Sinaloa, Vega A. 1297; Tamaulipas, Rodríguez 104; Veracruz, Robles G. 886), Chile silvestre (Campeche, Álvarez 89), Chile de monte (Jalisco, Pérez J. 521; Oaxaca, Gopar Vásquez 122; Yucatán, Ordonez 239), Chilote de monte (Tamaulipas, Martínez Ojeda 263), Jonnihui, tempen-chile (Chiapas, Palacios E. 636), Max, Chile max (Campeche, Álvarez 89; Quintana Roo, Serralta P. 104; Yucatán, Estrada 43), Max-hic (Campeche, Bacab W. 115), Siete Cardo (Chiapas, Matuda 17590), Chilitos de monte (Guerrero, Kruse 1906); Nicaragua: Chile (Carazo, Aranda et al. 94; Managua, Guzmán et al. 396; Masaya, Guzmán et al. 1307), Chile congo (Chontales, Nee 28288; Estelí, Nee 27745; Managua, Araquistain 5; Rivas, Araquistain 278), Chile montero (Managua, Grijalva 706); Peru: Ají (Loreto, Lewis et al. 11196), Ají del monte o charapilla (San Martín, Woytkowski 35161), Ají charapilla (Loreto, de Jong 53), Ají charapita (Ucayali, Graham & Schunke V. 460), Ají del trueno (Cajamarca, Campos & Díaz 2293), Pipi de mono (Huánuco, Becerra González & Perea 1152); Puerto Rico: Ahi caballero (Adjuntas, Stimson 3922), Ají caballos (Ponce, Britton & Britton 7344); Surinam: Spaanse pepper (Marowijne/Sipaliwini, Rombouts 735), Busi peper (Commewijne, Heilbron & Sanredjo 6); United States of America: Chillipiquin (Florida, Cory 51407), Bird pepper (Florida, Kral 1884), Cayenne Pepper (Florida, Bishop & B. Holst CC0048); Venezuela: Pajarito (Lara, Tamayo 2618), Ají corito (Mérida, Trujillo 6351), Ají pajarito (Carabobo, Hunziker 9032; Mérida, Pittier 12837), Ají de mono (Bolívar, Liesner & González 5417), Chirel del Mono (Bolívar, Knab-Vispo et al. 1288). Indigenous names: Colombia: Aati (Curripaco, Guainía, Espina et al. 191), Aiyo borarede jairai (Huitoto-N?pode, Amazonas, Henao & Z?ueche 247), Beeakxtú (And, Amazonas, Castro & Andoke 607), J?g?ngo uij? (Huitoto-M?n?ka, Amazonas, Henao 170), Jimorai (Huitoto-M?n?ka, Amazonas, Henao & Padd 168), Kupirapa’ajiné (Amazonas, Castro & Matapí 523), Meniño uij? (Huitoto-M?n?ka, Amazonas, Henao 173), Wainpiraicha (Guajira, Betancur et al. 11258), Ziorai (Huitoto-M?n?ka, Amazonas, Henao 169); Ecuador: Bula uchu (Napo, Irvine 773), Giimo (Oncaye, Napo, Davis & Yost 994), Jimiea (Achuar Jívaro, Pastaza, Lewis et al. 14010), Jimia (Shuar, Zamora-Chinchipe, Van den Eynden et al. 700), Sampíajimia (Shuar, Zamora-Chinchipe, Santín et al. 100), Uchu (Quichua, Napo, Alarcón 102), Uchumuyu (Quichua/Spanish, Pastaza, Lewis et al. 14010); Guatemala: Chi-ik (Alto Verapaz, Standley 90936), Tamut ich (Ch’orti’, Chuiquimula, Kufer 99); Mexico: Guiiña (Zapateco, Oaxaca, Sánchez L. et al. 1190), Skapin (Totonaco, Veracruz, Cortés-Vásquez 552 & 143), Guiiña dxuladi (Zapateco, Oaxaca, Sánchez L. & Trujillo V. 874), Guien guiix (Oaxaca, Ruiz Núñez 7), Guiinya xigundu (Zapateco, Oaxaca, Sánchez L. 317), Kulum its (Huastec, S. Luis Potosí, Alcorn 2369), Max ik (Campeche, Álvarez 89; Yucatán, Ucan et al. 3527 & 3893), Lak’su pin (Tot, Puebla, Villalobos C. & Guerrero 205), Tsakam its (Huastec, S. Luis Potosí, Alcorn 1406; Veracruz, Alcorn 1903), Xmax ik (Yucatán, Ucan 4617), Aj max iik (Yucatán, Ucan 5058); Peru: Ají (Quichua, Loreto, Lewis et al. 12906), Cusharu’ nu’ca” (Chayahuita, Loreto, Odonne 561), Imiá (Achual Jívaro, Loreto, Lewis et al. 11196), Nuca (Loreto, Odonne 25), Nu’ca (Loreto, Odonne 626), Uchu (Loreto, Lewis et al. 12552), Yaa Jimia (Amazonas, Salaün 185), Yampit jima (Amazonas, Berlin 2016), Yanco nu’ca” (Chayahuita, Loreto, Odonne 563); Surinam: Lombo riwit (Ja, Commewijne, Heilbron & Sanredjo 6), Lombo kusti ‘pepper of god’ (Commewijne, Heilbron & Sanredjo 6)."
wfo-0001027641,"United States of America. Arizona nightshade (Martin and Hutchins 1980), Douglas' horse-nettle (NatureServe 2017), Douglas's nightshade (Peck 1941; Martin and Hutchins 1980; Nee 2012), Greenspot nightshade (USDA Plants 2017). Mexico. Hierba (yerba) mora (many sources, [Chihuahua] Chichequelite (Pennington 42), [Chiapas] Moen (Tzeltal, Shilom Ton 9185), Mora wamul (Tzeltal, Gómez ópez 426), [Guerrero] Moradito (Kruse 1656), [Hidalgo] Tomaquilit (Villa Kumel 53), [México] Tomatillo (la Cruz Bolaños Adec-12), [Oaxaca] Pchfux-yaas (Zapotec, Hunn OAX-1547), Skelemal ch'aben (Tzeltal, ópez Pérez 326), [Puebla] Teconchichi (Tlapa & Ubierna 105), [Sonora] Chichicalite (Guizar N. et al. 4260)."
wfo-0001027111,"bush tomato, shy nightshade"
wfo-0001022421,"China. dan guo hong si xian (as L. solitaria), dan hua hong si xian (Zhang et al. 1994). Indonesia. Sulawesi: kamoenti (Koorders 1898, as S. lysimachioides). Vietnam. cà ng? d?ng trân châu (Hop 2017)."
wfo-0001027792,"bush tomato, potato bush, potato weed"
wfo-1000050015,"Not known.
"
wfo-0001029775,"Tomate de monte, hanki, mainganskie, muengalquit, poma heron, terench, ketch"
wfo-0001029811,"Kenya: Labotwet (Kipsigis language), Oldulili, Ol'dulele, or Endulele (Masai language), Ochok (Kairrondo language).
Uses. Roots used medicinally.
"
wfo-0001031207,"Tanzania: Endemelwa (Masai language, Tanner 3298), Eldemerua (Newbould 5917).
Uses. Roots used medicinally in Tanzania.
"
wfo-0001031867,"Cambodia. traob (Khmer, Hul 4774); India. Andhra Pradesh: uchinta (Venkanna 5562), usti (Raji 291); Karnataka: ullul (Singh 1988); Odisha: ankaranti (Panigrahi EC-23792); Tamil Nadu: toundou valay [Tamul] (Commerson s.n.), thoothuvalai [Tamul] (Matthew 8323), tudulai [Tamul] (Mehen-Homji s.n.), thoodhuvalai [Tamul] (Narasimhan 624, Sampath Kumar et al. SC-126970), thudhuvaelai [Tamul] (Matthew 1983), tuduvali [Tamul] (Henry et al. 1987); West Bengal: kantikuri (Tribedi CNH-1435); Malaysia. priapantie (Curtis 858)."
wfo-0001026821,"Ecuador: chimpalo (Kvist & Holm-Nielsen 40016, MO)."
wfo-0001030561,"China. hai nan qie (Zhang et al. 1994). Vietnam. cà gai, (cây) cur’o’ng, trông ca dap (Hul and Dy Phon 2014)"
wfo-0001030177,Peru. Cusco: muyuqhaya (Särkinen et al. 5284). 
wfo-0001030850,"Tanzania: Mkunga (Kinguru language, Greenway 8626). Zimbabwe: Mutuntulwa (Cibulima language, Trapnell 1457). Malawi: Ntula (Chinyanja language, Brass 17870, Lawrence 478).
"
wfo-0001030189,"Somalia: Ardoraad (Ogaden language).
"
wfo-0001028203,None recorded.
wfo-0001022362,"Mexico. Chiapas: Tumat Zak, Tzeltal (from herbarium specimen A. Mendez G. 9067).
"
wfo-1200041500,"Not known.
"
wfo-0001022462,"Not known.
"
wfo-0001022295,"Not known.
"
wfo-1000033129,"Not known.
"
wfo-0001022406,"None known.
"
wfo-0001031480,"Tanzania: Mbuntwe (Greenway 4746), Mbuntu (Greenway 4885), Mtula (Doncarlos 7247) [all Kinshamb. language].
"
wfo-0001022450,"Costa Rica: Tomatillo (Bohs, 2015)."
wfo-0001342062,Vietnam. Khánh Hòa: c? vè [Vietnamese] (Chevalier 38932).
wfo-0001027234,"Somalia: Me-eh godleh (means snake's tooth, Gillett 4097).
"
wfo-0001032512,None recorded.
wfo-0001028805,Peru. Junín: hierba mora (Marcelo Peña et al. 1895). 
wfo-0001031095,None recorded.
wfo-0001025774,"South Africa: dronkbessie (SANBI, http://www.ispotnature.org/species-dictionaries/sanbi/Solanum%20africanum).
"
wfo-0001031843,"Madagascar. Antsiranana: liaña vato (Miller & Lowry 4072).
"
wfo-1000023515,"Mexico. Oaxaca: Paniui poj (Zoque) (Hernández G. 1234 (NY).
"
wfo-0001022236,"Not known.
"
wfo-0001028525,"None recorded.
"
wfo-0001026535,"None recorded.
"
wfo-0001027260,"Brazil: baga de veado, baga de veado gigante (both from Smith & Downs, 1966). Argentina: tomate de monte (Gamerro & Toursakisian 102).
"
wfo-0001027262,"Brazil: azeitona (Reitz 2364a), azeitona braba, baga de veado (both from Smith & Downs, 1966)."
wfo-0001027261,"Brazil: baga de veado, baga de veado gigante (both from Smith & Downs, 1966). Argentina: tomate de monte (Gamerro & Toursakisian 102).
"
wfo-0001028944,"Mexico: berengena (Nee, 1999). Guatemala: flor de pajakish (Quezaltenango), limpia-plato (Quezaltenango), friega-plato (Jalapa), huiz (Sacatepéquez), lava-plato (Huehuetenango), kakisacyol (Quecchi; Alta Verapaz), kaqi-paxl (Quecchi; Alta Verapaz) (all from Gentry & Standley, 1974).
"
wfo-0001031114,"Matej (Guatemala: Cobá;n, Quecchí; Gentry & Standley, 1974).
"
wfo-0001030000,"Peru: asna panga (McDaniel & Rimachi 17800), chupa sacha (Woytkowski 5017), chupo sacha (Bohs & Schunke 2159; Mathias & Taylor 3979; Schunke 1883, 4651, 5866, 6286, 8339); gallinazo panga (Williams 2615, 6762), sihuca sacha (Torres 282), sapohuasca (Quicha; Lewis et al. 11660), tomato del campo (Mexia 8235), yapu iji (Achuar Jívaro; Lewis et al. 12176, 13216). Brazil: jurubeba (Lemos Froes 20644), tsetsepere (Deni; Prance et al. 16402)."
wfo-0001027900,"Brazil: Lobeiro (Costich 1017); fruto do lobo (Macedo 3245, Heringer 10718).
"
wfo-0001032595,Peru: chupo sacha (Schunke 5866); tomato del campo (Mexia 8235). Brazil: tsetsepere (Deni; Prance et al. 16402).
wfo-0001026503,"On Lord Howe Island, the common name for the species was bridal flower (Green, 1994) or wedding flower (Rodd & Pickard, 1893).
"
wfo-0001030622,Fiji. Moloa (Smith 603); tukitukiyandre (Smith 6467).
wfo-0001029031,"Guatemala: hoja blanca, hoja huaco (both from Gentry & Standley, 1974).
"
wfo-0001028692,"Laos. hma:k sè:n, khüa khünx, hma:k khüa hlè:z, khüa hna:m (Hul and Dy Phon 2014). Thailand. Prachinburi: sa-uk [Thai] (Kerr 19844); Prachuap Khiri Khan: ma uk muak [Thai] (Kerr 10780); Vietnam. ca duoc nui [Vietnamese] (Fleury 29910); cà du’o’c nui, cây cà rai, cà ung, co chu [Munong] (Hul and Dy Phon 2014)."
wfo-0001032453,"cannibal's tomato (English); boro-dina (Fiji); poro-poro (Tahiti).
"
wfo-0001025847,"Argentina. Salta: papa de la vibora (Hilgert & Lamas 1691), sacha ají (Anon. s.n., 7 Jun 1905), yerba mora (Hilgert 2519, 2251). "
wfo-0001031701,"Many common names, here we list the most common ones. Burundi. agatoretore (Kirundi language, Michel 987), umuhanuraguba (Becquet 861); Democratic Republic of the Congo. belele (Lombo language, Louis 981), belemba (Lombo language, Louis 6362), itotofo (Lombo language, Jeanty 48), itotofo i boliki (Lombo language, Louis 14146), kampako (Bofunda language, Corbisier-Baland 1034), kedekede (Giorgi 745), kongalo n pako (Ngala language, Claessens 453), mampoko (Mbole language, Leonard 802), muhwehwe (Tembo language, Troupin 10162), qwadja (Reygaert 226), umuranuhankuba (Kinyarwanda language, Spitaels 119); Kenya. mutandambuga (Meru language, Graham 1752); Rwanda. umuranuhankuba (Kinyarwanda language, Troupin 6631); Tanzania. kadaru (Bantu language, Koritschoner 866), luvuvu (Kirangi language, Burtt 1141); Uganda. omuhanurankuba (Nkore-Kiga language, Purseglove P-1654). The fruit said to be poisonous and the leaves eaten in the Central African Republic (Burkhill 2000).
"
wfo-0001022550,"Not known.
"
wfo-0001022271,"None known.
"
wfo-0001022433,"Mexico: Naranjillo (Rodríguez & Vargas, 2002).
"
wfo-0001022489,"None known.
"
wfo-0001022279,"Not known.
"
wfo-1000023514,"Not known.
"
wfo-0001022334,"Not known.
"
wfo-0001022547,"Not known.
"
wfo-0001028467,"Mexico. Colima: mala mujer; Puebla: diente de burro; Sinaloa: melón de coyote, coyotillo; Sonora: sacamanteca; Veracruz: berenjena espinosa, necachane; Yucatán: berenjena de monte, k’omya’ axnik (Maya)."
wfo-0001022369,"None known.
"
wfo-0001032206,"“Umthuma” is an isiXhosa vernacular name for many species of prickly Solanum; in the Xhosa language the “th” is pronounced as “t”, so we have here written the epithet phonetically as “umtuma”. The epithet is used here as a noun is apposition and thus not latinized to agree in gender."
wfo-0001339613,"Not known.
"
wfo-1000005226,"Not known.
"
wfo-0001022224,"Not known.
"
wfo-0001022556,"Not known.
"
wfo-0001022485,"None known.
"
wfo-0001022497,"Argentina. Meloncillo del aire (Barboza and Hunziker 1992).
"
wfo-0001022356,"Not known.
"
wfo-0001022478,"Mexico. Oaxaca: Monte agua zapote (from specimen Jose Rivera Reyes 2609), rojo monte papel (from specimen Jose Rivera Reyes 3141)."
wfo-0001022494,"Guatemala: Chilete, choshel, coxel, flor de rosa, quilete, tomatillo blanco (Gentry & Standley 1974)."
wfo-0001339614,Not known.
wfo-0001022234,"Not known.
"
wfo-0001022292,"None known.
"
wfo-0001022465,"Not known.
"
wfo-0001028299,None recorded.
wfo-0001022486,"Not known.
"
wfo-0001022209,"None known.
"
wfo-0001022457,"Not known.
"
wfo-0001026851,"Local Names in Africa. Sierra Leone: Mano bonjema, Mano sakrim; Coakroach berry (Burkill 1985). China. niu qie zi (Zhang et al. 1994).
"
wfo-0001032367,China. mao guo qie (Zhang et al. 1994). India. Andaman and Nicobar Islands: jangli baigun (Basu ANC-6866).
wfo-0001029340,"Local Names (Africa). Democratic Republic of the Congo: Eteta la lenzala, Eteta la gbae (Baboa [Bwa] language, Gerard 5040, 5134); Gbangalangala (Ngwaka language, Evrard 1151). China. ru qie (Zhang et al. 1994). Malaysia/Singapore. t?rong b?landa, t?rong asam (Burkill 1935). Vietnam. cà du, blanh (Hul and Dy Phon 2014).
"
wfo-0001026614,"Spain: granadilla, hierba de Santa María, naranjos, naranjos de jardín, solana, yerba de Santa María, yerba de Santa-María.
"
wfo-0001027943,"Costa Rica: berenjerilla (Rodríguez & Estrada 35, MO).
"
wfo-1000031018,"Myanmar. “fruits bitter, not eaten” (Kingdon-Ward 21211)."
wfo-0001030698,None recorded.
wfo-0001022516,"China. jie chi hong si xian (as L. neesiana), shun ning hong si xian (Zhang et al. 1994). Vietnam. cà ng? nees (as L. neesiana) (Hop 2017)."
wfo-0001022373,"China. ma po hong six ian (as L. marlipoensis), que chi hong si xian (Zhang et al. 1994). India. Mizaram: vainan (Mrs. Parry 405); Karnataka: kandukachi (Raghavan 67850); “Sikkim”: kanom bi bur, knombi (both Anon. s.n.); Tamil Nadu: gouakai (Leschenault de la Tour 311). Indonesia. bu-lum (Blume1823, as S. violaceum); Sumatra: ikkaoe-paet (si Boeea 10641), kajoe paga (si Boeea 7082), poga poga batoe (si Boeea 10563). Malaysia. bulung (Sundanese language, Burkill 1935, as S. blumei), t?rong chator (language uncertain, Burkill 1935, as S. blumei); Selangor: bayma hutan (Temuan language, Millard 1792). Vietnam. cà ng? c?p ?ôi (as L. bigeminata), cà ng? nh?n (Hop 2017). The leaves were eaten and cooked locally in northern India (Anon. s.n.). Burkill (1935) records in Java the use of leaves as a vegetable and the sweet, edible nature of the fruits; he also recorded the use of the seeds in cure of toothache but was unsure if it is this species being used for this purpose."
wfo-0001030834,"Taiwan. lü song qie (Zhang et al. 1994, as S. luzoniense, but this identification is tentative)."
wfo-0001032489,"USA. California: Greasy nightshade (Grant & Wheeler s.n.), Santa Catalina nightshade, Wallace’s nightshade"
wfo-0001029938,"The most widespread vernacular names are variations of ñuñumaya: ‘ñuñu’ = breast or teat in Quechua. The term ñuñumiya as an entry in one Quechua dictionary (Cusihuamán, 1976) as [transl.] ‘ñoñomia, shrub with grape-like berries, but that are very bitter’. "
wfo-0001027834,"United States of America: Potato tree, Mullein nightshade.
"
wfo-0001032194,"USA, California: blue witch, bluewitch nightshade"
wfo-1000031019,None recorded.
wfo-0001027448,"China. ku ci (Zhang et al. 1994); Yunnan: ku ci, wan bing ci tian qie (pedicel curved and spiny, high altitude) [Mandarin] (Feng 11429)."
wfo-0001030508,"Indonesia. Java: pooka (Horsfield 786), daun poka (Dunal 1814); North Sulawesi: poki poki (De La Savinierre 343bis), sangkirumanuwawi (Lam 2772)."
wfo-0001031795,"Devil's fig, pea eggplant (English); Madagascar: angivybe. Bangladesh. tith begum (Rahman’s collector 1124). Brunei Darussalam. terong pipit (Norul Rozimah Pg Hj Seruji 18-b-3000); tarong cit, tarong lowow (Yati 412). Cambodia. trâp put num nhong, trâp rom nhong (Hul and Dy Phon 2014). China. shui qie (Zhang et al. 1994). India. Assam: hati bhekur (Marriot 86); Bihar: jangali baigan (Varma 1981); Chhattisgarh: ban bhata, kutmi (Mooney 120); Kerala: anachunda (Mohanan and Henry 1994); Maharashtra: adhvi badnae [Kanara] (Fernandes 1377), ran vanghae (Marathi, Fernandes 1377); Odisha: tutugana (Mooney 688); Rajasthan: bhurat [Hindi] (Singh 1991); Tamil Nadu: sundai [Tamil] (Matthew 1983); sundaikai [Tamil] (Henry et al. 1987); sundaikkaai (Sampath Kumar et al. 126940). Indonesia. Borneo: terung pipit (Wiriadianata 1196); Sumatra: t?rong pipit (Burkill 1935). Laos. kh’èngz do:n, kh’èngz hna:m hlwàng, kh’èngz khâm, kh’èngz saph’ao (Hul and Dy Phon 2014). Malaysia. Malacca: trong naya bang (Anonymous 418); terong manggor (Anonymous s.n. K001153289). Malaysia/Singapore. t?rong pipit puteh, t?rong rembang (Burkill 1935, but care to be taken with these names, they include other Torva clade taxa). Mauritius. Bringelle marron (Drennen 24). Sri Lanka. gona batu [Sinhala] (Hepper & Silva 4675, Hepper 4411, Hepper 4415); tibatu [Sinhala] (Veldkamp 7852). Thailand. weng (387); sambalan (Hoed & Kostermans 962). Vietnam. cà cõ, cà rùng, cà gai, cà pháo, trong phang, trong phet (Hul and Dy Phon 2014)."
wfo-0001030884,"Tanzania: Butwe, mbuntwe (Shambaa language),
Uses. Medicinally used in Tanzania.
"
wfo-0001022513,Vietnam. cà ng? ba vì (Hop 2017).
wfo-0001022438,"Chile de montaña (from Nicaraguan specimen Ortiz 363); chile (from Nicaraguan specimen Ortiz 10).
"
wfo-0001025840,None recorded.
wfo-0001022437,"Not known.
"
wfo-0001030441,"China: tai bai ying, ye hai qie, hai tong ye bai ying (Zhang et al. 1994).
"
wfo-0001022238,"China. da chi hong si xian (as L. macrodon), dian hong si xian (as. L. yunnanensis), e hong si xian (as. L. hupehensis), hong si xian (Zhang et al. 1994); Guangdong: chicken eye clear, kai ngan ts’ing (Lingnan University Herbarium 12648); Hainan: shan nau kwo (McClure 9600). India. malum pavadam (Wight 1569); Sikkim: kolimbe (Lepcha language, Srivastava 10301). Indonesia. Sulawesi: lewa-lewsa-koelo, kamoeti (Totemboan language, Koorders 1898, as S. denticulatum), kalekamates (Tonsawant language, Koorders 1898, as. S. denticulatum), tahakkok, tohokok (Tombulu language, Koorders 18308), tampai (Johansson 143), wewelesan, wewelesan-in-taloen (Tombolu language, Koorders 1898, as S. denticulatum); Sumatra: akikaoe poga (si Boeea 10780), so haboe haboe (si Boeea 10242), si marpoga poga (si Boeea 19071), poga oetan (si Boeea 10418), poga (si Boeea 6619), poga poga (si Boeea 8469, 8765, 9034). Japan. Ryuku Islands: mejiro-hondzuki (Amano 6961). Malaysia. Sabah: lapak puru (Dusun language, Bakia 612), tensisiah (Dusun language, Giking 236), tutan (Amin 93928, Bundu Tutan language, Aban Gibot 66986), tutan geuton (Dusun language, Surunda 100), tutan puru (Dusun language, Soibeh 789); Sarawak: kerid pait (Kelabit language, Christensen 71), mata antu sebayan (Iban language, Ashton 19162), munting eja (Yii 70379). Nepal. banbi (Mananduar 6805). Philippines. Mindanao: beganbagan (Manobo language, Elmer 13881). Thailand. Central: ma wenj pa (Put Phraisurind 156). Vietnam. cà ng? cu?ng to (as L. macrodon), cà ng? (Hop 2017)."
wfo-0001028686,"Colombia. Caldas: yerba mora (Grisales 9); Putumayo: yerbamora (Criollo 16); Ecuador. Azuay: hierba mora (Cerón 16328), moradilla (Cerón 115617), mortiño (Cerón 15277, 15323, 16051, 16328, 16351); Bolivar: hierba mora (Argüello 118, Falconi & Argüello 79); Cañar: hierba mora (Cerón 14476, 14957, 16076, 16459, 17636), mortiña (Camp & Prieto E-2467, Cerón 14857); Carchi: hierba mora (Cerón 6974); Chimborazo: hierba (yerba) mora (Caranqui 1244, Cerón 14651, 14716, 15198, 15377, 16478, 17458, Cerón & Gallo 19626); Cotopaxi: yerba (hierba) mora (Barclay & Juajibioy 8038, Cerón 7087, Cerón et al. 11617); Imbabura: hierba mora (Bailey 73, Cerón & Montesdeoca 12527); Manabí: yerba mora, pili muyo (Prácticas de Recolección s.n.); Napo: huami hierba mora, yerba mora embra (Baez et al. 31); Pichincha: hierba mora (Ugent & Ugent 5579, Cerón 6841, Chiriboga Q. 27, Mantilla 41, Mena et al. 466, Paredes 145, Prácticas de Recolección s.n., 32, Putcher 55, 128, 251, Vargas N. s.n.), pili muyo (Prácticas de Recolección 32); Tungurahua: hierba (yerba) mora (Delgado et al. 177, Lligado 51, Paredes s.n.), jachafili (Quichua, Lligado 51); Peru. Puno: muña mayo (Hoogte 3836). Venezuela. Mérida: yerba mora (Gehriger 15). "
wfo-0001028208,"Ecuador. Chimborazo: yerba mora (Acosta Solís 7598); Pichincha: hierba mora (Cerón 15909). Peru. Huánuco: orqu qapachinya (Quechua, Carter 86). "
wfo-0001028181,"Peru. Cusco: chinchi-chinchi (Herrera 2178); Moquegua: ñuccho hembra, ñuccho con pelo (Montesinos 920). "
wfo-0001026740,"Ecuador: Tomate silvestre (Vivar s.n.). New Zealand: Casana (Child, 1986). "
