Wfo,Distribution
wfo-0001026325,"Northern and central Argentina, eastern Bolivia, and western Paraguay. It typically grows in disturbed areas such as roadsides and waste areas, often in sandy or clay soils. Most specimens examined occur at elevations between 300-1,200 m, but one sheet (C. Pelá;ez 308) reported an elevation of 2,025 m.
"
wfo-0001027583,"Mexico and USA (Texas, Oklahoma, Louisiana, Arkansas, Missouri, and Kansas with a few outlier populations in Illinois, New Mexico, South Carolina). Its native distribution prior to European settlement is not known with certainty because of its weedy, invasive nature and ability to colonize disturbed habitats. It can become a noxious weed locally and has the potential to establish reproducing populations when introduced into suitable habitats. It has been introduced in California and in Australia, but apparently has been successfully eradicated in both areas (Jepson Flora Project 2014; eFloraSA 2014). The California Department of Food and Agriculture rates S. dimidiatum under category 'A' as a pest (CDFA 2014). It grows in prairies and oak woodlands as well as disturbed areas such as roadsides, grazed and mowed pastures, ditches, cultivations and urban waste areas, and railroad rights of way in sandy soils or on a variety of other soil types at elevations from 200-600 m.
"
wfo-0001030325,"Southeastern Alabama, southwestern Georgia and northern Florida, with a single collection from western Mississippi. It grows sandy and clay soils in disturbed areas such as cultivations (e.g., peanut, cotton), roadsides, grazed pastures, forest edges, and urban waste areas at elevations from near sea level to ca. 120 m.
"
wfo-0001026883,"The native distribution of S. carolinense var. carolinense prior to European settlement in North America is not known with much precision at a local scale because of its weediness and ability to disperse and colonize areas. Based on the location data of ca. 500 herbarium specimens examined, the native distribution extends from central Florida north to New York and Massachusetts and west to Texas, Oklahoma, Kansas, and Nebraska to about the 97th meridian west. The species reaches Canada only in the southernmost areas of Ontario and Quebec Provinces (Bassett and Munro 1986; Cayouette 1972), and except for a single unverified report of the species in Mexico from the states of Sonora, Tamaulipas, and Nuevo Leon (Eberwein and Litscher 2007), we have not seen any additional evidence suggesting it occurred there as part of its native range. Recent floristic treatments and online databases record occasional occurrences in the western United States (Colorado, New Mexico, Arizona, Utah, Idaho, Washington, Oregon, and California) where some states have classified the species as a noxious weed (e.g., Arizona, California, and Nevada [USDA 2014]). The species has been introduced in many areas around the world and has been reported from Australia, Austria, Bangladesh, Canada, China, Croatia, England, France, Georgian Republic, Germany, Haiti, India, Italy, Japan, Moldova, Nepal, the Netherlands, New Zealand, Norway, South Korea, Turkey, and Ukraine (Cayouette 1972; Trapaidze 1972; D'Arcy 1974; Gazi-Baskova and Segulja 1978; Izhevskii et al. 1981; Bassett and Munro 1986; Ouren 1987; Webb et al. 1988; Park et al. 2001; Merluzzi et al. 2003; Li et al. 2006; Imaizumi et al. 2006; Eberwein and Litscher 2007; Dirkse et al. 2007; Viggiani 2008; Yasuyuki et al. 2010; Follak and Strauss 2010; Chinnusamy et al. 2011; Klingenhagen et al. 2012; Canadensys 2014). New introductions to temperate and subtropical regions around the world are expected to continue as long as agricultural crops are exported abroad from the eastern and southeastern United States. Solanum carolinense var. carolinense grows in a wide variety of conditions, from dry, well drained soils to seasonally inundated swales, fields, and river banks, from deep shade to full sun, and in sands, clays, loams, gravels, serpentine and calcareous outcrops, and the margins of coal mine and dredge spoils. It grows in various plant communities including prairies, deciduous woodlands, swamps, and pine forests, and in disturbed areas such as roadsides, grazed and mowed pastures, ditches, cultivations, urban waste areas, and utility and railroad rights of way. It has been collected from cultivations of peanuts, wheat, maize, cotton, tomato, potato, alfalfa, green beans, and soybeans. The species grows at elevations from 0-850(-1200) m.

"
wfo-0001026491,"Among shrubs on rocky slopes and near old stone fences in Peru, from Dept. La Libertad in the north to Dept. Moquegua in the south, 1100-3800 m.
"
wfo-0001029709,"Only known from cultivation, originally from the Andean region of South America (Prohens et al. 1996). It is becoming more commonly cultivated worldwide, especially in temperate regions of Asia.
"
wfo-0001022561,"Lycianthes tysoniana occurs in Panama (Provinces of Veraguas and Panamá; Comarca de San Blas), in rain forest or cloud forest, 500-1000 m. "
wfo-1000023513,"Panama (originally Chiriqui and Bocas del Toro provinces, now Ngäbe-Buglé Comarca), in lower montane rainforest, cloud forest, and disturbed primary forest, 1100-2200 m in elevation. Most specimens are from Cerro Colorado on the border of what was originally Bocas del Toro and Chiriquí provinces.
"
wfo-0001030281,"Eastern slopes of the Andes and adjacent Amazonian lowlands from Colombia to northern Bolivia and occasionally on the western Andean slopes in Ecuador at 100-1300 m.
"
wfo-0001031646,"This species is found in cloud forests and páramo in the Cordillera de Talamanca in Costa Rica and adjacent parts of Panama, 2500-3400 m."
wfo-0001027284,"West of the Andes in southwestern Colombia and northwestern Ecuador in lowland and premontane rainforest habitats, including the Mache-Chindul mountain range in northwestern Ecuador; 150-600(-1,800) m in elevation
"
wfo-0001030949,"In the mountains of eastern Africa in Ethiopia, Kenya, Uganda, and the Democratic Republic of the Congo.It grows in montane forests, bamboo forests; often in open areas and forest edges; 1500-3700 m elevation.
"
wfo-1000033128,"Mexico (state of Chiapas), in cloud forest, often in Oak forest, sometimes associated with Pinus, Abies, Magnolia, or Podocarpus, sometimes near disturbed areas, such as milpas, from 2000-3000 m in elevation.
"
wfo-0001026539,"Native to deciduous forests, grasslands, and humid montane forests in Mexico (States of Chiapas, Colima, Durango, Guanajuato, Guerrero, Jalisco, Michoacá;n, Morelos, Nayarit, Sinaloa, and Zacatecas), 0-2000 m.
"
wfo-0001028934,"Common in disturbed areas and forest gaps from central Mexico through Central America and the Caribbean into northwestern South America at 100 -1600 (2900) m.
"
wfo-0001027880,"Costa Rica, Panama, Colombia, Venezuela, Ecuador, and Peru as an epiphyte on tree trunks in rain and cloud forest habitats; (200-)800-2,600 m in elevation.
"
wfo-0001032507,"Commonly cultivated vine, most cultivated plants are apparently female-sterile clones and do not set fruit. Native to Central American wet forests from southern Mexico to Panama, 400-2200 m.
"
wfo-0001030155,"Native to moist forests along western Andean slopes of Ecuador (Manabí) and Peru (Cajamarca, La Libertad, Tumbes); 200-900 m.
"
wfo-0001027125,"Cloud forests of Honduras (Lempira, Comayagua), Nicaragua (Estelí), and Guatemala (Alta Verapaz and Huehuetenango) from 900-2550 m.
"
wfo-0001028147,"Native to deciduous forests of southern Mexico (States ofChiapas, Guerrero, Oaxaca, and Puebla); 10-1400 m.
"
wfo-0001030803,"Native to deciduous forests in Mexico (Chiapas, Guerrero, Oaxaca), Guatemala (Chiquimula, Zacapa, Jalapa), and Honduras (Comayagua, La Paz); 0-1100 m.
"
wfo-0001026490,"Endemic to the Amotape-Huancabamba zone of southern Ecuador and northern Peru and grows in the understory of montane forests and disturbed roadside and pasture vegetation, 1900-3000 m in elevation. The areas where Solanum baretiae has been collected are seasonally dry.
"
wfo-0001029150,Endemic to the Pacific lowlands and low mountains of western Ecuador; 100-600(-850) m in elevation.
wfo-0001025856,"Native to areas of mata atlantica or Selva Paranäense in Argentina (Province of Misiones), Brazil (States of Bahia, Distrito Federal, Espírito Santo, Mato Grosso, Minas Gerais, Paraná;, Rio de Janeiro, São Paulo) and Paraguay (Provinces of Alto Paraná;, Canindeyú, San Pedro), 100-950 m.
"
wfo-0001031729,"Amazonia in Coombia, Ecuador, Peru, Bolivia and Brazil, usually in flooded forest (igapó or tahuampa), but occasionally in terra firme forests, 100-450 m."
wfo-0001429595,"Solanum marmoratum is endemic to Argentina (Provs. Catamarca, La Pampa, La Rioja, San Luis); we expect it also to be found in Mendoza, because several collections are known from Desaguadero (San Luis), a locality very close to the provincial border that crosses through uniform habitat. In shady areas in Prosopis (Leguminosae) woodlands and at the edges of arable fields; it usually grows under trees and shrubs with a number of other herbaceous plants, from 200 to 1,400 m elevation."
wfo-0001027539,"Solanum dianthum occurs in the Andes of southern Peru (Dept. Cusco) and northern Bolivia (Depts. Cochabamba, La Paz, Santa Cruz); in cloud forests, cloud forest margins and open grasslands at the edges of forests, often in tree falls or roadsides, from 1,640 to 3,900 m elevation."
wfo-0001027189,"Endemic to central Argentina in San Luis province, along the road from Concará;n to Santa Rosa; known from a single population in Prosopis forest at ca. 800 m elevation.
"
wfo-0001022464,"In Asia Lycianthes oliveriana occurs only in Indonesia on the Maluku Islands (Seram [Maluku] and Halmahera [Maluku Utara]) but is widespread on the island of New Guinea in both Papua New Guinea and Indonesia. Lycianthes oliveriana grows in lowland to montane and premontane rainforests, from almost sea level to 2,300 m elevation. On New Guinea this wide elevational range is accompanied by much variation in leaf size and shape."
wfo-0001029599,"Solanum miyakojimense occurs from the southernmost Ryuku Islands of Miyako and Irabu (Okinawa prefecture) to the island of Ponso no Tao (Lan Yu or Orchid Island) off the southeastern coast of Taiwan to the islands of the Batanes group in the Philippines. Solanum miyakojimense occurs in rocky coastal areas, often on coral bluffs (Hsu et al. 2007) near sea level; often occurring in sea spray."
wfo-0001028138,"Solanum glandulosipilosum is known from southern Bolivia (Provs. Chuquisaca and Tarija) and northern Argentina (Depts. Jujuy, Salta and Tucumán); in moist forests, often in somewhat disturbed sites, from 350 to 2,640 m elevation."
wfo-0001028674,"Eastern Brazil from Pernambuco and the Distrito Federal to Rio de Janeiro, in disturbed areas and forest margins in littoral forests, cerrados and restingas, in sandy or calcareous soils, from 500-1500 m."
wfo-0001027432,"Endemic to Brazil in the states of Bahia, Distrito Federal, Góias, Minas Gerais, Pernambuco, Rio de Janeiro and São Paulo, in disturbed areas of forest margins and in cerrado, in clay soils from 500-1500 m."
wfo-0001030810,"Endemic to Chile [Insula San Ambrosio, Regions II (Antofagasta), III (Atacama) and IV (Coquimbo)]. Arid, rocky or gravelly slopes, quebradas and coastal lomas formations, 20-2200 m in altitude."
wfo-0001029524,"Endemic to Venezuela, occurring in secondary growth and disturbed areas in deciduous and subhumid forests, principally in montane regions from 200-2000 m, but occasionally occurring at lower elevations (to sea level)."
wfo-0001032299,"Southeastern Brazil in the states of Minas Gerais, Rio de Janeiro and São Paulo, in forests and forest margins from 1100 to 2100 m."
wfo-0001429757,"Restricted to southern Bolivia in the department of Potosí, province of Nor Chichas, north of Santiago de Cotagaita."
wfo-0001026397,"Disturbed roadsides and forest edges in the eastern arm of the Andes in the Colombian departments of Boyaca, Santander, and Norte del Santander and throughout the mountains in the northwest of Venezuela at (100) 500-2600 m in elevation. It does not appear to enter the Maracaibo lowlands, the Gran Sabana, or the Guiana Shield.
"
wfo-0001025850,"Southern Chile and adjacent Argentina, in Nothofagus forest and forest margins in from sea level to the summit of the Andes at ca. 3000 m."
wfo-0001025783,"Southern Ecuador in the provinces of Loja and Azuay, between Loja and Cuenca.
"
wfo-0001031007,"Endemic to the Andes of northern Peru south of the Huancabamba Depression around the middle Río Marañon valley, from 2500 to 3250 m. Solanum sanchez-vegae occurs in cloud forest, montane forest (ceja de selva and jalca).
"
wfo-0001031185,"In boreal regions of China, from sea level to 1200 m; it perhaps extends to adjacent Mongolia but all specimens seen so far are from the Chinese Autonomous Region of Nei Mongol, previously known as Inner Mongolia. Its southerly distribution overlaps with S. pittosporifolium, from which it is sometimes difficult to distinguish. Growing in open areas and secondary forests.
"
wfo-0001031885,"Endemic to the Sierra Madre Occidental in the State of Chiapas, Mexico, in evergreen humid forests at elevations from 1,800 to 1,900 m. Most collections are from the El Triunfo Biosphere Reserve.
"
wfo-0001028885,"Disjunct between Azuay province in southern Ecuador and the type locality in the valley of the Río Urubamba in the Department of Cusco in southern Peru (Mesa Pelada), from 2400-2600 m. Cloud forests.
"
wfo-0001029065,"In disturbed habitats including roadsides, forest gaps, and river sides in the eastern Andean foothills and adjacent lowlands from northern Ecuador through Peru to Cochabamba Department, Bolivia with some collections from the Amazon Basin in Peru and Ecuador at 200-2500 m.
"
wfo-0001027548,"In northern South America in the coastal ranges of Colombia and Venezuela, extending to the Andes in Venezuela, growing in cloud forests from 2200 to 3300 m."
wfo-0001031333,"Known only from southern Mexico in the states of Puebla, Oaxaca and Veracruz from 1600-1900 m. Occurs in mesophyllous forests and oak-pine-<em>Liquidambar</em> L. (Hamamelidaceae) forests on steep slopes with rich soils.
"
wfo-0001032465,"In forests and forest margins from the cerrados of the Federal District to Rio Grande do Sul, Brazil, from 500-1200 m.
"
wfo-0001026754,"Known only from the montane forests (dominated by Juglans and Podocarpus) of the Altos de Calilegua in the foothills of the Andes in the Province of Jujuy, Argentina, 1600-1700 m; possibly also occurring (sterile voucher only) in similar forests in adjacent Bolivia."
wfo-0001028667,"Only known from the forests of southeastern Brazil from São Paulo to Rio Grande do Sul, occurring in Atlantic rainforest, Araucaria forests and in secondary forests from 800-1600 m."
wfo-0001026352,"Occurs in widely separated and isolated populations along the Andes from central Ecuador into Colombia, from 1600 to 2500 m. Montane forests and forest margins.
"
wfo-0001027714,"From central Mexico (Estado Colima) to Nicaragua, in deciduous and evergreen forests from almost sea level to 2100 m.
"
wfo-0001025902,"In chaco vegetation along streams and rivers, in thickets and in open vegetation in the Río de la Plata drainage from Buenos Aires, Argentina and adjacent Uruguay to the upper Río Pilcomayo in Paraguay, and in coastal Brazil from Bahia south to Rio Grande do Sul, from 0-700 m elevation. Solanum amygdalifolium is also cultivated outside of its native range for its showy flowers (Bolivia, Andean Argentina)."
wfo-0001029006,"Native to southeastern Brazil from the states of Minas Gerais to Rio Grande do Sul to the mouth of the Río de la Plata in Argentina and Uruguay, in Atlantic rainforest, Araucaria forests, gallery forests and open forest margins, from nearly sea level to above 500 m elevation; widely cultivated worldwide in both temperate and subtropical zones, often escaped and naturalized."
wfo-0001022277,"Mexico (Chiapas) and Guatemala (Quetzaltenango, San Marcos, Suchitepéquez), sometimes on sand formations, in tropical moist forest or cloud forest, 1500-2400 m in elevation.
"
wfo-0001022278,"Mexico (Chiapas) and Guatemala (Quetzaltenango, San Marcos, Suchitepéquez), sometimes on sand formations, in tropical moist forest or cloud forest, 1500-2400 m in elevation.
"
wfo-0001030053,"In the Atlantic rainforests and seasonal deciduous forests of southeastern Brazil from São Paulo to Rio Grande do Sul at elevations to 750 m; one collection from Misiones, Argentina (Ekman 1975 cited in Morton, 1976) may be from a cultivated plant."
wfo-0001027961,"In forests and along forest margins and riversides from coastal Brazil inland to Paraguay, from 40-1800 m."
wfo-0001026407,"In Andean Ecuador and Peru, growing in montane forests, páramos and páramo margins (“ceja de selva” or “jalca”), from 2500 to 3700 m elevation, most commonly collected around 3000 m."
wfo-0001029156,"In the Andes of Colombia (Depts. Antioquia, Cundinamarca and Nariño) and Venezuela (from the Colombian border to the Federal District around Caracas); 1500 to 3200 m. Cloud forests, forest margins.
"
wfo-0001031144,"Probably native to dry forests and thorn scrub of the islands of the West Indies and coastal northern South America in Colombia and Venezuela, but widely cultivated in the tropics and subtropics."
wfo-0001026604,"Endemic to Cuba, where it is found in forests and forest edges at low to middle elevations."
wfo-0001029437,"Endemic to Brazil, occurring in Bahia, northern Minas Gerais and Sergipe in campos rupestres, restingas and forest edges, from 0-800 m."
wfo-0001027236,"Endemic to southeastern Brazil (Espírito Santo and Rio de Janeiro), occurring in sandy soils in restingas, openings in forest, coastal dunes and secondary habitats, from 0-200 m."
wfo-0001027850,"Widespread and abundant species in southern Mexico, Central America and across northern South America to Trinidad, occurring in disturbed areas and clearings in rainforest on clayey soils, at elevations from 40-1500 m."
wfo-0001032303,"Widely distributed from Costa Rica to northern Brazil. It occurs in secondary growth and open areas in lowland forests and on slopes in montane forests, from 150-3000 m."
wfo-0001027437,"Endemic to southeastern Brazil in the states of Minas Gerais, Rio de Janeiro and São Paulo at elevations above 800 m, growing in open areas and clearings in coastal rainforests. "
wfo-0001031707,"Tropical wet forest to humid cloud forest, in deep shade or forest edges from 100-2800 m. In Andean region from Colombia and Venezuela to Bolivia. "
wfo-0001026889,"In Florida in the vicinity of the Suwannee, Apalachicola, and Aucilla Rivers in the Gulf Coast region and near the Atlantic coast in the northeastern part of the state. The variety is also known from several localities in the coastal plain of Georgia. It often grows in moist areas and on sandy river banks, but also in slash pine-palmetto woodlands and roadsides. The variety grows at elevations from sea level to ca. 10 m.
"
wfo-0001031569,"Brazil (Tocantins, Distrito Federal, Goiás, Espírito Santo, Mis Gerais, Rio de Janeiro, São Paulo)."
wfo-0001030820,"Brazil (Bahia, Espírito Santo, Minas Gerais)."
wfo-0001025503,"Catamarca & Tucuman, Argentina"
wfo-0001025491,"Catamarca & La Rioja, Argentina"
wfo-0001025490,Catamarca (Argentina)
wfo-0001025498,La Rioja (Argentina)
wfo-0001025488,"Catamarca & La Rioja, Argentina"
wfo-0001025497,"Cordoba & La Rioja, Argentina"
wfo-0001025500,"Mendoza & San Juan, Argentina"
wfo-0001025492,"Dept. Pocito: Ruta 40, km 129, cerca del limite con el Dept. Sarmiento, San Juan (Argentina)"
wfo-0001025495,"Dept. Belgrano: Parque Nacional Sierra de Las Quijadas, El Mirador, ca. 8 km al W de Hualtarán, 32°27'S, 66°53'W, 700 m, San Luis (Argentina)"
wfo-0001024854,"Texas (South-Central U.S.A., Northern America)"
wfo-0001019870,"Venezuela (Northern South America, Southern America)"
wfo-0001019800,"Bolivia (Western South America, Southern America)"
wfo-0001019825,"""australiore"", Brazil (Southern America)"
wfo-0001019793,"Amazonas (Brazil, Southern America)"
wfo-0001019822,Brazil.
wfo-0001019807,Brazil (Southern America)
wfo-0001025581,Brazil (Southern America)
wfo-0001019899,Brazil.
wfo-0001019369,"Sao Paulo (Brazil, Southern America)"
wfo-0001019367,"Sao Paulo (Brazil, Southern America)"
wfo-0001025371,Chile
wfo-0001025400,Chile
wfo-0001025411,Chile
wfo-0001025397,Chile
wfo-0001024915,"Edge of forest, vicinity of El General, 1160 m, San José (Costa Rica, Central America, Southern America)"
wfo-0001021319,"Mexico & Michoacan, Mexico (Northern America)"
wfo-0001024881,"Morelos (Mexico, Northern America)"
wfo-0001025028,Mexico (Northern America)
wfo-0001024999,"Puebla (Mexico, Northern America)"
wfo-0001024835,Mexico (Northern America)
wfo-0001020875,Brazil (Southern America)
wfo-0001019827,"Panama (Central America, Southern America)"
wfo-0001025421,"Cuzco (Peru, Western South America, Southern America)"
wfo-0001019834,"San Martín (Peru, Western South America, Southern America)"
wfo-0001019838,Surinam
wfo-0001024590,"Florida (Southeastern U.S.A., Northern America)"
wfo-0001024848,"Missouri (North-Central U.S.A., Northern America)"
wfo-0001024862,"Santa Fe, New Mexico (South-Central U.S.A., Northern America)"
wfo-0001024680,"New Mexico (South-Central U.S.A., Northern America)"
wfo-0001019850,Venezuela.
wfo-0001022834,"Bolivia (Western South America, Southern America)"
wfo-0001025610,"Guerrero (Mexico, Northern America)"
wfo-0001022058,"Isabela I. (Galapagos Is.), Ecuador (Western South America, Southern America)"
wfo-0001022595,Argentina.
wfo-0001021893,"Ayabaca (Piura, Peru, Western South America, Southern America)"
wfo-0001021936,"Chinac-La Pampa (Guzmango), 2300 m, Contumazá (Cajamarca, Peru, Western South America, Southern America)"
wfo-0001019337,Western Australia.
wfo-0001019649,Mexico (Northern America)
wfo-0001019706,"Peru (Western South America, Southern America)"
wfo-0001019719,"Otuzco (La Libertad, Peru, Western South America, Southern America)"
wfo-0001019723,"Santa Cruz County (Arizona, Southwestern U.S.A., Northern America)"
wfo-0001019734,"Prov. San Ignacio: alrededores del anexo San Francisco¹(ca. a El Chaupe), 1460 m, Cajamarca (Peru, Western South America, Southern America)"
wfo-0001019755,"Ecuador (Western South America, Southern America)"
wfo-0001019792,"Oriente, Cuba (Caribbean, Southern America)"
wfo-0001019794,America meridionali
wfo-0001019823,"Cuba (Caribbean, Southern America)"
wfo-0001019826,"Puerto Rico (Caribbean, Southern America)"
wfo-0001019837,"Cuba (Caribbean, Southern America)"
wfo-0001019863,"Cuba (Caribbean, Southern America)"
wfo-0001019866,"Jamaica (Caribbean, Southern America)"
wfo-0001019869,"Jamaica (Caribbean, Southern America)"
wfo-0001019889,"Jamaica (Caribbean, Southern America)"
wfo-0001019891,"Cuba (Caribbean, Southern America)"
wfo-0001019907,"Jamaica (Caribbean, Southern America)"
wfo-0001019938,"Rio Grande do Sul (Brazil South, Brazil, Southern America)"
wfo-0001019940,Brazil South (Santa Catarina).
wfo-0001019955,"Rio Grande do Sul (Brazil South, Brazil, Southern America);Misiones (Argentina Northeast, Southern South America, Southern America);Corrientes (Argentina Northeast, Southern South America, Southern America);Paraguay (Southern South America, Southern America);"
wfo-0001020271,"Haiti (Caribbean, Southern America)"
wfo-0001020276,"Dominican Republic (Caribbean, Southern America)"
wfo-0001020337,Santo Domingo
wfo-0001020341,"Bahamas (Caribbean, Southern America)"
wfo-0001020346,"Haiti (Caribbean, Southern America)"
wfo-0001020349,"Venezuela (Northern South America, Southern America)"
wfo-0001020364,"Haiti (Caribbean, Southern America)"
wfo-0001020374,"Haiti (Caribbean, Southern America)"
wfo-0001020399,"Guatemala (Central America, Southern America)"
wfo-0001020400,Santo Domingo
wfo-0001020427,"Costa Rica (Central America, Southern America)"
wfo-0001020430,"Eastern Cordillera, eastern slope of Paramo del Hatico, from Toeldo to Pamplona, 2900 m, Santander (Colombia, Western South America, Southern America)"
wfo-0001020433,"Colombia (Western South America, Southern America)"
wfo-0001020441,"Parque Nacional Guaramacal, Quebrada El Pollo, Bocono, S of the cloud forest, 2200 m, Trujillo (Venezuela, Northern South America, Southern America)"
wfo-0001020453,"Cuba (Caribbean, Southern America)"
wfo-0001020466,"Haiti (Caribbean, Southern America)"
wfo-0001020473,"Peru (Western South America, Southern America)"
wfo-0001020476,"Cuba (Caribbean, Southern America)"
wfo-0001020482,"Guatemala (Central America, Southern America)"
wfo-0001020505,"Haiti (Caribbean, Southern America)"
wfo-0001020507,Mexico (Northern America)
wfo-0001020521,"Costa Rica (Central America, Southern America)"
wfo-0001020534,"Colombia (Western South America, Southern America)"
wfo-0001020535,Mexico.
wfo-0001020537,"Junín (Peru, Western South America, Southern America)"
wfo-0001020550,"Paraguay (Southern South America, Southern America)"
wfo-0001020568,"Haiti (Caribbean, Southern America)"
wfo-0001020576,"Haiti (Caribbean, Southern America)"
wfo-0001020581,"Santo Domingo, Dominican Republic (Caribbean, Southern America)"
wfo-0001020582,"Colombia (Western South America, Southern America)"
wfo-0001020584,"Haiti, Santo Domingo"
wfo-0001020589,"Costa Rica (Central America, Southern America)"
wfo-0001020594,"Centenela, Montanas de Ila, 12 km E of Patricia Pilar,¹virgin rain forest, 550-650 m, 79°19'W, 0°34'S, Pichincha (Ecuador, Western South America, Southern America)"
wfo-0001020599,"Colombia (Western South America, Southern America)"
wfo-0001020602,Salta (Argentina)
wfo-0001020604,"Junín (Peru, Western South America, Southern America)"
wfo-0001020646,"Colombia (Western South America, Southern America)"
wfo-0001020657,"Haiti (Caribbean, Southern America)"
wfo-0001020661,"Loreto (Peru, Western South America, Southern America)"
wfo-0001020668,"Guatemala (Central America, Southern America)"
wfo-0001020682,"Tolima (Colombia, Western South America, Southern America)"
wfo-0001020685,"Haiti (Caribbean, Southern America)"
wfo-0001020696,"Nariño (Colombia, Western South America, Southern America)"
wfo-0001020702,Dominican Republic.
wfo-0001020703,"Veracruz (Mexico, Northern America)"
wfo-0001020705,"Haiti (Caribbean, Southern America)"
wfo-0001020714,"Guatemala (Central America, Southern America)"
wfo-0001020722,"Venezuela (Northern South America, Southern America)"
wfo-0001020723,"Dominican Republic (Caribbean, Southern America)"
wfo-0001020739,"Colombia (Western South America, Southern America)"
wfo-0001020742,Locality unknown
wfo-0001020746,"Eastern cordillera, vicinity of Charta, 2000-2600 m, Santander (Colombia, Western South America, Southern America)"
wfo-0001020751,"Cajamarca (Peru, Western South America, Southern America)"
wfo-0001020754,"Guatemala (Central America, Southern America)"
wfo-0001020755,Lower California
wfo-0001020769,"Venezuela (Northern South America, Southern America)"
wfo-0001020799,"Colombia (Western South America, Southern America)"
wfo-0001020806,"Cuba (Caribbean, Southern America)"
wfo-0001020807,"Haiti (Caribbean, Southern America)"
wfo-0001020811,"Costa Rica (Central America, Southern America)"
wfo-0001020823,"Peru (Western South America, Southern America)"
wfo-0001020851,"Colombia (Western South America, Southern America)"
wfo-0001020852,"Bolivia (Western South America, Southern America)"
wfo-0001020860,"Dist. Rangel, trail from La Negrita downstream towards¹Puente de La Escalera, montane cloud forest, 2550-2950 m, Mérida (Venezuela, Northern South America, Southern America)"
wfo-0001020861,"Caracas, Venezuela"
wfo-0001020867,"Colombia (Western South America, Southern America)"
wfo-0001020877,Brazil (Southern America)
wfo-0001020887,"Guatemala (Central America, Southern America)"
wfo-0001020890,"Bolivia (Western South America, Southern America)"
wfo-0001020893,"Haiti (Caribbean, Southern America)"
wfo-0001020898,Para (Surinam)
wfo-0001020900,"Costa Rica (Central America, Southern America)"
wfo-0001020913,Mexico (Northern America)
wfo-0001020926,"Cuba (Caribbean, Southern America)"
wfo-0001020941,"Dist. Perija, headwaters of Rio Guasare, along¹International boundary, 2700-3300 m, 10°23'7.8""N,¹72°52'42.5""W, Zulia (Venezuela, Northern South America, Southern America)"
wfo-0001020953,Santo Domingo
wfo-0001020956,"Cuba (Caribbean, Southern America)"
wfo-0001020993,"Haiti (Caribbean, Southern America)"
wfo-0001020995,"Haiti (Caribbean, Southern America)"
wfo-0001021005,"Yucatán (Mexico, Northern America)"
wfo-0001021025,The species is an eastern group of populations largely restricted to the Rolling Plains of north-central Texas and adjacent Oklahoma.
wfo-0001021027,"Texas (South-Central U.S.A., Northern America)"
wfo-0001021035,"Texas (South-Central U.S.A., Northern America)"
wfo-0001021040,Mexico (Northern America)
wfo-0001021065,Australia (W. Australia).
wfo-0001021066,"Limón (Costa Rica, Central America, Southern America)"
wfo-0001021068,"Colombia (Western South America, Southern America)"
wfo-0001021073,"Chocó (Colombia, Western South America, Southern America)"
wfo-0001021074,"Peru (Western South America, Southern America)"
wfo-0001021076,Colombia.
wfo-0001021078,"Ecuador (Western South America, Southern America)"
wfo-0001021083,"Colombia (Western South America, Southern America)"
wfo-0001021089,"Colombia (Western South America, Southern America)"
wfo-0001021100,Australia (W. Australia).
wfo-0001021324,Mexico.
wfo-0001021356,Mexico (Northern America)
wfo-0001021360,"Sinaloa (Mexico, Northern America)"
wfo-0001021374,America
wfo-0001021403,"Bolivia (Western South America, Southern America)"
wfo-0001021405,"Colombia (Western South America, Southern America)"
wfo-0001021406,"Parque Nacional Podocarpus, Cajanuma, 3400 m, Loja (Ecuador, Western South America, Southern America)"
wfo-0001021410,"Magdalena (Colombia, Western South America, Southern America)"
wfo-0001021413,"Trujillo (Venezuela, Northern South America, Southern America)"
wfo-0001021490,Northern Territory.
wfo-0001021607,"Bolivia (Western South America, Southern America)"
wfo-0001021622,Argentina
wfo-0001021633,"Depto. Cochinoca, Rachaite, Jujuy (Argentina)"
wfo-0001021637,Chile
wfo-0001021639,"Tacna (Peru, Western South America, Southern America)"
wfo-0001021829,Oman.
wfo-0001021919,"Prov. Huallaga: La Tablacha, entre Atuen y La Morada, 3000-3400 m, San Martín (Peru, Western South America, Southern America)"
wfo-0001021928,"Distr. Salpo: abajo de Piedra Gorda (camino Salpo-Samne), 2670 m, Otuzco (La Libertad, Peru, Western South America, Southern America)"
wfo-0001021931,"Otuzco (La Libertad, Peru, Western South America, Southern America)"
wfo-0001021941,"Otuzco (La Libertad, Peru, Western South America, Southern America)"
wfo-0001021951,Chile
wfo-0001021955,Argentina.
wfo-0001021959,Argentina
wfo-0001021967,Argentina
wfo-0001021977,"Salta, Santiago del Estero, Tucuman, Argentina"
wfo-0001021978,Argentina
wfo-0001021982,Argentina
wfo-0001021994,"San Marcos (Cajamarca, Peru, Western South America, Southern America)"
wfo-0001021995,"Huarochiri (Lima, Peru, Western South America, Southern America)"
wfo-0001022000,"Cerro Aypate, 2660 m, Ayabaca (Piura, Peru, Western South America, Southern America)"
wfo-0001022001,"Distr. Salpo: Ruta Salpo-Samne (abajo de Piedra Gorda), 2780 m, Otuzco (La Libertad, Peru, Western South America, Southern America)"
wfo-0001022005,"Bolognesi, hwy from Pativilea to Recuay and Huaraz, km 90, town of Cajacay, 2540 m, open sun, roadsie, Ancash (Peru, Western South America, Southern America)"
wfo-0001022006,Peru.
