Wfo,Conservation
wfo-0001032286,"EOO = 45,572 km2 [LC – Least Concern]; AOO = 40 km2 [EN –Endangered]. Although Solanum vanuatuense occurs on six islands in the archipelago, its coastal habitat is almost certainly threatened by human activities. We assign a preliminary status of EN (B2a,b) due to the fragmented nature of populations on different islands and threats to coastal habitats."
wfo-0001032453,"Domesticated
"
wfo-0001025847,"Least Concern [LC]. EOO = 1,349,765 km2 [LC]; AOO = 1,596 km2 [VU]. Solanum aloysiifolium is a common and widespread species that occurs in several protected areas in both Bolivia and Argentina. It grows in large stands in disturbed areas over its entire range. The small AOO certainly reflects collecting and georeferencing deficit."
wfo-0001029053,"Needs revision.
"
wfo-0001028583,"Endangered (Wagner et al. 1999).
"
wfo-0001031701,"Preliminary conservation status (IUCN 2014). Least Concern (LC). EOO 21,154,570 km2 (LC), AOO 2,316 km2 (NT). Solanum terminale is widespread across continental Africa in a wide variety of habitats, and occurs in several protected areas. The near threatened status suggested by the AOO calculation is likely due to collection bias; S. terminale is a very common plant. Genetic differentiation across this wide range, however, may be important for population level conservation or national conservation priorities.
"
wfo-0001022271,"Lycianthes caeciliae is a Mexican species of vulnerable cloud forest habitat in the state of Veracruz that is known from only four locations, with only one in a protected area (La Cortadura Ecological Reserve). The EOO is 149.767 km2, and the AOO is 12 km2. Following the IUCN (2019) criteria, the preliminary assessment category is Endangered (EN).
"
wfo-0001032335,"Solanum verecundum is a relatively common species with a broad distribution along the eastern slopes of the Andes and can be considered of Least Concern (IUCN 2001).
"
wfo-0001025895,"Near-threatened (NT) B1, 2a, b (ii, iii); EOO 20,663 km<sup>2</sup> (NT); AOO 40 km<sup>2</sup> (EN). Although the large extent of occurrence (> 20,000 km2) places S. amorimii out of the vulnerable category, the small number of locations (5-10) and the fragmentation of its forest habitat mean it is of some conservation concern. Populations occur within several private protected areas (in Minas Gerais the only population is within a private reserve) so the species is afforded some protection. On the other hand, the known collections suggest the species is restricted to pristine sites, which are becoming increasingly rare. As with all Geminata species, it is possible that more populations remain to be collected; these plants are inconspicuous in the deep forest understory and usually occur in small, sparsely distributed populations.
"
wfo-0001022433,"Lycianthes manantlanensis is a widespread species ranging from western Mexico to El Salvador, represented by 29 collections and occurring in three Mexican protected areas (Sierra Manantlá;n, La Sepultura, and El Triunfo). The EOO is 198,390.562 km2, and the AOO is 104 km2. Based on the IUCN (2019) criteria, the preliminary assessment category is Least Concern (LC).
"
wfo-0001022489,"Lycianthes purpusii is a widespread species ranging from southern Mexico to Honduras, represented by 92 collections and occurring in eight protected areas. The EOO is 91,196.026 km2, and the AOO is 328 km2. Based on the IUCN (2019) criteria, the preliminary assessment category is Least Concern (LC).
"
wfo-0001022279,"Lycianthes chiapensis var. sparsistellata is a widespread variety of cloud forest habitat ranging from Mexico to Nicaragua, represented by 23 collections and occurring in five protected areas. The EOO is 156,415.154 km2, and the AOO is 84 km2. Based on the IUCN (2019) criteria, the preliminary assessment category is Least Concern (LC).
"
wfo-0001022334,"Lycianthes gorgonea is a species of lowlands of southern Mexico, Guatemala, and Belize, represented by 31 collections and occurring in six protected areas. The EOO is 79,973.926 km2, and the AOO is 108 km2. Based on the IUCN (2019) criteria, the preliminary assessment category is Least Concern (LC).
"
wfo-0001029751,"Solanum neei is a species of open and somewhat disturbed habitats (as are many 'spiny solanum' species) and seems to be fairly evenly distributed within its area (Fig. 4). The species has been regularly collected to date. Although not usually common where it occurs, it is not a species of immediate conservation concern. Applying the criteria of the IUCN (http://www.iucn.org/) suggests its conservation status should be 'Least Concern' (LC).
"
wfo-0001022547,"Lycianthes surotatensis is a locally common species with a disjunct distribution, ranging from central and western Mexico to southern Mexico, represented by 38 collections and occurring in two protected areas. The EOO is 497,854.619 km2, and the AOO is 132 km2. Based on the IUCN (2019) criteria, the preliminary assessment category is Least Concern (LC).
"
wfo-0001028467,"(IUCN 2016). LC (Least Concern). EOO = 1,837,020 km2 (LC – Least Concern); AOO = 1,052 km2 (VU- Vulnerable). Based on its wide distribution S. houstonii is not of immediate conservation concern, but populations across Mexico exhibit significant heterogeneity in morphology that is presumably also reflected in genetic variability."
wfo-0001022369,"Lycianthes jalicensis is currently only known from the state of Jalisco, Mexico, represented by 27 collections, only two from protected areas. The EOO is 6,855.367 km2, and the AOO is 92 km2. Unfortunately, the lands where this species grows are vulnerable due to recent land use changes. Based on the IUCN (2019) criteria, the preliminary assessment category is Vulnerable (VU).
"
wfo-0001032206,"Solanum umtuma is a species of open and somewhat disturbed habitats (as are many prickly solanum species) and occupies an area of approximately 8000 km<sup>2</sup> and appears to be relatively evenly distributed within that area (Fig. 3 in Vorontsova & Knapp 2012). Although not normally common where it occurs, it is not a species of immediate conservation concern.
"
wfo-0001339613,"Lycianthes venturana is a rarely collected species of eastern Mexico, represented by 8 collections, none of which is from a protected area. The EOO is 2,022.587 km2, and the AOO is 32 km2. Based on the IUCN (2019) criteria, the preliminary assessment category is Endangered (EN).
"
wfo-1000005226,"Lycianthes mariovelizii is a widespread but poorly collected species ranging from southern Mexico to Nicaragua, represented by only nine collections and occurring in eight protected areas. The EOO is 87,389.609 km2, and the AOO is 32 km2. Based on the IUCN (2019) criteria, the preliminary assessment category is Least Concern (LC)."
wfo-0001022224,"Lycianthes arrazolensis is a widespread species ranging from southern Mexico to Nicaragua, represented by 193 collections and occurring in eight protected areas. The EOO is 380,617.675 km2, and the AOO is 676 km2. Following the IUCN (2019) criteria, the preliminary assessment category is Least Concern (LC).
"
wfo-0001022556,"Lycianthes tricolor is a widespread species ranging from southwestern Mexico to El Salvador, represented by 82 collections and occurring in seven protected areas. The EOO is 22,404.475 km2, and the AOO is 308 km2. Based on the IUCN (2019) criteria, the preliminary assessment category is Least Concern (LC).
"
wfo-0001022478,"Lycianthes pilifera is a common species of the cloud forests of Oaxaca, represented by 61 collections, none of which is from a protected area. The EOO is 4,808.353 km2, and the AOO is 192 km2. Based on the EOO and AOO areas, and following the IUCN (2019) criteria, the preliminary assessment category is Endangered (EN).
"
wfo-0001022494,"Lycianthes quichensis is a rare species of Mexico and Guatemala, represented by 38 collections and occurring in seven protected areas. The EOO is 22,627.703 km2, and the AOO is 148 km2. Based on the IUCN (2019) criteria, the preliminary assessment category is Endangered (EN).
"
wfo-0001339614,"Lycianthes michaelneei is a rarely collected species of eastern Mexico, represented by only six collections, only one from a protected area (Pico de Orizaba). The EOO is 181.413 km2, and the AOO is 24 km2. Based on the IUCN (2019) criteria, the preliminary assessment category is Endangered (EN).
"
wfo-0001022234,"Lycianthes barbatula is a rarely collected species of Mexico and Guatemala, represented by only 11 collections, only one of which is from a protected area (Cuenca del Lago Atitlá;n, Guatemala). The EOO is 20,500.215 km2, and the AOO is 28 km2. Following the IUCN (2019) criteria, the preliminary assessment category is Endangered (EN).
"
wfo-0001022292,"Lycianthes connata is a cloud forest species of Oaxaca, Chiapas and Guatemala, represented by 27 collections, four of which are from two protected areas. The EOO is 71,681.613 km2 and the AOO is 92 km2. Based on the IUCN (2019) criteria, the preliminary assessment category is Least Concern (LC).
"
wfo-0001022465,"Lycianthes orogenes is a rarely collected species of Mexico and Guatemala, represented by only five collections, none of which is from a protected area. The EOO is 19,783.690 km2, and the AOO is 20 km2. Based on the IUCN (2019) criteria, the preliminary assessment category is Endangered (EN).
"
wfo-0001028548,"Possibly extinct.
"
wfo-0001028299,"(IUCN 2019). Data Deficient (DD). Known only from the type collection, probably collected between 1875 and 1877 (see below). No locality or habitat information was recorded which makes the recollection of this plant a priority."
wfo-0001028399,"Unfortunately, S. hillebrandii is likely extinct. It was last collected in 1919, and though not exhaustive, a week of focused searching by me on the islands of Lanai and Maui in 2008 failed to turn up any specimens."
wfo-0001022457,"Lycianthes nitida is a widespread species ranging from southern Mexico to Costa Rica, represented by 94 collections and occurring in 10 protected areas. The EOO is 564,238.851 km2, and the AOO is 352 km2. Based on the IUCN (2019) criteria, the preliminary assessment category is Least Concern (LC).
"
wfo-0001026317,Solanum argentinum is a widespread and weedy species. It can be assigned a preliminary conservation status of Least Concern (LC).
wfo-0001032367,"Least Concern(LC); an invasive weed, often noxious.
"
wfo-0001347654,"Endangered (EN) B2 a,b (iii, iv). Populations of Solanum mellobarretoi are known from ten distinct localities in the Serra do Caraça and the Serra do Cipó, Minas Gerais, almost all collected in the last century without precise locality data. In the Serra do Caraça, a private protected area, the species has not been collected since 1997, even with an intensive inventory recently carried out. Although the Serra do Cipó is a National Park, it often suffers from disturbances such as fire and degradation with increasing tourism in the region. Applying the criteria of geographic range, we suggest the species must be treated as Endangered, because of its restricted geographic distribution (EOO < 380 km2, AOO < 16 km2) and decreased habitat quality."
wfo-0001429693,"Vulnerable (VU). EOO = 7,766 km2 (VU - vulnerable); AOO = 28 km2 (EN - endangered). Solanum hydroides is known from only three disjunct localities and is represented by only one collection in one of them (i.e. Serra do Toma Vento, Mun. Santa Teresa, Espírito Santo State). All other specimens were found in vegetation remnants associated with two inselbergs, located in the municipality of Nova Venécia, Espírito Santo state and in Minas Gerais State’s municipality of Teófilo Otoni. Both, however, are in the central Brazilian Atlantic Forest, where botanical knowledge gaps are known to exist (Stehmann et al. 2009; Oliveira et al. 2016), suggesting the actual range of S. hydroides might be broader than currently known. Further sampling efforts in environmentally similar areas are therefore recommended, for a more accurate conservation status assessment. Nonetheless, the deforestation history of the area and the available geographic distribution data indicate that S. hydroides is of conservation concern."
wfo-0001032358,"Solanum vespertilio is known a single population of three individuals on Gran Canaria (subspecies doramae, defined on what I consider here to be minor quantitative characteristics; Marrero & González-Martín, 1998) and about seven scattered relictual populations in the forest margins on Tenerife composed of about 200 individuals (Bramwell, 2006; although Anderson et al., 2006 state that the populations are “of good size” on Tenerife). Despite its rarity and restricted distribution, S. vespertilio is not listed in the IUCN Red Book of Endangered Species. A preliminary conservation status would be EN or CR, based on small population size, threat from human disturbance and island endemism. The species has legal protection only locally, not under the EU Habitats Directive, the Bern Convention or under national schemes (Bramwell, 2006). "
wfo-0001028688,"Solanum intermedium has only been collected to my knowledge once the middle 1800's, and may be on the verge of extinction. Further collecting is necessary to determine if this is the case. It may be that S. intermedium is a cerrado endemic, which might account for its patchy distribution and potentially vulnerable status. "
wfo-1000075694,"With only a single collection from about 20 years ago, S. sabu is assigned here as a data deficient (DD; IUCN 2023). We were unable to find additional specimens of S. sabu in any herbarium we visited nor in the field after two expeditions. Therefore, further expeditions are highly recommended since the type locality is strongly disturbed by human use."
wfo-1000075692,"Endangered (EN) [EOO (131 km2) and AOO (20 km2)]. We assign S. caquetense a preliminary IUCN Red List status of endangered (EN), based on assessment criteria B2 a, b (i,ii,iv) (IUCN 2023) and the fact that this species has not been recorded in any protected area. The region where it is found is under constant human pressure, especially due to deforestation for agricultural expansion."
wfo-1000031018,"(IUCN 2019). Data Deficient (DD). Known only from a single collection, data on the distribution and status of S. kachinense is insufficiently known to speculate about its conservation status."
wfo-0001030698,(IUCN 2019). Data Deficient (DD). Solanum putii is only known from the type collection and little is known about this species otherwise.
wfo-0001022516,"EOO (1,388,419 km2 - LC); AOO (72 km2 - EN). Lycianthes shunningensis is known from ten localities and is somewhat widely distributed in the region. It is known from protected areas (e.g., Doi Inthanon National Park in Thailand, Ta Xua Nature Reserve in Vietnam). The assessment of Vulnerable (EN) based on AOO is likely due to collecting bias. I therefore assign it a preliminary status of Least Concern (LC)."
wfo-0001022373,"EOO (15,152,928 km2 - LC); AOO (800 km2 - VU). Lycianthes laevis is a weedy species known from more than five localities and is very widely distributed in the region. Throughout the range it is known from protected areas (e.g.,Gunung Gede Pangrango on Java, Kerinci Seblat on Sumatra, Indonesia; Western Ghats in Tamil Nadu, India). The assessment of Vulnerable (VU) based on AOO is likely due to collecting bias, but also due to the island nature of the distribution. I therefore assign it a preliminary status of Least Concern (LC)."
wfo-0001030834,"(IUCN 2019). Near Threatened (LC). EOO (115,321 km2, LC); AOO (48 km2, EN). Solanum retrorsum is found throughout the Philippines, with populations in a variety of habitats. The range extends to Sulawesi, making it widely distributed. The status of populations outside the main range in the Philippines, however, needs further investigation and the few recent collections suggest that the species merits some conservation concern."
wfo-0001032489,Critically Endangered (CR); EOO <100 km2 (CR) and AOO <500 km2 (EN). See Moat (2007) for explanation of measurements. Solanum wallacei is on list 1B.1 (seriously endangered in California) in the California Native Plant Society’s Inventory of Rare and Endangered Plants (http://www.rareplants.cnps.org/detail/1480.html). The main threats to this species are feral herbivores such as goats. The confusion over the correct application of the name has in part led to it not being recognised as endangered at the Federal level in the USA or on the IUCN Red List (IUCN 2001).
wfo-0001027882,"Solanum evonymoides is relatively widespread in the Atlantic forests of coastal southern Brazil, and appears to be relatively common where it does occur. However, the restricted nature of its habitat and the threats to this habitat make it necessary to monitor the conservation status of this species. Based on current herbarium specimen data it can be assigned a status of Vulnerable (VU) (extent of occurrence <20,000 km2 and occurring in approximately 10 locations,some of which are fragmented) with monitoring across the whole species range and field assessment of the southern populations both priorities."
wfo-1000031017,"Endangered [EOO (100 km2) and AOO (12 km2)]. We assign S. bohsii a preliminary IUCN Red List status of endangered (EN),based on assessment criteria B2 a, b (i,ii,iv) (IUCN 2017)"
wfo-0001032194,"Least Concern (LC); EOO >100,000 km2 (LC) and AOO >10,000 km2 (LC)."
wfo-1000031019,"(IUCN 2019). Data Deficient (DD). The few collections, coupled with the possibility of more being uncovered as more specimens of S. involucratum are examined carefully, suggests that it is too early to assign a preliminary conservation status for this species."
wfo-0001032266,"Endangered (Jaffré et al. 1998)
"
wfo-0001027448,"(IUCN 2019). Near Threatened (NT). EOO (65,755 km2); AOO (16 km2). Solanum deflexicarpum occurs over a relatively wide range, but there are very few collections; the paucity of collections suggest that the species is of some conservation concern, meriting further study."
wfo-0001027219,"Solanum conocarpum was proposed for listing as endangered under the U.S. Fish and Wildlife Endangered Species Act in 1998, but in 2006 the decision was taken that listing was not warranted due to lack of information about this species (http://www.fws.gov/southeast/news/2006/r06-016.html). Based on the paucity of collections and the current population data, this species can be assigned a preliminary conservation status of Critically Endangered (Yoder, 2006). The record of S. conocarpum from Puerto Rico cited in the 1997 IUCN Red List (Walter & Gillett, 1998, based on a record in The Nature Conservancy’s 1996 National Heritage Database, not available on-line) is likely to be an error: I have seen no authentic material of S. conocarpum from Puerto Rico. Acevedo-Rodríguez (1996) knew of S. conocarpum only from a single plant on St. John, but suggested it might also occur on St. Thomas and Virgen Gorda. I have seen no material from either island, although Acevedo-Rodriguez cites a sterile specimen (Little 23836) from Virgen Gorda that I have not examined. Forbes et al. (pers. comm., 2005) have found fewer than 200 individuals of S. conocarpum in the wild, and have suggested that the species is self-incompatible, since plants do not set fruit when grown in isolation. Solanum conocarpum has suffered severe loss of genetic diversity (Stanford et al., 2002; A.M. Stanford, pers. comm.), indicating that this species is a high priority for listing at both a global and national level."
wfo-0001030508,"(IUCN 2019). Least Concern (LC). EOO (1,202,780 km2, LC); AOO (68 km2, EN). Although the EOO measurement indicates a status of least concern, the few collections coupled with the profound transformation in lowland Indonesian habitats where S. poka is found (Margono et al. 2014) suggest that the species is a priority for recollection and reassessment."
wfo-0001031795,"Least Concern (LC); Solanum torvum is a widespread, circumtropical weed.
"
wfo-0001028323,"Solanum havanense is relatively common and widespread in the Greater Antilles, occurring on Cuba, Jamaica and the Cayman Islands (a single collection, possibly cultivated?), but apparently absent from Puerto Rico and Hispaniola; the single specimen from the Dominican Republic (Jiménez 1907) is most probably cultivated. Specimen data indicate that it is relatively common, and although its habitat is the coastal fringe making it possibly at risk from coastal development, it has been assigned a preliminary conservation status of Near Threatened (NT) and standard monitoring is suggested (Yoder, 2006)."
wfo-0001026229,"Endangered B1 a,b (i, ii, iii, iv). Solanum anisocladum is known from only three localities and its calculated extent of occurrence using the MCP is 834 km<sup>2</sup>. Despite the fact that the Bahia registry is far from the one in Pernambuco state, the MCP reflects the narrow range of coastal rainforest where the species is expected to occur. Although the type locality is now part of a private reserve owned by a sugar company (RPPN Frei Caneca), it consists of a small group of forest fragments in a severely damaged landscape mainly modified by extensive agriculture based on monoculture (plantations). Generally, the Atlantic coastal rainforest has been severely damaged in northeastern Brazil in the past decades due to urban expansion and extensive farming.
"
wfo-1000025655,"(IUCN 2019). Data Deficient (DD). Just two populations of A. hunzikeriana are known, one growing in a private reserve (RPPN Fazenda Duas Barras), in the Municipality of Santa Maria do Salto, Minas Gerais and another in Fazenda Farofa in the Municipality of Boa Nova, Bahia. Although the locality in Bahia is well-protected, the extremely restricted range indicates the species is of some conservation concern.
"
wfo-0001347627,"Data Deficient (DD); the number of georeferenced collections (1) and inaccurate locality assignments preclude the assessment (IUCN 2016). Only 6 collections have been made in the last 38 yr, four of these within the P. E. Serra do Desengano and other two in a nearby forest fragment. This suggests that S. sessilantherum is a somewhat rare species, and efforts to increase our knowledge about its range and population status are a priority for an accurate conservation assessment."
wfo-0001347626,"The conservation status of S. igniferum is considered endangered (EN) based on the small extent of occurrence (EOO, 145 km2 ), the very small area of occurrence (AOO, 20 km2 ) and the fact that there is no record of this species from within protected areas (IUCN 2016)."
wfo-0001030412,"Solanum piluliferum is considered of least concern (LC) due to its relatively wide distribution (EOO: 202,475 km2 ), abundant populations and numerous collections across the distribution range, although the small area of occupancy (AOO: 188 km2 ) suggests that it would merit being treated as endangered (EN) (IUCN 2016)."
wfo-0001022513,"EOO (7,731,851 km2 - LC); AOO (368 km2 - EN). Lycianthes schizocalyx is known from more than ten localities and is quite widely distributed in the region. Throughout the range it is known from protected areas (e.g., Mount Data National Park in the Philippines, Mount Kinabalu in Sabah, Malaysia). The assessment of Endangered (EN) based on AOO is likely due to collecting bias, but also due to the island nature of the distribution. I therefore assign it a preliminary status of Least Concern (LC)."
wfo-0001429802,"Based on the criteria of the extent of occurrence (EOO5 880,516 km2) and the area of occupation (AOO 5 16,000 km2), if a formal assessment were performed the species would probably be characterized as endangered (EN), because of its restricted distribution. It is known from only four localities, with one of them inside the Refugio de Vida Silvestre Pedra da Andorinha, a protected area of 598,60 ha located in the municipality of Sobral, district of Taperuaba, Ceara, and established in 2010 to preserve biodiversity of an area in the phytogeographical domain of the Caatinga."
wfo-0001026734,"Endangered B1 a,b (i, ii, iii). Solanum caelicolum is known from four localities very close to each other in the state of Espírito Santo, and its calculated extent of occurrence using the MCP is 31 km<sup>2</sup>. At the municipality of Santa Teresa, the locality of three of the collections, there still are several well preserved forest remnants, some of them within protected reserves. One of the collections was found at a city reserve (Esta&ccedil;ão Bioógica de São Louren&ccedil;o) and therefore we are not treating this species as critically endangered. The populations from further north in the Colatina region are more susceptible to changes in the species area of occupancy due to urban expansion and farming.
"
wfo-0001025840,"Vulnerable [VU – B1, 2a,b(ii, iv), D2]. EOO = 18,992 km2 [VU]; AOO 56 km2 [EN]. Särkinen et al. (2015c) also assigned a preliminary IUCN threat status of Vulnerable (VU, B1) to S. alliariifolium based on the small extent of occurrence. No occurrences are known within the protected area network in Bolivia thus far, but collection data indicate that the species endures grazing pressures relatively well. We have no additional data with which to change this initial assessment."
wfo-0001031895,"Solanum troyanum is assigned a preliminary conservation status of Vulnerable (VU) based on its narrow geographical range (< 20,000 km2) and the length of time since the last specimen was collected (1976) (Yoder, 2006), buts its status as a single island endemic may warrant an assessment of Endangered (EN). Recollection of S. troyanum is a high priority, and given its large, showy flowers, it is a potential candidate for ex situ conservation and propagation as an ornamental. "
wfo-0001032531,"The small number of specimens, the potentially dioecious breeding system and narrow range of S. woodburyi all indicate it is of some conservation concern."
wfo-0001028115,"Least Concern [LC]. EOO = 139,358 km2 [LC]; AOO = 64 km2 [EN]. Although relatively rarely collected, S. gilioides occurs over a wide geographic range and in places rarely visited by botanists. The high elevation habitats where it occurs, however, are often the sites of mines, and S. gilioides has not been recorded within any protected area. It may in future warrant an assessment of Near Threatened."
wfo-0001026268,"Based on IUCN (2014) guidelines - Endangered (EN) B1; B2 ab (ii, iii, iv). EOO 3,208 km<sup>2</sup> (EN); AOO 16 km<sup>2</sup> (EN). Although the species occurs in a wide latitudinal range, it is locally rare, and is known from only six localities. None of the known populations are from within protected areas.
"
wfo-0001030869,"Least Concern [LC]. EOO = 128,085 km2 [LC]; AOO = 88 km2 [EN]. Solanum riojense occurs in approximately eight locations along the eastern Andean slope and has a relatively wide distribution. It has been collected in the higher elevations of the Yungas Biosphere Reserve, but most collections are outside of protected areas."
wfo-0001028436,"Least Concern (LC); According to IUCN guidelines, the status of S. hoffmanseggii is deemed of least concern due to a sufficiently large number of collections over a relatively large area of occupancy. Many areas of Amazonia are undercollected, leading to difficulty understanding species distribution (Milliken et al. 2011). Given this, it is highly likely that S. hoffmanseggii is more widespread and abundant then our data indicate.
"
wfo-0001030441,"Least Concern (LC); EOO >100,000 km2 (LC) and AOO >10,000 km2 (LC). See Moat (2007) for explanation of measurements.
"
wfo-0001029744,"Solanum naucinum is of uncertain conservation status, our knowledge is limited due to lack of collections; it is likely to be vulnerable due to low population size and restricted range."
wfo-0001026827,The small area of occupancy (few collections) and restricted distribution of the species in threatened habitat (Araucaria forests) suggest it is of concern and could be assigned a preliminary conservation status of Endangered (EN).
wfo-0001022238,"EOO (26,990,176 km2 - LC); AOO (1,684 km2 - VU). Lycianthes biflora is a weedy species known from more than five localities and is very widely distributed in the region. Throughout the range it is known from protected areas (e.g., Halimun National Park on Java, Lore Lindu National Park on Sulawesi, Indonesia; Iriomote National Park on Okinawa, Japan). The assessment of Vulnerable (VU) based on AOO is likely due to collecting bias, but also due to the island nature of the distribution. I therefore assign it a preliminary status of Least Concern (LC)."
wfo-0001028686,"Least Concern [LC]. EOO = 13,454,357 km2 [LC]; AOO = 1,148 km2 [EN]. Solanum interandinum is a common, widely distributed species that occupies disturbed and open habitats. It is found in several protected areas within its range (e.g., common in Parque Nacional Huascarán, Peru)."
wfo-0001028208,"Least Concern [LC]. EOO = 1,114,912 km2 [LC]; AOO = 300 km2 [EN]. Solanum grandidentatum is widely distributed and thrives in areas highly disturbed by people. In has been collected in several protected areas throughout its range (e.g., Parque Nacional Apolobamba, Bolivia; around the historical sites of Pisaq and Sacsayhuamán in Peru; Reserva Geobotanica del Pululahuá in Ecuador)."
wfo-0001028181,"Least Concern [LC]. EOO = 541,223 km2 [LC]; AOO = 284 km2 [EN]. Solanum gonocladum occurs widely in the high Andes and is often a plant of open, disturbed areas. It has been recorded from protected areas in Bolivia (e.g., Parque Nacional Tunari)."
wfo-0001020027,"EOO (270,442.695 km2); AOO (276 km2). The large extent of occurrence and the number of localities where C. caatingae was collected indicate Least Concern (LC) category. Given its highly specialised habitat limited to the Caatinga Biome, some subpopulations may be adversely affected because deforestation has intensified rapidly in recent years due to the consumption of native firewood for domestic and industrial purposes, over-grazing and changes in the ecosystem due to pasture and agricultural expansion."
wfo-0001028482,"Solanum humboldtianum is endangered (EN) using IUCN Red List criteria (IUCN 2001), based on its extent of occurrence of less than 5000 km2, area of occupancy less than 100 km2, its severely fragmented (4 current locations) and small overall population size, and the unprotected nature of most of the populations near a major population center.Label data from Lozano-C. & Torres-R. 98 (COL) indicates that S. humboldtianum was collected in 1964 from oak forest dominated by Quercus humboldtii Bonpl., now a rare habitat near Bogotá. In the Santuario de Flora y Fauna Guanentá-Alto Río Fonce in the Department of Santander S. humboldtianum grows in forests where rainfall is over 2000 mm/annum and is very scarce; only a single individual plant was found in an intensive inventory over five months (Galindo T. et al. 2003). Solanum humboldtianum is known from a very few specimens collected over the 200 years since the first gathering by Humboldt and Bonpland in 1801 near Bogotá. Populations detected today are very isolated and are composed of very few individuals. The forests where S. humboldtianum occurs are fragmentary and threatened by urbanization, deforestation and the advance of the agricultural frontier. The only locality where the species currently has some protection is in the Santuario de Flora y Fauna Guanentá-Alto Río Fonce (Galindo T. et al. 2003). Three other populations from in the vicinity of Bogotá, in the municipalities of Bojacá, Cabrera and Granada, are in isolated small fragments of forest. "
wfo-1000025654,"(IUCN 2019). Endangered (EN). EOO 1,240.9 km<sup>2</sup> (EN); AOO 48 km<sup>2</sup> (EN). This species occurs in the plateau of Serra do Mar and near the coast in the Municipality of Cananéia, São Paulo State, an area originally totally covered by Atlantic rain forest. The restricted range, coupled with the fragmented habitat, suggests a preliminary assessment of Endangered B1a and B2a, b (ii and iii).
"
wfo-0001029295,"Recollection of this rare and probably endangered endemic species is a priority, both to assess its conservation status and to definitely assign it to a genus in the Solanaceae or to a clade within Solanum. "
wfo-0001027964,"Of the five specimens of Solanum flagellare we examined, only one (Riedel s. n.) had useful locality information; it was not possible to assign post-facto distributions to the other four. The species occurs in areas of São Paulo state that have been heavily impacted by urbanization, and apparently it has not been collected in the last ca. 80 years. A threatened IUCN status may be justified if new distribution data become available, but in the meantime we have assigned the species to the category of &quot;data deficient&quot; (DD).
"
wfo-0001030807,"Solanum reineckii has been documented at ten localities in the coastal areas of Rio Grande do Sul and Santa Catarina states in Brazil. With none of the documented localities currently protected and a historical range size comprising an extent of occurrence of 11,134 km<sup>2</sup>, S. reineckii can be assigned a preliminary conservation status of vulnerable: VU B1ab(iii).
"
wfo-0001031567,"Least Concern [LC]. EOO = 163,921 km2 [LC]; AOO = 100 km2 [EN]. Solanum subtusviolaceum has a broad geographical distribution and is a plant of forest edges and borders. It has been collected in protected areas in Bolivia (Parque Nacional Carrasco) and Peru (Parque Nacional Yanachaga-Chemillén)."
wfo-0001031402,"Currently listed as “Vulnerable” under the Queensland Nature Conservation Act, 1992. Solanum stenopterum is known from 5 locations, none of which is protected within a conservation reserve. It is threatened by land clearance, agricultural practices, weed encroachment, and mowing of road reserves, where most of the existing stands are located. Applying the IUCN guidelines (IUCN, 2001), a category of “Endangered” is recommended (EN A3ce; B2ab(ii,iii,v)). "
wfo-0001027719,"IUCN Species Survival Commision 2001. IUCN Red List Categories and Criteria: Version 3.1. Gland, Switzerland and Cambridge, UK: IUCN."
wfo-0001027768,"IUCN, 2001: Endangered (EN A2ce; B2ab(iii,v); C1) .S. elachophyllum was first collected by Ferdinand Mueller in 1856 and has been collected in many locations since then. However, its habitat has been greatly reduced in recent decades and it is also threatened by weeds, particularly introduced pasture grasses. It is currently known from 4 locations, and it does not occur within a conservation reserve."
wfo-0001027067,Widespread. Not considered at risk.
wfo-0001027242,Widespread. Not considered at risk.
wfo-0001027740,"Least Concern [LC]. EOO = 352,787 km2 [LC]; AOO = 408 km2 [EN]. Solanum echegarayi is widespread along the Andes and occurs in disturbed habitats. It is found in several protected areas throughout its range in Argentina (e.g., Parque Nacional Talampaya, Parque Provincial Volcán Tupungato, Parque Nacional El Leoncito)."
wfo-0001027808,"S. eminens is known only from the highest parts of Mt Bellenden Ker in Wooroonooran N.P. It is threatened by low population size and restricted area of occupancy. Applying the IUCN guidelines (IUCN, 2001), a category of “Vulnerable” is recommended (VU D1)."
wfo-0001029226,"Least Concern (LC); EOO >100,000 km2 (LC) and AOO >10,000 km2 (LC). See Moat (2007) for explanation of measurements.
"
wfo-0001020050,"EOO (987,169.745 km2); AOO (336 km2). Capsicum coccineum occupies a large range along the lowlands of the Amazon Basin in well preserved areas, as well as in fragmented forests. The species inhabits in reduced subpopulations along the main effluents of the Amazon drainage basin (Rivers Beni, Ucayali, Purús, Huallaga, Apurimac, Madre de Dios, Río Acre, Surutú and others) and in many conservation units where is expected that it is not in a serious risk of threat. However, due to the continuing decline of the quality of the habitat outside of natural reserves, we assign C. coccineum the Near Threatened (NT) category."
wfo-0001030730,Widespread. Not considered at risk.
wfo-0001026227,"S. angustum has been collected just four times, in 1908, 1910, 1939 and 1992. A recent visit to the 1992 collection site failed to find the species. It has not been seen since 1992, despite deliberate searches during the summer months, especially in the Chillagoe-Walsh River area. Although there are no known extant populations, a presumption of extinction is premature. There would appear to be much available habitat within the extent of occurrence, although the required habitat for the species is still not known. Applying the IUCN guidelines (IUCN, 2001), and using the 1992 location as an existing location, a category of “Endangered” is recommended (EN C2a(ii); D)."
