taxonID,description,type,source,language, 
wfo-0000681751,"A small deciduous tree, bark dark-grey; branchlets reddish-brown, compressed. Leaves 2.5-9.7 x 1-6 cm, broadly ovate, subacuminate, finely serrate, fimbriate, membranous, glabrous; lateral nerves 4-6; petiole 3-8 mm long; stipules linear. 4, deciduous. Cymes umbellate; peduncles 2.5-7.5 cm long, many flowered. Flowers tetramerous. Petals 2-2.5 mm long, oblong-obovate, cream-coloured, entire. Anthers almost sessile. Style absent. Capsules 7-14 mm broad, wings 4, c. 7 mm long, tapering. Seeds ovoid, enclosed in a red aril.",general,ref_wfo-0000681751,English,50283072
wfo-0001219999,"Clarke has been reported from Hunza. This is an Eastern Himalayan species characterized by the fruits having narrow undulate ridges, furrows 2-vittate and the inner seed face slightly concave.",general,ref_wfo-0001219999,English,50283975
wfo-0000965005,"A slender, erect or ascending generally glabrous glaucous often reddish-tinged perennial herb upto 25 cm tall with a few very thin stems arising from a woody rootstock. Stem-leaves alternate, shortly petiolate, the petioles c. 1 mm long, leaf-blades linear or narrowly lanceolate, oblong or oblong-oblanceolate, 1-4.5 cm x 1-5 mm, acute, subacute, obtuse or rounded at the apex, gradually to abruptly tapered into the petiole, entire, obscurely penninerved. Pseudumbel (4-) 5-rayed, the rays usually once, rarely twice bifid; axillary rays 1-5 below the pseudumbel, or absent; pseudumbel-leaves (4-) 5, whorled, resembling the upper stem-leaves;ray-leaves opposite, trullate-lanceolate, trullate-ovate or rhombic-ovate, 0.5-2 cm x 2-9 mm, acute to sharply acuminate at the apex, cuneate or rounded at the base. Cyathia subsessile, obconic. Glands crescentic, concave on the outer edge and with 2, rarely 3, blunt usually convergent horns arising from the corners; glands ochreous, horns paler and sometimes pinkish-tinged. Fruit rounded-trilobate, 3-3.5 x 3.5-4 mm, minutely verruculose on the keels, otherwise smooth, pale green, the verruculae whitish. Styles at first erect, later divaricate to recurved-spreading, 1-1.5 (-2) mm long, united for 1/3 their length, bifid, the stigmas slightly thickened. Seeds ovoid, 2.25 x 1.5 x 1.25 mm, smooth, pale grey, with a small excentric conical caruncle.",general,ref_wfo-0000965005,English,50289097
wfo-0000965109,"An erect glabrous perennial herb up to 90 on tall, but more usually 30-50 cm tall, with several flowering-stems arising from a woody rootstock. Stem-leaves alternate, sessile; leaf-blades lanceolate, 2-6.5 (-10) x 0.4-1.3 (-2.5) cm, acute, subacute or obtuse at the apex, rounded, cuneate or sometimes attenuate at the base, entire or subentire, penninerved with several closely-arranged nerve-pairs beneath. Pseudumbel 5-8 (-11)-rayed, the rays only once bifid; several axillary rays developed closely below the pseudumbel, giving a thyrsiform appearance to the whole inflorescence; pseudumbel leaves 5-8 (-11), whorled, ovate to ovate-lanceolate, much shorter than the stem-leaves, ray-leaves opposite, ovate-deltoid, 7-9 (-13) x 8-10 (-15) mm, subacute or obtuse at the apex, rounded to truncate at the base. Cyathia shortly pedunculate. Glands semi-circular, truncate on the outer edge and with 2 slender, subulate, sometimes ± convergent horns in length equalling the width of the glands arising from the corners; glands reddish-purple, the horns pale straw-coloured. Ovary trilobate, smooth; mature fruit not known. Styles erect or spreading, 1.5-2 mm long, united for c. ½ their length, shortly bifid, the stigmas slightly thickened. Seeds not known.",general,ref_wfo-0000965109,English,50289240
wfo-0000219105,"Shrub. Leaves 10-22 x 4-7 cm, elliptic or lanceolate, margins undulate, acute or acuminate; petiole 0.5-1.5 cm. Inflorescence 10-20 cm long and broad, pedunculate, bracteate corymbs or panicles. Flowers white, sweet scented, pedicel c. 1.5 mm long; bracts and bracteoles persistent. Calyx-lobes short, equalling the hypanthium, less than 1 mm, acute. Corolla-tube 6-8 mm long; lobes 4-5 mm long, reflexed, oblong-linear, obtuse, throat naked. Stamens 4; filaments c. 1 mm long, anthers 3-3.5 mm long. Style exserted, Stigma 2-partite.",general,ref_wfo-0000219105,English,50289657
wfo-0000326483,"A climbing, evergreen shrub, young shoots ± pubescent with copious milky latex. Leaves 5-15 x 2.5 cm elliptic-lanceolate, acuminate, glabrous, shining green above, paler beneath with 10-15 pairs of lateral nerves; petiole 4-8 mm long, pubescent or puberulous, with glands at the axil. Flowers white, fragrant; bracts minute. Calyx lobes erect, c. 2.5 mm long, divided deeply, forming a very short tube, lobes ovate, rounded, ciliate. Corolla tube, c. 1 cm long, dilated at the top, glabrous, mouth hairy, lobes overlapping to the right in bud, spreading, obcuneate-cuneate, obliquely truncate at apex. Stamens included, connivent to the top of the style. Disc 5-lobed, erect, almost equalling the ovary; ovules numerous; style filiform. Fruit 15-30 x c. 0.5 cm, cylindrical, acuminate; pericarp thin and smooth. Seeds c. 1.5 cm long, brown, linear, flattened and obtuse. Coma ± equalling the seed.",general,ref_wfo-0000326483,English,50298239
wfo-0000026259,"Stoloniferous herbs, 5-50 cm tall, stem usually simple sometimes feebly branched, sparsely or densely whitish or greyish tomentose. Lower leaves oblong elliptic or spathulate, usually petiolate (var. nepalensis) or sessile (var. monocephala) 1 or 3-veined, 25-35 x 3-20 (-23) mm, subacute to acuminate with a blackish tip, whitish tomentose on both surface but more densely on the lower surface, upper leaves narrower, sessile, with or without a brownish scarious tip. Capitula 1-15 in corymbs, predominantly male or female; phyllaries 5-7 (-9)-seriate, hairy, white above, brownish or blackish below, outer and middle 5-7 (-8) x 2.2-2.8 mm, lanceolate with acute to acuminate tips, inner ones 4-5 x 1 m, oblong spathulate, apiculate, with green claw. Bisexual florets (functionally male) 40-60, in predominantly male capitula with 2-3 female florets, female florets 60-65 in predominantly female capitula, filiform and 3-5 bisexual florets (functionally male florets). Corolla of female florets 2.5-4 mm, yellowish brown, of male florets 2.5-3.5 mm, dark brown. Cypselas of female florets ± 1 mm long, papillose; pappus 3-4 mm long, setae thick. Cypselas of functionally male florets smaller, 0.6-0.8 mm long.",general,ref_wfo-0000026259,English,50307351
wfo-0000116821,"Low growing, tomentose, greyish perennial subshrubs. Stem erect or spreading (10-) 15-20 cm long, branched, laxly leafy, upper part, whitish woolly, sub-scabrous. Leaves horizontally spreading, 10-15 (-20) x 1-2 mm, greyish or dirty greyish greenish, narrowly oblanceolate, lower surface whitish woolly, upper surface sparsely hairy, apiculate, shortly decurrent with attenuate base. Capitula of loose corymbs, pinkish, 3-4 x 3-5 mm, campanulate, peduncle short, woolly, moderately thick;  phyllaries 5-seriate, outer lanceolate, shorter, obtuse, inner and middle spathulate, apiculate, equal in size, longer than outer, shiny, often reddish but sometime straw-yellow coloured. Bisexual florets 25-40 (functionally male) in predominantly male capitula, with female florets 3-5. Corolla of bisexual florets dark brown, tubular with distinct glandular lobes, 2.5-3.2 mm; that of female florets light brown or yellow, filiform 2.5-3 mm long. Cypselas oblong, papillose, 0.5-1 mm long; pappus bristly, white, 2.8-3.5 mm long.",general,ref_wfo-0000116821,English,50307361
wfo-0000122391,"Greyish woolly perennials, woody at base. Stem erect, 15-50 cm tall, much branched, rarely simple, densely tomentose on upper part, less on the lower part of the stem. Leaves linear lanceolate, horizontally spreading densely tomentose on the lower surface, less on the upper surface with folded margins, sessile, attenuate, upper leaves 15-50 x 1-2 mm, apiculate to mucronate, lower somewhat broader. Capitula arranged in corymbs, compact mostly terminal, pedunculate, 3-4 x 2-7 mm, white or yellowish-white, hairy. Peduncle densely tomentose, 2-4 mm long; phyllaries 5-6 seriate, white or dull-white, lower portion, brownish or rarely reddish, outer oblong or lanceolate, shorter, middle and inner oblanceolate, obtuse-apiculate, not much broader, more or less equal in size. Bisexual florets 20-22 in bisexual (homagamous) capitula. Female florets 25-33 in predominantly female capitula, with 3-4 bisexual florets (functionally male). Corolla of female florets filiform, light brown, 2-3 mm long, that of bisexual florets, dark brown, tubular with glandular lobes, 1.8-2.8 mm long. Cypselas of female florets 0.5-1 mm long, densely covered with papillae, of bisexual florets ± 0.5 mm, papillose, oblong, pappus setae bristly, 2-3.5 mm long, white.",general,ref_wfo-0000122391,English,50307362
wfo-0000059557,"Perennial, much branched shrublets, woody at base, 40-60 cm tall, branches covered with scattered clumps of white hairs, sparsely to moderately hairy in between the clumps. Leaves 7-22 x 1-2 mm, upper ones usually smaller, linear, linear-lanceolate, with a small mucro, greenish, margin recurved, more or less densely hairy on both the surfaces but more on the lower side, with clumps of hairs on both surfaces. Capitula arranged in terminal or axillary corymbs, whitish, 4-5 x 3-4 mm on densely hairy peduncles with clumps of hairs but not as pronounced as on branches and leaves; phyllaries 4-5 seriate, whitish and scarious in the upper half and brown in the lower half, outer ones 3-4 x c. 1 mm, oblong, densely floccose to lanate in the middle and at the base, middle and inner ones 4-5 x 0.4-0.8 mm, more or less oblong-terete, densely floccose to lanate in the middle. Capitula homogamous either with female florets or bisexual florets (functionally male). Corolla of female florets 3-3.5 mm long. Cypselas c. 0.5 mm long, papillose; pappus 3-3.5 (-4) mm long. Corolla of bisexual florets 2-4 mm long; pappus 2.5-4 mm long, bristly, ovary more or less abortive, papillose.",general,ref_wfo-0000059557,English,50307363
wfo-0000550324,"Suffruticose, robust monoecious  perennial, up to 150 cm tall, diffuse, glaucous - green; stem up to 1 cm in diam. woody; branches prostrate to erect, fleshy and jointed, 3-4 mm in diam. Flowers in horizontal groups of 3, embedded in axils. Male flowers in c. 2-3 cm long spikes; stamen usually 1, anther c. 0.8 mm long, ovoid, protruding from the joints. Female flowers on similar ‘spikes’, with only stigmas protruding out of the joints; perianth irregularly toothed or short-lobed; fruiting calyx spongy, c. 3 x 2 mm, adherent to the horny pericarp; seed c. 1 mm long.",general,ref_wfo-0000550324,English,50307588
wfo-0001280066,"Subshrub, 20-40 cm high, greyish to glaucous green, glabrous. Stem to 15 mm thick, branched from base; woody branches ascending; annual shoots erect, in lower 1/2 rigid, leafy, in upper part densely branched, forming a panicle with thin flexuose branches. Leaves alternate, the lowermost subopposite, ascending or ± adpressed, straight, (5)10-15 x 2-3 mm, almost cylindrical, obtuse, apiculate, glaucous or purplish, basal pulvinus much thinner than blade, leaf axils with dense tufts of curled hairs. Bracts leaf-like, 3-7 mm long, semi-terete, clavate, incurved, at base sheathing with narrow hyaline margins; axils with 3(-5) clustered flowers, 2 bracteoles of 1st order and 4(-6) bracteoles of 2nd order, immersed in long curled hairs. Bracteoles of 1st order cucullate, 1,5 mm long and wide, almost circular in outline, the green back with hyaline wing-like margin; of 2nd order 1-1.2 x 0.9 mm, with much smaller green back. Tepals cucullate, broad ovate, obovate or almost circular in outline, 1.3-1.8 mm long, the outer 1.4-1.6 mm wide, all 1-veined, without midrib in upper part, apex emarginate, green blotch linear, transverse line at 1/3-1/2. Anthers 0.8-1.3 mm long; appendage almost indiscernible, anther apex truncate or slightly emarginate; filaments almost linear, 2-2.5 mm long, at base 0.25-0.3 mm wide; disc thick, with densely papillose margin, lobes semi-circularr, to 0.3 mm wide. Style thick, conical, 0.4-0.5 mm long and wide; stigmas 2(3), 0.4-0.5 mm long, flat, narrowed towards the apex, densely covered by short papillae, in upper part also on the outside. Fruiting perianth, utricle and seed not seen.",general,ref_wfo-0001280066,English,50307641
wfo-0000436194,"Subshrub or small shrub, 20-60 cm high; white with spreading (axes) and adpressed (outer side of leaves, bracts, bracteoles) 0.3-0.6 mm long smooth, thick-walled, flat hairs, rarely sparsely hairy to almost glabrous. Stem intricately branched from the to 2cm thick base, gnarled and light grey like the branches; branches ascending to spreading, stiff, around the leaf bases with rings of persisting long hairs, becoming + spinescent, developing from gemma-like buds, cream-coloured; last order branches forming condensed, often regularly arranged 5-15 x 2.5-3.5(4) mm spikes. Leaves scale-like, broadly triangular, obtuse, 1.0-1.6 mm long and wide, at base dorsally much thickened, upper surface concave, glabrous; leaf axils on long shoots with silvery, angled, globular gemmae. Bracts and bracteoles subequal, similar to the leaves but only c. 1 mm long and wider than long. Tepals ovate, 1.4-1.6 mm long, the outer 1-1.2 mm wide, 1-veined, transverse line at 1/3, green blotch covered by the densely adpressed indumentum. Anthers 0.7-0.9 mm long including the 0.15-0.2 mm long obtuse appendage, divided for c. 2/3; filaments linear, 1.2-1.5 mm long, inserted on outer base of disc; disc cup-like, thickened, 0.3 mm wide, glabrous, the margin undulate or lobed. Style 0.4-0.6 mm long; stigmas 0.4-0.6 mm long, flat, inside shortly papillose. Fruiting perianth 4-5.5 mm diam., the wings subequal, pale, fresh often pinkish; upper parts of tepals stiff, straight, forming a cone; lower part of tepals moderately hardened, forming a broad obconical structure, flat base very narrow. Seed semi-globular, flattened above, 1 mm diam.",general,ref_wfo-0000436194,English,50307685
wfo-0001280093,"Subshrub to 45 x 100 cm, ± prostrate to ascending, hispidulous or ± glabrous with rancid smell. Woody branches pale brown, rarely light grey. Annual branches straight, glaucous with oblique to divaricate lateral branches. Lower leaves slightly clasping, 0-1 mm decurrent, with curly hairs in their axils; semiterete, linear, 3-14 x 1.1-c.2 mm, basal with very narrow membranous margins; above semiterete to three-edged, linear to triangular-ovate, acuminate, 1.5-3 x 1.4-2.4 mm, basal with narrow membranous margins. Flowers mainly on lateral branches, 1-6 mm distant. Bracts of lower flowers semiterete 3-4.6 x 1.5-2.9 mm, above scale-like, broadly ovate-triangular, 1.4-3 x 1.5-2.9 mm. Bracteoles scale-like 1.7-2.6 x 1.7-2.6 mm, ovate with elongated apex. Tepals 3.2-3.7 mm long. Anthers 2-2.3 mm long, appendage rounded acutish. Disc  unlobed. Style in fruit bottle-shaped. Stigmas apically tapering, not denticulate. Fruit 7-11 mm in diam. Tube ± cylindrical, with straight or slightly concave sides with prominent ridges; pits moderately deep, ovate. Wings below the middle. Tepals above wings in lower parts distinctly keeled, forming a steep cone.",general,ref_wfo-0001280093,English,50307711
wfo-0001280097,"Shrub, very variable in habit, up to 90 cm or more tall, often straggling, glabrous, pruinose, dark-brown, paniculately branched; branches divaricate, spreading, strict or recurved, ending in strict spikes, 5-15 cm long; segments (4-) 6-20 mm long, shorter in inflorescence region. Leaves distinct, (3-) 5-8 (-10) x 1-2 mm, trigonous or semiterete, sessile, ovate-subulate or ellipsoid to oblong, obtuse or acute; young leaves sometimes up to 25 mm long. Flowers axillary forming interrupted spikes; bracts almost equalling the flowers, slightly exceeding the bracteoles; bracteoles ovate, acute, thick, fleshy. Fruiting perianth c. 6 mm in diam., including wings, scarious.",general,ref_wfo-0001280097,English,50307719
wfo-0001280209,"Prostrate, branched, perennial herb. Stems many, branched from base, angular with scabrae. Leaves 10-15 x 3-5 mm, linear, entire, acute to obtuse, nerves ± obscure, pellucid, gland dotted on both sides. Ochreae 5-7 (-8) mm long, not covering the internodes, ovate, hyaline, with 2 short but stout nerves, acute. Flowers axillary, ± sessile. Ochreolae small, ovate. Tepals 5, ovate, c. 2 mm long.. Stamens 4-5, filaments short. Ovary biconvex, with 2 styles and capitate stigmas. Nuts biconvex, dull black, striate.",general,ref_wfo-0001280209,English,50308092
wfo-0001280242,"A branched shrub with glabrous, ± whitish branches. Leaves in fascicles, sessile to subsessile, 5-20 x 2.0-10 mm, obovate, spathulate, linear-oblong or linear-oblanceolate, obtuse, entire; ochrea membranous, produced at one or either side into a triangular appendage. Flowers axillary in loose clusters of 5-6, pedicellate, pedicel 4-8 mm long, usually inarticulate, sometimes inconspicuously articulate at the base. Perianth segments white-pinkish, 1.5-2 mm long, 0.5-1.5 mm broad, lanceolate to oblong. Stamens 1-1.3 mm long. Ovary 0.3-0.5 mm long. Fruits winged, 4-8 mm across, wings red, the upper lobe almost contiguous with the lower, nut brown, half the size of wing. Seeds brown.",general,ref_wfo-0001280242,English,50308195
wfo-0000378420,"Characteristic for subsp. eleusinoides is a narrow anthelodium (not wider than long as in subsp. nutans), primary branches erect (more spreading), spikes suberect (more spreading), glumes rather  closely imbricating (more lax in subsp. nutans), glumes with mid-nerve ending into mucro, c. 0.3 mm (obtuse or mucronate).",general,ref_wfo-0000378420,English,50310888
wfo-0000367982,"Caespitose perennial or, possibly annual, 10-20 cm, in small tussocks. Rhizome producing tillers, roots glabrous. Stem c. 1 mm diam., obtusely trigonous, smooth, grey-green, stem base swollen. Leaves often c. half of stem length; sheaths 20-25 mm, rather soft, grey or yellowish brown, disintegrating into fibres, mouth margin concave; ligule 0; blades c. 2 mm wide, folded or channelled, falcate or curved, grey green, margins scabrous, apex long attenuate, curved or curled, slightly scabrous. Inflorescence a multiple spike, 15-30 mm diam.; bracts 2-3 foliose, longer than inflorescence, up to 70 mm, narrow, apex often curled; primary branches 1-3, up to 15 mm; tubular prophyll up to 6 mm, two-keeled; cluster of spikes up to 20 mm, of 3-10 digitately arranged spikes; short secondary branches occasional; spikes 6-18 x 2-4 mm, with 10-30 glumes; glume-like bract c. 2.5 mm; glume-like prophyll 2-2.3 mm, apex bidentate or rounded; rachis c. 0.4 mm wide, flat, internodes c. 0.5 mm, not winged; glumes 3-3.6 mm, cymbiform, rather soft, mid-nerve slightly keeled, mucro 0.3-0.5 mm, often recurved, sides brown, with 4-5 nerves, margins scarious. Stamens 3, anthers c. 1.5 mm. Nut 1.5-2.5 x 0.8-1.2 mm, obovoid, trigonous, plano-convex or adaxially concave, grey-brown, finely reticulate.",general,ref_wfo-0000367982,English,50310936
wfo-0000348139,"Caespitose perennial, 25-40 cm. Rhizome short, branching. Stem lateral, c. 0.8 mm diam., sharply trigonous, scabrous and finely papillose, sides concave above. Leaves of lateral, sterile shoots longer than stem; sheaths 10-40 mm, dark greyish brown, disintegrating into fibres, margin of scarious side concave; ligule c. 0.3 mm, scarious, ciliate, arch as high as wide; blades 3-4 mm wide, flat or slightly revolute, greyish brown, adaxial side scabrous and papillose, abaxial side smooth or slightly papillose, margins scabrous. Inflorescence of male spike and 1-2 female, sometimes gynobasic spikes below. Bracts green, lowest to longer than the inflorescence, sheath up to 7 mm. Male spike 15-25 x 1.5-2 mm, fusiform or club-shaped, glumes c. 4.2 x 1.2 mm, ovate to obovate, obtuse, yellowish brown, with narrow scarious margin. Female spikes 10-15 x 5-6 mm, rather lax, green, when 2 spikes, lower with peduncle to 90 mm; glumes 4-4.5 x 1.3-1.5 mm, ovate to triangular, midnerve green, sides light brown, barbed arista to 1.7 mm; utricles 6.1-6.5 x 2.2-2.4 mm, fusiform or ellipsoid, trigonous, tightly sheathing fruit, green, shiny, obscurely to clearly nerved, upper part somewhat puberulent, stipe to 0.5 mm, beak 1.5-1.6 mm, conical, bidentate, green, puberulent, margins smooth or scabrous. Stigmas 3. Nut c. 3.5 x 1.6-1.8 mm, ellipsoid to obovoid, trigonous, light-brown, obscurely reticulate and papillose; style base enlarged, constricted from nut, caducous.",general,ref_wfo-0000348139,English,50311150
wfo-0000345926,"Perennial, 40-50 cm. Rhizome short, remains of scales fibrous. Leaves flexuous; sheaths 20-40 mm; ligule to 1 mm; blades 2-3 mm wide, obscurely papillose. Inflorescence a rather loose head of 2-4 spikes. Lowest bracts green, up to equalling inflorescence. Terminal spikes, 12-15 x 7-8 mm, others 8-11 x 4-6 mm, entirely female; female glumes 2.9-3.5 x 1.3-1.5 mm, dark reddish brown, apex with narrow, involute, scarious margin; utricles 2.7-3 x 1.7-1.9 mm, widely ellipsoid, yellowish to golden-brownish, shiny, obscurely papillose. Nut 1.7-2 x 0.9-1 mm, yellowish.",general,ref_wfo-0000345926,English,50311162
wfo-0000001435,"Suffruticose, 16 – 18 cm or more tall, with woody, glabrescent to almost glabrous stems. Leaves mostly in the middle or lower half of stem, pinnately dissected more than half way to the midrib, 0.7 – 1.2 (-1.5) cm long incl. petioles, apically bifid, uppermost leaves always linear and entire, 5 – 8 mm long, acute. Capitula radiate, solitary, terminal,  6 – 9 (-10) mm across, longer than broad. Involucre hemispherical, 3-seriate, phyllaries oblong-lanceolate, 3.5 – 4.5 mm long, sparsely pilose externally with woolly scarious apical appendages and sometimes pale-brown margins. Ray-florets female, fertile, with 9 – 11 mm long ligules. Disc florets yellow, with 3 (-4) mm long, 5-toothed corolla tube. Cypselas oblong, 1.5 – 2 mm long, pale-brown. Pappus shortly coroniform, 0.25 (- 0.5) mm long, sometimes dissected into short  rigid teeth.",general,ref_wfo-0000001435,English,50311246
wfo-0000065835,"Perennial, basally woody herb with ascending to erect, mildly costate-striate, brownish-yellow,  densely  arachnoid  hairy to  glabrescent, hardly branched, 15 – 35 cm tall, several sterile and fertile stems from obliquely horizontal stolon-like rootstock.  Leaves    greyish-white,  with arachnoid tomentum, lower stem leaves with up to 2 cm long petiole, lamina broadly ovate-rotundate, deeply bipinnatisect into linear, 2 – 5 x 0.5 – 0.8 mm, obtuse segments; middle and upper stem  leaves short petioled, basally auriculate, gradually smaller in size, uppermost in floral region lanceolate, entire, sometimes with basal auricles. Capitula rusty brown, sessile, ovate, 3.5 – 4 x c. 2.5 mm, in ± globose glomerules of  3 – 6 (-10), in interrupted, c. 2 cm wide spike or panicle with c. 1 – 2 cm long erect, appressed branches bearing terminal glomerules. Involucre 3-seriate, phyllaries imbricate, outermost ovate, c. 2 x 1.25 mm, densely arachnoid tomentose outside,  inner ones oblong, c. 3 x 2 mm, sparsely arachnoid, widely brownish-scarious on margins. Florets 9 – 15, bisexual, with tubular, c. 1.5 mm long, yellow corolla.",general,ref_wfo-0000065835,English,50311484
wfo-0000114834,"Perennial, woody, aromatic shrublet with several, upright, densely whitish hairy to hardly glabrescent, finely sulcate, 30 – 40 cm high flowering branches from woody, erect rootstock. Leaves punctate-glandular, densely greyish hairy; lower  with  8 – 12 mm long  petiole; lamina ± orbiculate,  20 – 30 x 12 – 18 mm,  2 -3-pinnatisect with flat, linear-lanceolate, 2 – 4 (- 8) x 0.5 – 1.2 mm, ± obtuse segments; middle stem leaves  similar to lower but auriculate; uppermost sessile, smaller than capitula, entire, auriculate. Capitula numerous, homogamous, sessile, erect, remote, ovate-oblong, 3.5 – 4.5 x c. 2 mm, in narrowly oblong, 8 – 12 x 2 – 3 cm  panicle with short, 3 – 4 cm long, obliquely erect to ± strict branches. Involucre 4-5-seriate, phyllaries ± compactly imbricate, outermost very small, orbicular, c. 1 mm long, boat-shaped, hardly scarious on margins; median and inner oblong-oblanceolate, c. 1.75 – 2.25 mm long, greenish and arachnoid hairy in midrib part, punctate-glandular, broadly hyaline scarious on margins. Receptacle conical, glabrous. Florets c. 4 – 5, with c. 1.5 mm long, glandulose, 5-toothed, reddish tinged yellow corolla. Cypselas  c. 0.8 mm long, brown.",general,ref_wfo-0000114834,English,50311497
wfo-0000766598,"Plants up to 120 cm tall. Leaves 2.2- 4.5 cm broad, minutely pubescent. Bracts c. 1.5 cm long, c. 4 mm broad narrowly lanceolate, villous to ciliate. Pedicel up to 4.0 cm long, non articulate. Tepals (8-) 11 mm long, greenish-brown to pink, margin pale, gamophyllous, tube campanulate. Capsule c. 14 mm in diameter, globose.",general,ref_wfo-0000766598,English,50311634
wfo-0001281046,"Plants 70-120 cm tall. Leaves 15-30 x 0.5-2.0 cm, puberulous to glabrous, margin usually scabrid. Scape minutely pubescent. Raceme 20-40 cm at anthesis, densely many flowered. Bracts 1-2 cm, lanceolate, median dark vein, margin densely ciliate, tip obtuse to acuminate. Pedicel subappressed to inflorescene axis, 6-12 mm. Perianth tubular, segments pale purple, linear-oblong, c. 1 (-1.5) x 0.2-0.3 cm, 1 green stripe overlaid by 3 brown veins, persistent and reflexed in fruit. Stamens c. 2 mm longer than perianth. Style 7-8 mm longer than perianth. Capsule subglobose, 7-10 mm in diameter, smooth. Seeds 5-6 x 3-3.5 mm, including 1 mm wings.",general,ref_wfo-0001281046,English,50311635
wfo-0000333904,"Stem robust more or less uniform in diameter, up to 24 m tall, 60-120 cm in diameter, upper part covered with dead leaves. Crown dense, close; leaves circular in outline, divided from the middle into 70-75 segments, segments glabrous, pendulous, filamentous on the margin and at the apex, a long thread hanging at the sinus of each segment; costa prominent, hastula at the apex of petiole triangular, whitish, spongy. Petiole long, plano-convex, margin of the lower portion spinous, spines yellow, hooked, hard. Inflorescence among the foliage, longer than the leaves, declined, bracts tubular at base, sheathing the branches and branchlets, flattened at anthesis. Flowers white, subsessile; calyx 3-lobed, campanulate, c. 3 mm long; corolla 3-lobed, 6-7 mm long, papery, lanceolate, acuminate; anthers large, dorsifixed, versatile, hastate, filaments fusiform. Ovary tri-lobed, stigmas three, style filiform, exserted. Fruit black, small, c. 8 x 6 mm.",general,ref_wfo-0000333904,English,50311670
wfo-0000308163,Apparently only differing from <i>Scutellaria petiolata</i> in characters of stem indumentum:sparsely pruinose or glabrous below in <i>Scutellaria nuristanica</i>. The two species are also clearly disjunct.,general,ref_wfo-0000308163,English,50311675
wfo-0000308053,"Perennial, tufted, suffruticose herb with a thick woody rootstock. Stems 7-30 cm, ascending or procumbent-ascending, round-quadrangular, with short, crisped, antrorse, eglandular hairs below, longer patent glandular and eglandular hairs above. Leaves linear, thick-textured, 6-28 mm x 1-5 mm, entire, revolute, cuneate, acute, with clusters of younger leaves in leaf axils; adaxial surface with short, adpressed, eglandular hairs, abaxial indumentum denser with numerous sessile glands. Petiole 1-3 mm. Inflorescence 4-sided but appearing secund when pressed, lax, terminal or lateral; flowers in the axils of ovate to elliptic, 3-7 x 2-3 mm, bracts which are entire, cuneate, acute or obtuse, thin-textured, glandular, ciliate-pilose, and cucullate. Pedicels 1-4 mm, erect, flattened. Calyx 1.5-2 mm, with a small, sometimes purple, scutellum in flower, enlarging in fruit to 3-4.5 mm with 2.5-3 mm high scutellum. Corolla 14-22 mm, pinkish mauve often with yellow markings, erect or erect-spreading, glandular or eglandular-pilose; tube 8-16 mm. Nutlets c. 1.5 x 1 mm, blackish, densely covered with adpressed white hairs.",general,ref_wfo-0000308053,English,50311676
wfo-0000323588,"Annual herb, 5-20 cm, simple or branched from base, in upper part with spreading eglandular hairs and numerous short capitate glandular hairs. Leaves lanceolate 5-30 x 4-8 mm, acute, with scattered white eglandular hairs.       Calyx 5-7 mm in flower, densely vinous with spreading eglandular hairs; teeth triangular-lanceolate, subulate to acuminate, c. 1/3 shorter than tube. Corolla rose-pink, c. 10 mm, slightly exserted from calyx teeth. Nutlets c. 3.5 mm long, dark brown, narrow oblong, apically rounded.",general,ref_wfo-0000323588,English,50311688
wfo-0000250874,"Sturdy erect perennial with a woody rootstock (or tuber?). Stems (17)30-80 cm mostly solitary and unbranched, quadrangular, glabrous, with very short adpressed retrorse hairs or with numerous villous hairs, leafy. Leaves linear to linear-lanceolate, (30-) 80-160 x 3-20 mm, sessile, cordate or not, amplexicaul or connate, entire-margined, acute-acuminate, thick-textured, with a prominent mid-vein, glabrous or pilose. Inflorescence a short or elongated ± continuous spike, 4-12 cm long, showy. Inner bracts linear, membranous, almost as long as calyces. Flowers congested. Pedicels 1-12 mm. Calyx 11-16 mm, thin-textured, slender, with short glandular and long villous eglandular hairs; throat straight; teeth subequal as long as or longer than tube, linear, with long awns, ciliate. Corolla mauve to blue violet, 20-25 mm; tube exserted, somewhat curved, widening to c. 4 mm wide at throat; upper lip hooded; lower lip reflexed, sometimes violet. Nutlets c. 1.5 x 1.3 mm, chestnut-brown, smooth, shining, oblong-orbicular, somewhat flat-trigonous with a small areole.",general,ref_wfo-0000250874,English,50311717
